VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,goodOB,EM,SUB,LUM,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
12603,168.342115,-59.978316,19.413,18.775,17.042,17.055,16.057,16.342,14.2,13.602,13.163,4.301,5.89,3.952,13.49,3.53,1,1,0,0,12.41,12.152,12.025,9.428,0.03,0.03,,
12610,167.539363,-60.969226,15.646,15.641,14.516,14.506,13.849,14.212,12.813,12.528,12.375,4.388,3.782,3.478,13.65,1.15,1,0,0,0,12.415,12.565,10.614,8.86,0.038,0.032,,
12611,167.425135,-61.10458,18.863,18.357,16.705,16.733,15.795,16.322,14.067,13.519,13.251,4.34,5.496,3.79,13.9,0.42,1,0,0,0,13.01,13.014,9.206,6.072,0.038,0.039,0.062,0.149
12612,167.156053,-61.417573,18.731,18.32,16.757,16.722,15.785,16.375,14.204,13.752,13.551,4.435,5.329,3.603,15.08,3.84,1,0,0,0,12.386,12.377,9.009,7.109,0.043,0.053,0.085,0.125
12617,167.529992,-60.996,15.996,15.914,14.685,14.684,13.966,14.389,12.799,12.452,12.281,4.395,4.15,3.564,13.58,0.86,1,0,0,0,12.219,12.378,10.452,6.956,0.034,0.026,,0.124
12621,166.717623,-61.928034,15.251,15.386,14.218,14.227,13.484,13.899,12.373,12.037,11.881,4.572,4.225,3.605,15.08,2.53,1,0,0,0,11.799,11.852,11.557,9.196,0.024,0.025,,
12634,167.774786,-60.733236,18.014,17.644,16.25,16.259,15.448,15.94,14.074,13.668,13.446,4.308,4.53,3.601,13.94,0.41,1,0,0,0,13.504,13.739,11.605,9.404,0.058,0.066,,
12635,167.703192,-60.819201,16.278,15.882,14.434,14.437,13.594,14.097,12.189,11.779,11.513,4.326,4.699,3.576,12.16,1.02,1,0,0,0,11.288,11.311,12.926,6.798,0.023,0.023,,0.072
12638,167.006677,-61.629295,16.501,16.338,15.008,15.021,14.198,14.688,12.972,12.56,12.359,4.42,4.496,3.55,13.88,2.98,1,0,0,0,12.176,12.179,9.533,6.976,0.029,0.032,0.054,0.11
12639,167.918234,-60.564209,12.485,13.042,12.69,12.668,12.434,12.519,12.22,12.189,12.141,4.307,1.454,3.224,12.95,2.0,1,0,0,0,12.059,12.177,12.341,9.057,0.034,0.039,0.504,
12641,167.514173,-61.052083,14.684,14.927,13.787,13.783,13.127,13.473,12.071,11.799,11.626,4.605,4.016,3.575,15.27,1.28,1,0,0,0,11.473,11.552,10.471,7.924,0.027,0.029,0.196,0.275
12644,167.567531,-60.9971,16.891,16.806,15.548,15.556,14.814,15.254,13.604,13.242,13.029,4.402,4.293,3.624,14.39,0.61,1,0,0,0,12.804,12.801,10.421,6.726,0.033,0.037,0.185,0.177
12652,167.177404,-61.47787,19.301,18.573,16.897,16.899,15.852,16.532,14.168,13.617,13.345,4.295,5.486,3.615,13.63,4.48,1,0,0,0,12.837,13.015,11.983,8.703,0.029,0.023,,
12656,167.880599,-60.658002,12.702,13.253,12.846,12.852,12.559,12.672,12.38,12.253,12.252,4.331,1.589,3.16,13.24,4.59,1,0,0,0,12.233,12.446,10.001,7.669,0.03,0.033,0.448,
12661,167.492795,-61.132003,16.572,16.428,15.019,15.02,14.184,14.678,12.765,12.383,12.139,4.495,4.906,3.657,14.39,1.23,1,0,0,0,11.879,11.969,11.794,9.239,0.028,0.032,,
12666,167.772204,-60.810144,16.796,16.659,15.373,15.38,14.629,15.067,13.432,13.043,12.865,4.387,4.282,3.558,14.08,0.85,1,0,0,0,12.558,12.813,12.718,9.518,0.034,0.04,,
12667,167.157118,-61.529937,18.179,17.753,16.368,16.363,15.463,16.023,14.087,13.605,13.419,4.307,4.702,3.641,13.86,6.49,1,0,0,0,12.912,13.043,11.082,9.084,0.039,0.045,,
12678,166.937897,-61.807393,16.858,16.481,14.819,14.857,13.875,14.47,12.199,11.743,11.506,4.509,5.559,3.597,13.83,1.31,1,0,0,0,11.171,11.131,9.596,7.694,0.029,0.028,0.191,
12679,167.833034,-60.770884,17.053,16.714,15.238,15.229,14.391,14.889,12.899,12.534,12.3,4.382,4.864,3.575,13.41,1.57,1,0,0,0,11.934,11.947,9.786,7.511,0.027,0.027,0.06,0.159
12687,167.608416,-61.056707,16.647,16.68,15.527,15.51,14.816,15.221,13.714,13.384,13.162,4.426,4.082,3.648,14.8,2.49,1,0,0,0,13.213,13.551,12.392,8.628,0.05,0.058,,
12688,167.062261,-61.689831,12.754,13.262,12.812,12.837,12.503,12.653,12.22,12.099,12.064,4.32,1.761,3.342,12.95,2.66,1,0,0,0,11.89,11.927,10.964,8.671,0.025,0.028,0.216,
12702,167.682374,-60.985134,16.394,16.079,14.513,14.539,13.615,14.181,12.11,11.576,11.4,4.468,5.257,3.611,13.29,4.56,1,0,0,0,11.173,11.165,8.579,4.866,0.029,0.029,0.038,0.05
12707,166.934495,-61.848155,16.769,16.693,15.442,15.453,14.692,15.118,13.439,13.164,12.981,4.439,4.29,3.536,14.69,3.99,1,0,0,0,12.802,12.867,12.496,8.575,0.036,0.041,,0.332
12712,167.571123,-61.131231,15.077,14.992,13.552,13.56,12.711,13.204,11.33,10.945,10.737,4.596,4.912,3.562,14.17,1.27,1,0,0,0,10.5,10.507,10.513,7.513,0.023,0.022,0.258,0.13
12716,167.426829,-61.315305,14.106,14.619,14.097,14.094,13.735,13.902,13.29,13.127,13.015,4.346,2.21,3.802,14.08,2.84,1,0,0,0,12.822,13.417,9.209,6.707,0.058,0.096,,0.065
12721,167.587612,-61.138997,16.694,16.532,15.227,15.216,14.45,14.91,13.116,12.816,12.594,4.397,4.459,3.611,13.87,2.69,1,0,0,0,12.368,12.514,11.155,8.602,0.031,0.041,,
12724,168.008406,-60.642436,17.264,16.785,15.068,15.055,14.059,14.697,12.445,11.952,11.754,4.533,5.592,3.435,14.35,3.97,1,0,0,0,11.528,11.599,11.847,8.951,0.028,0.032,,
12729,167.735567,-60.975079,18.53,17.819,15.973,15.903,14.82,15.499,12.992,12.47,12.195,4.466,6.107,3.496,14.01,6.87,1,0,0,0,11.904,11.637,6.592,2.984,0.038,0.037,0.035,0.043
12737,167.483547,-61.280607,15.452,15.43,13.937,13.95,12.993,13.588,11.27,10.714,10.397,4.618,5.806,4.195,13.98,1.79,1,0,0,0,10.192,10.147,6.276,0.477,0.028,0.037,0.077,0.024
12745,167.6846,-61.061201,16.338,16.237,14.977,15.093,14.347,14.783,12.992,12.634,12.481,4.341,4.255,3.816,13.23,5.56,1,0,0,0,12.391,12.449,12.734,8.428,0.032,0.034,,
12746,167.047385,-61.796034,17.546,17.254,15.846,15.864,15.012,15.524,13.593,13.167,12.964,4.368,4.754,3.653,13.93,1.25,1,0,0,0,12.719,12.912,11.574,9.091,0.032,0.042,,
12749,167.728313,-61.015582,18.666,17.669,15.534,15.533,14.285,15.112,12.122,11.467,11.153,4.417,6.91,3.575,12.37,2.46,1,0,0,0,10.807,10.645,5.823,2.083,0.025,0.023,0.017,0.016
12754,167.12029,-61.727732,16.751,16.627,15.202,15.241,14.365,14.888,12.776,12.329,12.073,4.476,5.221,3.94,14.05,0.83,1,0,0,0,11.797,11.821,11.008,8.513,0.032,0.039,,
12756,167.950855,-60.759191,17.469,17.192,15.837,15.842,15.033,15.522,13.726,13.358,13.179,4.362,4.45,3.505,14.13,2.0,1,0,0,0,12.916,13.639,12.416,8.414,0.027,0.029,,
12759,166.936449,-61.938539,14.191,14.19,12.799,12.827,11.995,12.447,10.661,10.249,10.016,4.59,4.842,3.675,13.39,0.94,1,0,0,0,9.849,9.794,9.698,8.667,0.023,0.019,0.059,
12762,167.629207,-61.148778,13.005,13.474,12.901,12.895,12.521,12.691,12.063,11.98,11.85,4.36,2.207,3.461,13.05,3.4,1,0,0,0,11.653,11.698,10.312,7.485,0.025,0.027,,
12768,167.855369,-60.884853,16.71,15.442,13.14,13.127,11.778,12.642,9.577,8.856,8.469,4.365,7.189,3.479,9.22,4.68,1,0,0,1,8.167,8.033,7.891,6.606,0.023,0.02,0.087,
12770,168.060315,-60.639608,12.617,13.146,12.762,12.767,12.508,12.601,12.313,12.249,12.293,4.312,1.425,2.981,13.12,2.77,1,0,0,0,12.179,12.266,11.176,9.047,0.028,0.03,,
12771,167.068927,-61.800597,17.355,16.961,15.356,15.382,14.428,15.001,12.784,12.306,12.085,4.436,5.417,3.653,13.64,2.08,1,0,0,0,11.661,11.693,10.427,8.746,0.026,0.026,,
12783,167.602201,-61.198727,14.163,14.287,13.449,13.452,12.937,13.216,12.188,12.014,11.9,4.314,2.833,3.381,12.62,1.64,1,0,0,0,11.838,12.155,11.985,9.099,0.036,0.038,,
12788,168.270904,-60.396023,16.548,16.55,15.321,15.329,14.596,15.02,13.497,13.156,13.055,4.494,4.137,3.421,15.36,1.92,1,0,0,0,12.733,12.929,12.004,8.355,0.04,0.05,0.514,0.211
12793,167.773283,-61.006642,20.043,19.138,17.249,17.259,16.133,16.856,14.202,13.654,13.393,4.317,6.02,3.547,13.79,3.01,1,0,0,0,12.883,12.864,9.87,6.103,0.048,0.062,,0.217
12797,167.331862,-61.530804,15.962,15.906,14.659,14.829,14.031,14.459,12.702,12.356,12.179,4.358,4.248,3.828,13.1,3.33,1,0,0,0,12.102,12.239,12.181,8.566,0.03,0.031,,
12798,167.899942,-60.867757,17.232,16.823,15.264,15.276,14.337,14.881,12.798,12.312,12.114,4.405,5.196,3.59,13.38,3.03,1,0,0,0,11.874,11.9,9.747,5.73,0.031,0.034,0.063,0.062
12800,167.930159,-60.832315,14.281,14.426,13.246,13.251,12.542,12.919,11.464,11.14,11.024,4.587,4.116,3.501,14.41,2.94,1,0,0,0,10.872,10.89,10.457,7.145,0.024,0.022,0.07,0.097
12809,167.980402,-60.777339,14.724,14.705,13.408,13.413,12.633,13.059,11.429,11.116,10.93,4.559,4.426,3.459,13.97,2.03,1,0,0,0,10.714,10.748,10.179,7.935,0.023,0.023,0.079,0.344
12813,167.788528,-61.014121,20.182,19.168,16.841,16.878,15.542,16.453,13.251,12.549,12.278,4.571,7.408,3.517,15.11,5.11,1,0,0,0,11.993,11.937,9.85,5.796,0.03,0.033,0.093,0.133
12816,167.593581,-61.245978,14.345,14.674,13.731,13.727,13.141,13.462,12.266,11.943,11.814,4.516,3.607,3.722,14.43,2.1,1,0,0,0,11.648,11.674,7.815,4.001,0.028,0.029,0.056,0.045
12829,167.751509,-61.080189,15.621,15.625,14.386,14.393,13.664,14.077,12.469,12.123,11.955,4.473,4.294,3.59,14.02,0.92,1,0,0,0,11.829,11.915,11.66,6.468,0.03,0.031,0.189,0.11
12833,167.931935,-60.872258,19.089,18.301,16.422,16.423,15.319,16.06,13.483,12.905,12.656,4.382,6.023,3.522,13.63,2.84,1,0,0,0,12.435,12.326,8.294,3.916,0.044,0.048,0.153,0.085
12834,167.255842,-61.664088,17.869,17.677,16.544,16.552,15.814,15.908,14.81,14.433,14.273,4.302,3.755,3.461,14.81,4.92,1,1,0,0,13.364,13.129,9.901,8.098,0.049,0.038,0.112,0.204
12840,167.399317,-61.503709,13.307,13.724,13.035,13.039,12.562,12.814,12.012,11.904,11.756,4.422,2.607,3.389,13.51,4.81,1,0,0,0,11.833,11.912,12.339,9.094,0.086,0.084,,
12841,167.671773,-61.186426,14.855,15.057,13.998,14.006,13.368,13.713,12.421,12.093,11.982,4.507,3.773,3.553,14.47,2.13,1,0,0,0,11.864,11.936,11.489,7.211,0.032,0.028,,0.152
12842,167.223235,-61.705261,18.214,17.95,16.675,16.66,15.848,16.331,14.52,14.077,13.9,4.32,4.493,3.769,14.45,4.23,1,0,0,0,13.517,13.715,11.222,8.651,0.042,0.046,,0.434
12847,167.735308,-61.119265,15.132,15.143,13.813,13.824,13.025,13.478,11.79,11.441,11.24,4.585,4.562,3.534,14.58,1.34,1,0,0,0,10.957,10.99,10.186,6.09,0.024,0.022,0.13,0.104
12848,168.125393,-60.650857,14.948,14.293,12.512,12.531,11.497,12.127,9.699,9.197,8.898,4.374,5.766,3.593,9.84,0.72,1,0,0,1,8.628,8.538,8.53,7.092,0.023,0.02,0.042,0.138
12849,168.00913,-60.793069,14.954,15.043,13.867,13.888,13.194,13.575,12.116,11.794,11.654,4.501,4.043,3.513,14.05,0.83,1,0,0,0,11.471,11.539,11.104,8.382,0.027,0.029,0.253,
12852,168.028705,-60.775638,14.377,14.47,13.303,13.315,12.63,12.996,11.591,11.27,11.118,4.501,3.997,3.488,13.54,0.77,1,0,0,0,11.081,11.153,12.381,8.697,0.027,0.029,,
12855,168.226139,-60.537237,12.766,13.314,12.934,12.928,12.672,12.781,12.473,12.44,12.39,4.315,1.466,3.096,13.28,1.98,1,0,0,0,12.325,12.41,9.977,8.236,0.035,0.044,,
12862,167.686731,-61.196139,14.067,14.312,13.262,13.261,12.622,12.965,11.611,11.294,11.109,4.518,3.921,3.741,13.73,1.12,1,0,0,0,10.937,10.91,8.874,6.05,0.024,0.022,0.07,
12864,167.497084,-61.419117,15.069,15.091,13.884,13.876,13.127,13.581,11.872,11.525,11.36,4.486,4.416,3.709,13.54,3.35,1,0,0,0,10.991,11.035,12.263,6.543,0.024,0.026,,0.105
12872,167.746454,-61.131402,16.68,16.632,15.467,15.476,14.764,15.166,13.672,13.271,13.185,4.383,4.009,3.588,14.35,4.1,1,0,0,0,12.931,13.153,11.69,5.584,0.034,0.048,0.339,0.064
12884,167.642622,-61.27263,15.169,15.397,14.291,14.282,13.583,13.987,12.519,12.17,11.974,4.58,4.161,3.744,15.29,2.64,1,0,0,0,11.966,12.035,11.553,6.341,0.038,0.052,0.303,0.131
12896,166.956707,-62.070355,19.532,18.792,16.948,16.943,15.863,16.57,13.913,13.351,13.044,4.361,6.135,3.707,13.81,1.62,1,0,0,0,12.854,12.923,10.285,8.593,0.027,0.029,0.075,
12899,167.5679,-61.381455,14.537,14.433,13.323,13.326,12.615,13.029,11.474,11.11,10.902,4.308,3.95,3.794,11.45,2.36,1,0,0,1,10.821,10.808,10.453,7.481,0.026,0.029,,
12901,167.465146,-61.502486,16.703,16.542,15.377,15.399,14.633,15.076,13.47,13.102,12.878,4.313,4.061,3.711,13.47,3.11,1,0,0,0,12.49,12.502,10.296,6.911,0.036,0.049,,
12911,167.825917,-61.108084,16.335,16.225,14.826,14.839,14.015,14.494,12.715,12.282,12.081,4.509,4.758,3.575,14.51,1.1,1,0,0,0,11.946,12.072,12.029,8.013,0.031,0.026,,
12913,167.772232,-61.17573,14.38,14.667,13.564,13.586,12.918,13.277,11.86,11.577,11.335,4.584,4.055,3.755,14.72,2.72,1,0,0,0,11.247,11.313,11.986,8.132,0.025,0.026,,0.286
12914,168.093647,-60.790507,16.913,16.917,15.771,15.789,15.106,15.469,13.939,13.668,13.506,4.389,3.972,3.64,14.75,1.51,1,0,0,0,13.147,13.522,11.927,5.812,0.034,0.07,0.488,0.12
12916,167.369073,-61.646098,16.675,16.613,15.54,15.536,14.832,15.242,13.697,13.424,13.183,4.322,3.879,3.767,13.86,4.09,1,0,0,0,12.833,12.926,11.024,7.808,0.03,0.034,,
12917,168.071558,-60.822691,17.243,16.604,14.682,14.677,13.545,14.23,11.486,10.93,10.575,4.51,6.588,3.735,12.81,2.69,1,0,0,0,10.37,10.31,9.786,5.803,0.025,0.025,,0.084
12920,167.539882,-61.458998,13.903,14.189,13.513,13.52,13.089,13.314,12.454,12.309,12.14,4.296,2.515,3.699,12.75,2.21,1,0,0,0,11.98,12.054,9.4,6.755,0.037,0.054,,
12923,167.76185,-61.204198,16.033,16.064,15.018,15.061,14.409,14.787,13.383,13.041,12.876,4.331,3.663,3.751,13.65,0.48,1,0,0,0,12.907,13.062,11.668,7.95,0.046,0.042,,
12927,168.275849,-60.589891,16.87,16.578,15.164,15.163,14.354,14.837,13.118,12.688,12.541,4.39,4.476,3.383,13.77,2.62,1,0,0,0,12.223,12.153,11.216,7.75,0.03,0.029,0.43,0.135
12929,167.803241,-61.167308,15.866,15.895,14.746,14.765,14.076,14.464,12.95,12.622,12.478,4.414,4.003,3.624,13.96,1.42,1,0,0,0,12.297,12.413,11.177,6.423,0.026,0.032,,0.088
12935,167.896855,-61.066693,17.485,16.917,15.131,15.13,14.074,14.736,12.332,11.796,11.512,4.468,5.899,3.563,13.39,1.68,1,0,0,0,11.259,11.267,10.732,7.296,0.025,0.026,0.121,0.208
12945,168.047037,-60.900706,20.704,19.52,17.101,17.099,15.649,16.664,13.038,12.202,11.821,4.519,8.246,3.774,13.95,3.93,1,0,0,0,11.375,11.009,6.502,2.169,0.059,0.072,0.071,0.045
12957,168.267079,-60.646616,17.62,17.413,16.048,16.046,15.245,15.729,13.975,13.58,13.482,4.427,4.492,3.45,15.01,3.54,1,0,0,0,13.298,13.492,10.985,8.931,0.035,0.048,0.452,
12960,167.986822,-60.99639,19.249,18.598,16.839,16.842,15.805,16.448,14.083,13.55,13.343,4.399,5.682,3.511,14.51,2.97,1,0,0,0,13.325,13.986,10.888,6.882,0.086,0.239,,
12962,168.044114,-60.932186,20.158,19.086,16.616,16.633,15.177,16.183,12.666,11.916,11.529,4.597,8.06,3.613,14.64,2.5,1,0,0,0,10.973,10.707,5.874,3.202,0.044,0.066,0.067,0.077
12967,167.45669,-61.632301,14.675,14.902,13.807,13.833,13.141,13.519,12.191,11.841,11.717,4.576,3.905,3.545,15.01,2.68,1,0,0,0,11.605,11.657,11.604,8.979,0.026,0.027,,
12972,167.159714,-61.975695,19.359,18.608,16.865,16.847,15.766,16.485,13.931,13.38,13.076,4.329,5.867,3.689,13.6,4.88,1,0,0,0,12.711,12.847,12.812,9.021,0.038,0.042,,
12977,168.016056,-60.986903,19.354,18.636,16.539,16.58,15.324,15.705,13.182,12.472,12.031,4.556,7.134,3.785,14.78,1.95,1,1,0,0,11.04,10.8,10.303,6.917,0.025,0.024,,
12979,167.724243,-61.335263,18.152,17.928,16.428,16.472,15.513,16.05,13.707,13.149,12.744,4.409,5.783,4.311,14.0,1.2,1,0,0,0,12.023,12.31,7.54,5.443,0.038,0.041,0.02,0.066
12985,167.636898,-61.44305,12.773,13.287,12.695,12.706,12.299,12.512,11.79,11.627,11.549,4.4,2.423,3.643,13.07,1.63,1,0,0,0,11.577,11.665,10.221,7.228,0.034,0.038,,
12992,167.734283,-61.33848,17.16,16.758,14.909,14.899,13.768,14.488,11.678,11.048,10.694,4.621,6.763,4.003,14.21,2.23,1,0,0,0,10.415,10.337,7.07,5.397,0.027,0.028,0.103,0.087
12994,167.536208,-61.572482,15.523,15.629,14.537,14.548,13.83,14.224,12.785,12.491,12.299,4.469,3.971,3.605,14.38,3.58,1,0,0,0,12.175,12.271,10.171,7.919,0.031,0.027,,
12996,167.515826,-61.596326,13.293,13.654,12.967,12.942,12.524,12.738,12.043,11.91,11.826,4.381,2.396,3.182,13.2,2.59,1,0,0,0,11.478,11.533,10.549,8.64,0.024,0.024,,
12997,168.166265,-60.828982,15.959,15.497,13.757,13.777,12.733,13.374,10.987,10.46,10.146,4.499,5.9,3.668,12.35,1.19,1,0,0,0,9.918,9.791,5.671,1.291,0.029,0.037,0.017,0.03
12998,167.824865,-61.239278,17.082,16.841,15.434,15.428,14.574,15.104,13.133,12.716,12.537,4.425,4.877,3.653,14.02,3.19,1,0,0,0,12.218,12.371,8.316,4.679,0.027,0.025,0.039,0.048
13001,167.812379,-61.257358,17.137,16.144,14.054,14.044,12.74,13.607,10.474,9.703,9.244,4.347,7.231,3.906,9.79,7.65,1,0,0,1,8.898,8.779,6.037,3.118,0.028,0.024,0.014,0.023
13006,167.100551,-62.087642,13.917,13.992,13.113,13.125,12.548,12.861,11.722,11.45,11.346,4.304,3.103,3.576,11.94,3.08,1,0,0,1,11.255,11.27,8.887,6.31,0.025,0.025,0.162,0.136
13015,167.755511,-61.343247,18.184,17.489,15.419,15.46,14.144,14.997,11.716,11.002,10.566,4.571,7.595,4.051,13.38,2.75,1,0,0,0,10.329,10.235,8.331,8.263,0.034,0.036,,
13017,167.813814,-61.277315,18.357,18.002,16.519,16.519,15.584,16.178,13.929,13.406,13.072,4.356,5.388,3.997,13.88,2.66,1,0,0,0,12.509,13.131,12.348,8.273,0.098,0.035,,
13020,167.642567,-61.479332,18.69,17.966,16.158,16.214,15.032,15.792,12.891,12.287,11.932,4.337,6.465,4.003,12.43,4.65,1,0,0,0,11.674,11.64,8.173,5.308,0.029,0.032,0.054,0.082
13022,168.278635,-60.723851,18.024,17.496,15.91,15.934,14.994,15.575,13.439,13.037,12.809,4.354,5.048,3.468,13.64,2.01,1,0,0,0,12.66,12.757,9.263,6.223,0.038,0.041,0.054,0.079
13031,168.23805,-60.783568,12.527,13.061,12.609,12.608,12.301,12.426,12.07,11.972,11.999,4.359,1.69,3.027,13.21,4.13,1,0,0,0,11.768,12.296,12.143,8.987,0.03,0.033,,
13036,168.062815,-61.008097,13.825,14.124,13.524,13.538,13.161,13.35,12.777,12.664,12.657,4.296,1.927,2.995,13.32,2.18,1,0,0,0,12.501,12.528,10.146,6.899,0.04,0.06,0.436,0.42
13037,167.59283,-61.565221,15.382,15.406,14.082,14.093,13.213,13.726,11.816,11.425,11.222,4.617,4.928,3.775,14.88,5.57,1,0,0,0,10.923,10.858,9.146,6.461,0.028,0.024,0.123,0.1
13039,168.343194,-60.668541,14.77,14.953,13.887,14.054,13.4,13.824,12.328,12.095,11.982,4.409,3.583,3.644,13.45,7.17,1,0,0,0,11.904,12.0,12.118,9.187,0.025,0.028,,
13044,168.119451,-60.957567,20.68,19.674,17.655,17.645,16.443,17.248,14.426,13.78,13.451,4.38,6.566,3.591,14.36,3.31,1,0,0,0,12.879,12.699,8.171,4.857,0.104,0.076,0.072,0.154
13055,168.222327,-60.84588,15.164,14.85,13.244,13.213,12.282,12.845,10.551,10.063,9.831,4.515,5.681,3.778,12.17,2.86,1,0,0,0,9.283,9.199,5.998,2.121,0.029,0.035,0.202,0.057
13057,167.926362,-61.208365,17.614,17.284,15.762,15.757,14.793,15.395,13.182,12.719,12.484,4.456,5.393,3.719,14.24,4.63,1,0,0,0,11.944,12.041,9.188,8.979,0.058,0.101,,
13061,168.154449,-60.936933,19.276,18.189,15.831,15.814,14.467,15.398,12.062,11.379,11.04,4.568,7.657,3.562,13.83,4.3,1,0,0,0,10.61,10.717,11.732,8.326,0.023,0.022,,
13066,167.364305,-61.872157,19.29,18.206,16.069,16.044,14.764,15.609,12.428,11.772,11.359,4.349,7.165,3.752,11.92,4.46,1,0,0,0,11.153,11.112,10.102,7.903,0.026,0.027,0.136,0.212
13078,168.055042,-61.076419,18.759,18.026,16.219,16.251,15.153,15.904,13.379,12.834,12.607,4.375,5.802,3.508,13.54,3.99,1,0,0,0,12.386,12.478,10.387,6.497,0.032,0.041,0.129,
13079,167.945035,-61.212374,17.809,17.259,15.578,15.551,14.507,15.169,12.7,12.198,11.925,4.417,5.839,3.707,13.24,6.59,1,0,0,0,11.622,11.683,9.95,6.648,0.06,0.089,,
13085,168.080888,-61.059145,17.621,16.867,14.923,14.929,13.749,14.542,11.703,11.102,10.824,4.467,6.577,3.658,12.57,5.34,1,0,0,0,10.158,10.028,6.647,4.244,0.025,0.023,0.019,0.086
13088,168.26686,-60.840279,19.871,19.084,16.975,16.987,15.692,16.552,13.333,12.558,12.196,4.545,7.532,3.933,14.69,2.77,1,0,0,0,11.768,11.312,6.652,1.381,0.071,0.138,0.046,0.024
13093,168.158533,-60.979902,18.056,17.187,15.093,15.092,13.825,14.681,11.663,11.015,10.716,4.542,7.027,3.602,13.27,5.92,1,0,0,0,10.426,10.408,9.309,6.288,0.023,0.022,0.047,0.079
13095,167.205585,-62.093994,15.921,15.573,14.262,14.255,13.434,13.921,12.099,11.726,11.529,4.306,4.406,3.594,12.0,4.37,1,0,0,1,11.268,11.179,9.667,6.606,0.025,0.025,0.104,0.09
13096,167.163744,-62.142065,17.318,16.84,15.343,15.331,14.408,14.97,12.858,12.457,12.174,4.331,5.024,3.629,12.81,4.48,1,0,0,0,12.007,12.038,10.252,7.839,0.029,0.033,0.456,0.264
13098,167.668741,-61.56738,15.694,15.775,14.601,14.613,13.822,14.265,12.617,12.287,12.089,4.549,4.41,3.701,15.0,4.9,1,0,0,0,12.077,12.111,10.154,6.98,0.03,0.032,0.172,0.153
13099,167.974856,-61.21137,17.366,16.991,15.339,15.351,14.316,14.964,12.575,12.015,11.711,4.512,5.903,3.811,14.04,2.55,1,0,0,0,11.181,11.216,6.837,2.402,0.029,0.038,0.044,0.046
13100,167.348131,-61.942098,16.903,16.181,14.25,14.296,13.102,13.745,11.087,10.341,9.922,4.382,6.662,3.924,10.86,7.53,1,0,0,1,9.51,9.293,8.74,8.694,0.023,0.02,0.063,0.392
13105,167.793378,-61.440816,16.718,16.28,14.87,14.892,13.984,14.549,12.546,12.114,11.845,4.297,4.743,3.674,12.23,3.39,1,0,0,0,11.724,11.793,9.108,7.455,0.03,0.033,0.149,
13106,167.52394,-61.757341,18.453,17.899,16.106,16.138,15.055,15.748,13.2,12.652,12.397,4.48,6.064,3.667,14.34,1.96,1,0,0,0,12.06,12.027,10.03,7.598,0.032,0.037,0.278,0.238
13113,167.216077,-62.117053,15.25,15.174,14.061,14.048,13.336,13.734,12.177,11.868,11.674,4.34,3.992,3.727,12.47,3.64,1,0,0,0,11.468,11.49,10.338,8.451,0.035,0.037,,0.433
13128,168.167399,-61.042036,17.961,17.477,15.868,15.89,14.932,15.543,13.332,12.837,12.652,4.386,5.274,3.567,13.73,2.75,1,0,0,0,12.48,12.554,11.081,8.35,0.037,0.045,,
13136,168.066421,-61.178885,16.634,16.523,15.229,15.228,14.445,14.73,13.245,12.801,12.64,4.428,4.445,3.596,14.23,3.46,1,1,0,0,12.337,12.436,9.566,5.977,0.037,0.055,,0.273
13158,167.662265,-61.685767,15.896,15.9,14.692,14.738,13.99,14.411,12.893,12.528,12.398,4.454,4.111,3.519,14.27,2.1,1,0,0,0,12.322,12.456,11.815,7.852,0.028,0.039,,
13161,168.105804,-61.16461,14.615,14.511,13.132,13.137,12.3,12.782,10.993,10.536,10.32,4.504,4.817,3.65,12.68,2.58,1,0,0,0,10.212,10.182,12.224,8.565,0.027,0.026,,
13175,167.840028,-61.502288,15.407,15.289,14.231,14.243,13.522,13.947,12.43,12.101,11.927,4.295,3.768,3.708,12.38,4.55,1,0,0,0,11.861,11.989,10.565,8.425,0.033,0.037,,
13177,167.314541,-62.110892,15.1,14.988,13.878,13.895,13.194,13.584,12.174,11.845,11.704,4.324,3.703,3.49,12.41,2.79,1,0,0,0,11.631,11.692,11.412,8.578,0.028,0.029,,
13179,167.512794,-61.889819,13.631,13.818,12.856,12.861,12.24,12.563,11.395,11.135,11.031,4.439,3.419,3.452,12.84,3.32,1,0,0,0,10.913,10.965,11.794,8.0,0.024,0.023,,
13188,168.181551,-61.113193,15.651,15.49,14.29,14.291,13.547,13.991,12.385,11.978,11.806,4.33,4.119,3.662,12.52,3.06,1,0,0,0,11.529,11.562,8.977,5.458,0.026,0.028,0.049,0.096
13190,168.491164,-60.73672,18.147,17.534,15.865,15.846,14.842,15.498,13.226,12.828,12.587,4.389,5.34,3.4,13.71,6.24,1,0,0,0,12.449,12.632,11.56,8.09,0.036,0.045,0.385,
13204,168.309877,-60.983098,20.468,19.486,17.278,17.274,15.933,16.861,13.565,12.932,12.513,4.527,7.494,3.692,14.86,5.38,1,0,0,0,12.218,12.13,8.633,8.161,0.043,0.053,0.058,
13208,168.192083,-61.140063,16.464,16.291,15.004,15.001,14.213,14.699,12.929,12.538,12.365,4.384,4.44,3.631,13.52,2.93,1,0,0,0,12.283,12.338,12.148,8.202,0.034,0.032,,
