ID,_RA2000,_DEC2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
J053441.38+282148.0,83.67244,28.363334,11.811,0.024,12.208,0.022,12.015,0.02,IV,CBe,,,17.845,0.011,15.81,0.004,14.3,0.0,14.69,0.0,13.87,0.0,11.811,11.763,11.598,8.697,12.6,12.208,12.015,0.024,0.023,0.295,,0.023,0.022,0.02
J060818.03+222634.9,92.07514,22.443044,11.166,0.024,11.562,0.022,11.351,0.022,IV,CBe,,,16.208,0.005,14.638,0.003,13.5,0.0,13.86,0.0,13.21,0.0,11.166,11.048,10.836,8.752,12.058,11.562,11.351,0.024,0.021,0.115,,0.021,0.022,0.022
J041146.98+535924.2,62.945788,53.990082,11.017,0.023,11.236,0.029,11.069,0.021,IV,CBe,,,15.364,0.005,14.49,0.005,12.58,0.0,12.98,0.0,12.41,0.0,11.017,10.915,10.114,8.316,11.513,11.236,11.069,0.023,0.02,0.069,0.338,0.024,0.029,0.021
J053700.02+310932.1,84.25009,31.15892,13.365,0.026,13.742,0.029,13.48,0.033,IV,CBe,,,20.026,0.045,17.726,0.005,16.2,0.01,16.49,0.01,15.57,0.01,13.365,13.381,12.531,8.851,14.168,13.742,13.48,0.026,0.035,,,0.026,0.029,0.033
J061454.33+241729.5,93.726413,24.291546,12.355,0.024,12.572,0.022,12.384,0.021,IV,CBe,,,16.94,0.008,15.356,0.003,14.36,0.0,14.69,0.0,14.15,0.0,12.355,12.333,12.357,9.087,13.041,12.572,12.384,0.024,0.024,,,0.021,0.022,0.021
J054748.66+211214.8,86.952783,21.204126,13.929,0.029,14.088,0.043,13.942,0.044,IV,CBe,,,18.179,0.015,16.643,0.004,15.52,0.0,15.78,0.0,15.23,0.0,13.929,14.055,12.563,8.941,14.479,14.088,13.942,0.029,0.049,,,0.035,0.043,0.044
J061454.33+241729.5,93.726413,24.291546,12.355,0.024,12.572,0.022,12.384,0.021,IV,CBe,,,16.94,0.008,15.356,0.003,14.36,0.0,14.69,0.0,14.15,0.0,12.355,12.333,12.357,9.087,13.041,12.572,12.384,0.024,0.024,,,0.021,0.022,0.021
J055043.15+213609.2,87.679819,21.602576,12.827,0.025,13.016,0.032,12.881,0.025,IV,CBe,,,16.133,0.006,14.532,0.003,13.9,0.0,14.05,0.0,13.69,0.0,12.827,12.838,11.645,8.39,13.117,13.016,12.881,0.025,0.027,,,0.027,0.032,0.025
J054448.98+204810.3,86.204114,20.802879,13.159,0.027,13.39,0.026,13.239,0.031,IV,CBe,,,16.625,0.007,15.217,0.003,14.34,0.0,14.68,0.0,14.24,0.0,13.159,13.029,11.81,9.029,13.622,13.39,13.239,0.027,0.03,,,0.025,0.026,0.031
J054100.76+212756.1,85.253182,21.465586,11.211,0.023,11.506,0.022,11.353,0.018,IV,unknown,,,16.413,0.007,16.006,0.014,13.12,0.0,13.35,0.0,12.73,0.0,11.211,11.197,11.525,8.768,11.809,11.506,11.353,0.023,0.022,0.216,,0.021,0.022,0.018
J035024.75+503720.0,57.603129,50.622239,12.98,0.025,13.24,0.038,13.155,0.039,IV,unknown,,,18.751,0.017,16.641,0.005,15.28,0.01,15.53,0.0,14.8,0.01,12.98,12.922,12.177,9.088,13.608,13.24,13.155,0.025,0.028,,,0.028,0.038,0.039
J034638.80+494703.7,56.661669,49.784373,12.406,0.024,12.731,0.033,12.558,0.028,VI,unknown,,,18.279,0.022,17.35,0.013,14.4,0.0,14.72,0.0,14.0,0.0,12.406,12.349,12.153,9.017,13.034,12.731,12.558,0.024,0.024,0.324,,0.024,0.033,0.028
J035717.28+494855.7,59.322008,49.815495,12.734,0.023,12.904,0.031,12.813,0.026,VI,CBe,,,16.435,0.006,15.123,0.003,14.17,0.0,14.37,0.0,13.9,0.0,12.734,12.736,12.668,9.217,13.111,12.904,12.813,0.023,0.027,0.456,,0.027,0.031,0.026
J040019.13+513554.9,60.079731,51.598586,12.619,0.025,12.878,0.029,12.712,0.029,VI,CBe,,,17.855,0.012,15.861,0.003,14.73,0.0,14.9,0.0,14.26,0.0,12.619,12.599,12.668,8.949,13.169,12.878,12.712,0.025,0.025,,,0.026,0.029,0.029
J053606.93+290404.9,84.028906,29.068048,13.962,0.029,14.284,0.039,14.086,0.046,VI,CBe,,,19.703,0.03,17.645,0.006,16.41,0.01,16.65,0.01,15.9,0.01,13.962,14.158,12.319,8.465,14.651,14.284,14.086,0.029,0.05,,,0.028,0.039,0.046
J053151.00+300220.8,82.962527,30.039135,13.955,0.029,14.161,0.036,13.972,0.049,VI,CBe,,,18.511,0.016,16.731,0.004,15.8,0.01,15.96,0.01,15.37,0.0,13.955,14.104,12.295,8.801,14.422,14.161,13.972,0.029,0.046,,,0.029,0.036,0.049
J054939.09+304005.5,87.412907,30.668204,13.772,0.028,13.972,0.04,13.796,0.046,VI,CBe,,,17.343,0.009,15.778,0.004,15.11,0.0,15.31,0.0,14.86,0.0,13.772,13.85,11.86,9.021,14.145,13.972,13.796,0.028,0.041,,,0.028,0.04,0.046
J064958.38+111213.7,102.49329,11.20382,12.533,0.024,12.6,0.026,12.547,0.03,VI,CBe,,,14.949,0.005,15.176,0.01,12.93,0.0,13.06,0.0,12.86,0.0,12.533,12.527,12.168,8.791,12.641,12.6,12.547,0.024,0.025,,,0.026,0.026,0.03
J064756.01+111447.9,101.98341,11.246665,12.1,0.023,12.132,0.024,12.135,0.027,VI,CBe,Star in Cluster,,13.616,0.004,12.638,0.001,12.3,0.0,12.7,0.0,12.29,0.0,12.1,12.124,12.411,8.898,12.141,12.132,12.135,0.023,0.024,,,0.024,0.024,0.027
J053051.31+295319.7,82.71382,29.88882,13.937,0.029,14.231,0.042,14.08,0.052,VI,CBe,,,19.136,0.022,17.252,0.005,16.16,0.01,16.38,0.01,15.65,0.01,13.937,14.048,12.541,8.82,14.638,14.231,14.08,0.029,0.045,,,0.032,0.042,0.052
J034957.75+481412.3,57.490663,48.23676,11.9,0.024,12.103,0.029,12.019,0.024,VI,CBe,,,15.741,0.004,14.116,0.003,13.22,0.0,13.49,0.0,13.03,0.0,11.9,11.883,11.855,9.168,12.291,12.103,12.019,0.024,0.022,0.263,,0.023,0.029,0.024
J033858.56+492555.3,54.744007,49.432045,13.387,0.026,13.553,0.033,13.451,0.038,VI,CBe,,,16.469,0.006,14.904,0.003,14.42,0.0,14.55,0.0,14.21,0.0,13.387,13.41,12.021,8.938,13.65,13.553,13.451,0.026,0.034,,,0.027,0.033,0.038
J035852.52+512056.8,59.718866,51.349119,12.476,0.023,12.71,0.03,12.576,0.024,VI,CBe,,,16.355,0.006,14.694,0.003,13.95,0.0,14.04,0.0,13.58,0.0,12.476,12.488,12.411,9.003,12.857,12.71,12.576,0.023,0.025,,,0.027,0.03,0.024
J040402.17+524152.0,61.009064,52.697797,12.106,0.023,12.305,0.031,12.172,0.019,VI,CBe,Star in Cluster,,16.158,0.006,14.426,0.003,13.6,0.0,13.8,0.0,13.31,0.0,12.106,12.135,12.072,9.023,12.572,12.305,12.172,0.023,0.023,0.353,,0.027,0.031,0.019
J064725.59+114123.3,101.85665,11.689823,11.928,0.024,11.982,0.024,11.913,0.021,VI,CBe,Star in Cluster,,14.987,0.007,13.008,0.001,12.65,0.0,12.7,0.0,12.52,0.0,11.928,11.934,12.01,8.511,12.05,11.982,11.913,0.024,0.022,0.345,,0.021,0.024,0.021
J064750.00+110915.5,101.95837,11.154312,12.903,0.024,12.95,0.021,12.885,0.029,VI,CBe,,,15.219,0.004,13.894,0.003,13.54,0.0,13.61,0.0,13.37,0.0,12.903,12.928,11.811,8.655,13.083,12.95,12.885,0.024,0.03,,,0.022,0.021,0.029
J064750.00+110915.5,101.95837,11.154312,12.903,0.024,12.95,0.021,12.885,0.029,VI,CBe,,,15.219,0.004,13.894,0.003,13.54,0.0,13.61,0.0,13.37,0.0,12.903,12.928,11.811,8.655,13.083,12.95,12.885,0.024,0.03,,,0.022,0.021,0.029
J055351.72+215537.2,88.465503,21.927011,13.361,0.026,13.476,0.026,13.44,0.03,VI,CBe,,,16.171,0.006,14.696,0.003,14.3,0.0,14.44,0.0,14.13,0.0,13.361,13.408,12.436,8.69,13.635,13.476,13.44,0.026,0.033,,,0.024,0.026,0.03
J062811.33+004654.5,97.047214,0.781809,11.528,0.023,11.785,0.022,11.665,0.023,VI,CBe,,,19.022,0.03,16.38,0.003,14.5,0.0,14.9,0.0,13.99,0.0,11.528,11.579,11.714,9.098,12.499,11.785,11.665,0.023,0.022,0.223,,0.021,0.022,0.023
J062939.48+005504.4,97.41452,0.9178937,9.503,0.023,9.816,0.026,9.634,0.026,VI,CBe,,,16.941,0.009,15.16,0.005,12.42,0.0,12.83,0.0,11.97,0.0,9.503,9.553,9.488,8.783,10.501,9.816,9.634,0.023,0.02,0.034,0.351,0.024,0.026,0.026
J055111.23+311242.2,87.796799,31.211729,13.96,0.029,13.996,0.043,13.992,0.052,VI,CBe,,,16.521,0.007,15.096,0.004,14.77,0.0,14.89,0.0,14.6,0.0,13.96,14.013,12.373,8.705,14.169,13.996,13.992,0.029,0.048,,,0.028,0.043,0.052
J054725.50+211038.9,86.856256,21.177488,11.337,0.023,11.624,0.023,11.478,0.021,VI,CBe,,,18.524,0.017,15.958,0.004,14.11,0.0,14.53,0.0,13.7,0.0,11.337,11.376,11.386,8.39,12.364,11.624,11.478,0.023,0.022,0.188,,0.021,0.023,0.021
J055321.01+223039.1,88.337548,22.510868,10.346,0.023,10.883,0.021,10.565,0.019,VI,CBe,,,20.574,0.058,17.488,0.005,14.86,0.0,15.37,0.0,14.08,0.0,10.346,10.424,10.192,8.456,11.872,10.883,10.565,0.023,0.021,0.079,,0.02,0.021,0.019
J061646.97+245111.4,94.195709,24.853193,12.502,0.024,12.649,0.023,12.537,0.02,VI,CBe,,,15.983,0.005,14.326,0.003,13.68,0.0,13.83,0.0,13.43,0.0,12.502,12.511,12.095,8.432,12.813,12.649,12.537,0.024,0.027,0.364,,0.022,0.023,0.02
J055239.95+305147.0,88.166491,30.86307,13.792,0.027,13.899,0.03,13.844,0.042,VI,CBe,,,16.096,0.006,14.947,0.004,14.57,0.0,14.73,0.0,14.41,0.0,13.792,13.838,12.424,8.412,14.004,13.899,13.844,0.027,0.04,,,0.034,0.03,0.042
J054939.09+304005.5,87.412907,30.668204,13.772,0.028,13.972,0.04,13.796,0.046,VI,CBe,,,17.343,0.009,15.778,0.004,15.11,0.0,15.31,0.0,14.86,0.0,13.772,13.85,11.86,9.021,14.145,13.972,13.796,0.028,0.041,,,0.028,0.04,0.046
J055615.11+225052.1,89.062982,22.847806,12.315,0.035,12.711,0.045,12.525,0.042,VI,CBe,,,18.084,0.013,16.064,0.004,14.77,0.0,15.04,0.0,14.28,0.0,12.315,12.296,11.537,7.478,13.08,12.711,12.525,0.035,0.037,,,0.038,0.045,0.042
J060502.13+222434.4,91.258875,22.409579,13.511,0.027,13.769,0.031,13.537,0.03,VI,CBe,,,17.575,0.01,15.865,0.004,15.08,0.0,15.27,0.0,14.77,0.01,13.511,13.478,12.02,8.422,13.889,13.769,13.537,0.027,0.035,,,0.023,0.031,0.03
J060556.73+234555.8,91.4864,23.76551,13.623,0.027,13.793,0.029,13.736,0.039,VI,CBe,,,17.761,0.012,15.974,0.004,15.11,0.0,15.28,0.0,14.8,0.0,13.623,13.669,12.321,8.732,14.085,13.793,13.736,0.027,0.038,,,0.025,0.029,0.039
J055251.30+215909.3,88.213753,21.985934,12.671,0.025,12.9,0.023,12.804,0.024,VI,CBe,,,16.568,0.007,14.865,0.003,14.21,0.0,14.38,0.0,13.94,0.0,12.671,12.681,11.806,8.943,13.111,12.9,12.804,0.025,0.029,,,0.023,0.023,0.024
J054607.97+205947.9,86.533216,20.996658,13.587,0.028,13.696,0.028,13.636,0.04,VI,CBe,,,17.342,0.01,15.656,0.004,14.94,0.0,15.13,0.0,14.69,0.0,13.587,13.574,12.434,8.736,13.995,13.696,13.636,0.028,0.036,,,0.028,0.028,0.04
J055323.38+211332.6,88.347445,21.225732,13.426,0.026,13.536,0.027,13.476,0.03,VI,CBe,,,16.274,0.006,14.762,0.003,14.39,0.0,14.5,0.0,14.19,0.0,13.426,13.444,12.369,8.823,13.688,13.536,13.476,0.026,0.035,,,0.023,0.027,0.03
J055017.86+213403.3,87.574448,21.567598,13.703,0.028,13.984,0.037,13.893,0.042,VI,CBe,,,16.516,0.007,15.113,0.003,14.68,0.0,14.83,0.0,14.54,0.0,13.703,13.762,12.309,8.597,14.095,13.984,13.893,0.028,0.04,0.479,,0.031,0.037,0.042
J060535.23+223555.5,91.396803,22.598773,13.864,0.082,13.974,0.036,13.788,0.042,VI,CBe,,,17.546,0.01,15.907,0.003,15.18,0.0,15.33,0.0,14.85,0.0,13.864,13.991,12.069,8.832,14.117,13.974,13.788,0.082,0.091,,,0.031,0.036,0.042
J055739.80+233156.6,89.415872,23.532393,12.167,0.024,12.458,0.024,12.288,0.026,VI,CBe,,,17.572,0.011,15.421,0.003,14.26,0.0,14.45,0.0,13.75,0.0,12.167,12.165,12.03,8.692,12.73,12.458,12.288,0.024,0.024,0.359,,0.022,0.024,0.026
J060718.54+234837.9,91.827281,23.81055,13.553,0.03,13.766,0.038,13.702,0.037,VI,CBe,,,17.02,0.008,15.4,0.003,14.76,0.0,14.9,0.0,14.52,0.0,13.553,13.597,12.262,7.951,13.956,13.766,13.702,0.03,0.041,0.488,,0.029,0.038,0.037
J054554.11+290608.5,86.475472,29.102378,11.707,0.024,11.877,0.021,11.747,0.02,VI,CBe,,,16.02,0.007,15.229,0.015,13.0,0.0,13.18,0.0,12.73,0.0,11.707,11.747,12.427,9.047,12.114,11.877,11.747,0.024,0.022,,,0.022,0.021,0.02
J060139.33+224046.3,90.413898,22.679544,9.09,0.024,10.858,0.032,10.086,0.02,I,HAeBe,,,17.82,0.011,15.459,0.003,13.8,0.0,14.2,0.0,13.28,0.0,9.09,8.5,6.93,5.405,11.739,10.858,10.086,0.024,0.021,0.018,0.042,0.023,0.032,0.02
J053401.62+283826.9,83.50676,28.64081,10.182,0.022,12.348,0.026,11.493,0.02,II,HAeBe,,,16.968,0.008,15.142,0.004,14.32,0.0,14.47,0.0,13.9,0.0,10.182,9.462,7.436,5.18,12.949,12.348,11.493,0.022,0.023,0.017,0.028,0.024,0.026,0.02
J035509.28+522611.0,58.788701,52.436392,12.767,0.024,12.941,0.032,12.824,0.03,II,HII-region,,,16.434,0.006,15.058,0.003,14.15,0.0,14.37,0.0,13.9,0.0,12.767,12.813,12.36,9.15,13.125,12.941,12.824,0.024,0.025,,,0.026,0.032,0.03
J035357.23+522650.6,58.488464,52.447409,12.242,0.023,12.423,0.03,12.37,0.031,II,HII-region,,,15.332,0.004,13.987,0.002,13.38,0.0,13.55,0.0,13.16,0.0,12.242,12.243,12.001,8.721,12.555,12.423,12.37,0.023,0.023,0.273,,0.023,0.03,0.031
J035644.16+521853.7,59.184004,52.314944,12.747,0.023,12.966,0.033,12.885,0.03,II,HII-region,,,16.745,0.007,15.235,0.003,14.19,0.0,14.36,0.0,13.94,0.0,12.747,12.776,12.51,8.898,13.234,12.966,12.885,0.023,0.025,,,0.026,0.033,0.03
J054238.78+285256.3,85.661596,28.882318,11.73,0.024,12.177,0.023,11.95,0.022,II,HII-region,,,17.829,0.011,16.162,0.004,14.64,0.0,14.98,0.0,14.05,0.0,11.73,11.701,11.472,8.449,12.576,12.177,11.95,0.024,0.022,0.231,0.357,0.022,0.023,0.022
J054409.18+290321.0,86.038259,29.055842,13.468,0.027,13.652,0.029,13.536,0.034,II,HII-region,,,16.727,0.007,15.256,0.004,14.73,0.0,14.86,0.0,14.44,0.0,13.468,13.428,12.078,8.76,13.857,13.652,13.536,0.027,0.034,,,0.024,0.029,0.034
J054350.02+290110.4,85.958423,29.019579,13.896,0.027,14.127,0.042,13.944,0.049,II,HII-region,,,17.761,0.01,16.069,0.004,15.36,0.0,15.52,0.0,15.05,0.0,13.896,13.932,11.518,8.425,14.312,14.127,13.944,0.027,0.045,,,0.026,0.042,0.049
J054419.25+285808.2,86.080234,28.968962,13.116,0.025,13.448,0.021,13.321,0.03,II,HII-region,,,16.916,0.007,15.26,0.004,14.65,0.0,14.79,0.0,14.33,0.0,13.116,13.11,12.298,8.849,13.649,13.448,13.321,0.025,0.032,,,0.023,0.021,0.03
J035644.16+521853.7,59.184004,52.314944,12.747,0.023,12.966,0.033,12.885,0.03,II,HII-region,,,16.745,0.007,15.235,0.003,14.19,0.0,14.36,0.0,13.94,0.0,12.747,12.776,12.51,8.898,13.234,12.966,12.885,0.023,0.025,,,0.026,0.033,0.03
J035521.34+522345.9,58.838927,52.396099,12.005,0.024,12.181,0.029,12.078,0.025,II,HII-region,,,16.005,0.006,14.552,0.004,13.49,0.0,13.74,0.0,13.23,0.0,12.005,12.006,12.163,9.179,12.523,12.181,12.078,0.024,0.022,,,0.023,0.029,0.025
J064038.79+082226.8,100.16164,8.3741321,12.104,0.023,12.321,0.023,12.164,0.019,II,HII-region,,,16.359,0.007,15.367,0.006,13.62,0.0,13.87,0.0,13.42,0.0,12.104,12.102,12.363,8.794,12.618,12.321,12.164,0.023,0.024,0.513,,0.022,0.023,0.019
J063954.64+093335.8,99.977706,9.559957,10.966,0.023,11.536,0.023,11.191,0.019,II,HII-region,Star in Cluster,,20.065,0.043,17.161,0.005,14.94,0.0,15.34,0.0,14.12,0.0,10.966,10.887,10.162,7.521,12.135,11.536,11.191,0.023,0.021,0.113,0.147,0.026,0.023,0.019
J063959.52+101814.0,99.998029,10.303898,11.785,0.023,11.973,0.026,11.908,0.023,II,HII-region,,,15.988,0.009,15.547,0.015,13.0,0.0,13.16,0.0,12.78,0.0,11.785,11.786,11.751,8.259,12.167,11.973,11.908,0.023,0.023,0.294,,0.026,0.026,0.023
J064108.31+102408.1,100.28466,10.402258,8.268,0.023,9.331,0.024,8.658,0.023,II,HII-region,,,21.713,0.133,21.633,0.047,17.0,0.01,17.7,0.01,15.2,0.0,8.268,8.168,8.161,8.246,11.054,9.331,8.658,0.023,0.019,0.025,,0.022,0.024,0.023
J064456.94+102038.5,101.23725,10.344043,11.895,0.023,12.066,0.022,11.945,0.027,II,HII-region,,,16.302,0.009,14.37,0.006,13.27,0.0,13.52,0.0,13.04,0.0,11.895,11.923,11.322,8.805,12.366,12.066,11.945,0.023,0.023,0.199,,0.024,0.022,0.027
J064419.41+091835.6,101.0809,9.309909,11.828,0.024,12.114,0.023,11.919,0.023,II,HII-region,,,17.305,0.01,15.13,0.004,13.98,0.0,14.21,0.0,13.57,0.0,11.828,11.785,12.276,8.506,12.417,12.114,11.919,0.024,0.022,0.407,,0.026,0.023,0.023
J064501.81+092610.8,101.25758,9.4363599,11.389,0.022,11.427,0.023,11.405,0.025,II,HII-region,Star in Cluster,,14.959,0.007,12.989,0.001,12.29,0.0,12.65,0.0,12.19,0.0,11.389,11.395,11.333,8.442,11.656,11.427,11.405,0.022,0.021,0.253,,0.022,0.023,0.025
