VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
13640,168.843765,-61.243219,19.845,18.97,16.774,16.772,15.45,16.382,13.158,12.421,12.044,4.584,7.49,3.736,15.06,2.56,1,0,0,0
13642,168.838861,-61.249469,19.669,18.98,16.939,16.957,15.722,16.556,13.599,12.897,12.545,4.566,7.017,3.779,15.39,1.76,1,0,0,0
13643,168.838861,-61.25121,16.308,15.764,13.814,13.81,12.62,13.382,10.602,9.985,9.598,4.621,6.763,3.78,13.17,3.51,1,0,0,0
13645,168.84453,-61.24505,19.934,19.268,17.329,17.341,16.166,16.937,14.116,13.452,13.146,4.505,6.697,3.788,15.29,1.76,1,0,0,0
13647,168.830105,-61.264106,19.618,18.942,17.161,17.179,16.083,16.912,14.24,13.659,13.406,4.375,5.98,3.688,14.29,2.51,1,0,0,0
13648,168.841306,-61.25037,18.741,18.082,16.081,16.066,14.873,15.697,12.779,12.149,11.831,4.594,6.85,3.713,15.02,2.66,1,0,0,0
13649,168.843533,-61.249598,17.79,17.313,15.477,15.478,14.359,15.098,12.444,11.866,11.539,4.595,6.401,3.76,14.79,2.3,1,0,0,0
13650,168.825761,-61.273122,18.993,18.375,16.595,16.592,15.496,16.292,13.671,13.073,12.736,4.417,6.107,3.728,14.05,3.32,1,0,0,0
13651,167.844632,-62.437812,20.429,19.823,18.246,18.264,17.245,17.877,15.478,14.898,14.752,4.307,5.558,3.893,14.98,4.79,1,0,0,0
13652,168.866482,-61.223903,19.756,18.978,17.145,17.149,16.04,16.537,14.025,13.294,12.901,4.296,6.364,4.007,13.11,3.3,1,1,0,0
13653,168.835391,-61.263013,20.26,19.631,17.89,17.895,16.849,17.317,15.004,14.371,14.057,4.38,6.016,3.841,15.02,1.17,1,1,0,0
13655,168.57191,-61.585562,18.518,17.589,15.719,15.735,14.569,15.32,12.694,12.112,11.845,4.306,5.982,3.531,12.17,5.88,1,0,0,1
13657,168.871236,-61.220775,18.226,17.822,16.194,16.209,15.224,15.665,13.592,13.045,12.798,4.458,5.573,3.682,14.57,1.74,1,1,0,0
13658,168.834504,-61.266708,20.183,19.446,17.497,17.501,16.327,17.089,14.192,13.504,13.146,4.441,6.83,3.899,14.6,1.1,1,0,0,0
13659,168.850336,-61.247174,18.141,17.593,15.859,15.861,14.81,15.492,13.015,12.486,12.298,4.451,5.863,3.626,13.92,5.66,1,0,0,0
13660,168.872835,-61.219361,18.604,18.215,16.615,16.62,15.653,15.928,13.984,13.448,13.204,4.434,5.568,3.766,14.71,1.4,1,1,0,0
13661,168.867411,-61.226307,20.182,19.666,17.77,17.744,16.651,16.954,14.526,13.938,13.476,4.533,6.799,3.998,15.94,1.31,1,1,1,0
13662,168.830747,-61.272036,18.015,17.592,15.931,15.939,14.92,15.588,13.282,12.744,12.587,4.541,5.615,3.535,15.27,6.03,1,0,0,0
13663,168.898052,-61.189868,17.745,17.249,15.435,15.445,14.331,15.06,12.387,11.809,11.508,4.559,6.377,3.777,14.32,2.63,1,0,0,0
13664,168.723144,-61.406358,15.759,15.436,13.675,13.693,12.59,13.265,10.637,10.059,9.73,4.619,6.399,3.945,13.28,2.18,1,0,0,0
13665,168.853246,-61.248068,19.85,19.316,17.557,17.52,16.427,17.136,14.645,14.091,13.779,4.543,6.117,3.657,16.46,6.61,1,0,0,0
13666,168.873395,-61.226758,18.151,17.712,16.035,16.033,15.003,15.687,13.313,12.682,12.46,4.486,5.842,3.721,14.49,4.76,1,0,0,0
13667,168.844558,-61.264468,17.362,17.115,15.534,15.532,14.579,15.142,12.958,12.494,12.252,4.578,5.52,3.683,15.39,2.22,1,0,0,0
13668,168.852276,-61.255042,19.783,19.252,17.539,17.547,16.484,17.077,14.701,14.163,13.862,4.453,5.929,3.727,15.55,2.92,1,0,0,0
13669,168.852808,-61.256231,20.353,19.547,17.608,17.624,16.471,16.985,14.228,13.6,12.999,4.325,6.866,4.124,13.43,3.59,1,1,0,0
13672,168.827728,-61.289726,20.571,19.648,17.677,17.658,16.519,16.715,14.297,13.591,13.105,4.32,6.855,4.016,13.48,0.69,1,1,0,0
13673,168.569424,-61.605861,20.245,19.38,17.423,17.446,16.25,17.057,14.237,13.642,13.361,4.418,6.466,3.614,14.62,3.33,1,0,0,0
13674,168.888708,-61.215953,16.984,16.65,15.024,15.042,14.046,14.661,12.343,11.816,11.562,4.509,5.712,3.761,13.87,1.48,1,0,0,0
13675,168.93723,-61.155963,20.476,19.716,17.968,17.963,16.941,17.343,15.138,14.433,14.206,4.313,5.853,3.791,14.57,2.1,1,1,0,0
13676,168.850718,-61.265977,17.697,17.182,15.33,15.32,14.172,14.922,12.236,11.583,11.286,4.596,6.54,3.788,14.53,4.32,1,0,0,0
13677,168.889418,-61.218125,18.235,17.778,16.098,16.116,15.085,15.752,13.358,12.827,12.572,4.474,5.772,3.675,14.48,2.48,1,0,0,0
13679,168.840842,-61.28155,16.432,16.064,14.387,14.391,13.366,14.032,11.746,11.199,10.983,4.586,5.704,3.582,14.2,4.5,1,0,0,0
13680,168.843369,-61.278852,20.513,19.808,18.142,18.172,17.097,17.736,15.523,14.858,14.706,4.325,5.447,3.554,15.21,6.63,1,0,0,0
13681,168.925891,-61.176468,19.251,19.142,17.853,18.026,17.069,17.83,15.39,14.729,14.649,4.323,5.191,4.612,15.01,1.99,1,0,1,0
13682,168.852235,-61.268334,18.193,17.611,15.802,15.805,14.731,15.145,12.812,12.145,11.654,4.393,6.357,3.969,12.77,4.89,1,1,0,0
13683,168.874487,-61.240828,18.048,17.655,15.992,15.995,14.974,15.605,13.306,12.754,12.557,4.544,5.726,3.629,15.26,3.89,1,0,0,0
13684,169.259997,-60.757866,20.547,19.823,18.026,18.064,17.101,17.699,15.535,14.857,14.454,4.326,5.491,3.534,15.15,6.57,1,0,0,0
13685,168.868859,-61.253089,20.295,19.361,17.492,17.498,16.335,17.078,14.368,13.771,13.512,4.324,6.184,3.652,13.92,5.58,1,0,0,0
13686,168.846156,-61.281195,18.988,18.246,16.533,16.545,15.495,16.226,13.816,13.299,13.003,4.301,5.475,3.545,13.36,3.14,1,0,0,0
13688,169.590879,-60.332543,16.031,16.154,15.222,15.218,14.65,14.919,13.835,13.605,13.378,4.35,3.238,3.532,14.4,2.36,1,0,0,0
13689,169.143515,-60.911688,19.973,19.882,18.31,18.284,17.393,17.914,15.889,15.212,14.916,4.586,5.586,3.879,18.2,3.52,1,0,1,0
13690,168.825133,-61.311275,16.846,16.289,14.253,14.28,12.995,13.789,10.583,9.771,9.317,4.594,7.688,4.247,12.39,1.87,1,0,0,0
13691,168.873162,-61.252856,20.564,19.581,17.692,17.671,16.508,17.302,14.419,13.74,13.55,4.335,6.476,3.792,13.96,7.13,1,0,0,0
13692,168.981762,-61.11783,14.139,14.162,12.911,12.905,12.165,12.591,11.009,10.684,10.522,4.541,4.3,3.482,13.36,1.51,1,0,0,0
13693,169.228605,-60.807801,19.598,19.643,18.343,,17.507,17.986,15.709,15.31,15.277,4.471,5.481,4.545,16.81,5.83,1,0,1,0
13694,168.866428,-61.264072,15.274,15.048,13.43,13.424,12.449,13.015,10.826,10.37,10.057,4.608,5.62,3.701,13.58,3.37,1,0,0,0
13695,168.870102,-61.260035,18.07,17.577,15.782,15.778,14.705,15.424,12.915,12.368,12.075,4.558,6.086,3.635,14.92,2.29,1,0,0,0
13696,168.762363,-61.393483,18.244,17.81,15.963,16.004,14.847,15.593,12.836,12.219,11.879,4.598,6.592,3.9,15.14,1.16,1,0,0,0
13697,168.86972,-61.261449,18.086,17.667,15.909,15.916,14.858,15.576,13.105,12.563,12.333,4.599,5.957,3.609,15.68,3.4,1,0,0,0
13698,168.909226,-61.212995,19.047,18.479,16.796,16.802,15.766,16.431,13.98,13.379,13.139,4.377,5.813,3.783,14.07,4.29,1,0,0,0
13700,168.942311,-61.172076,20.27,19.52,17.687,17.673,16.586,17.316,14.599,14.011,13.728,4.364,6.226,3.765,14.48,2.97,1,0,0,0
13701,168.865909,-61.267323,19.846,19.282,17.489,17.505,16.345,17.04,14.395,13.763,13.514,4.526,6.433,3.819,15.89,6.65,1,0,0,0
13702,168.882779,-61.246873,20.254,19.397,17.534,17.506,16.359,17.143,14.427,13.85,13.581,4.359,6.19,3.605,14.32,7.24,1,0,0,0
13703,168.506258,-61.707515,15.548,15.463,14.026,14.07,13.197,13.703,11.841,11.396,11.208,4.568,4.913,3.603,14.29,1.34,1,0,0,0
13704,168.8739,-61.259646,19.463,18.822,16.892,16.894,15.73,16.543,13.785,13.224,12.895,4.564,6.481,3.609,15.79,2.77,1,0,0,0
13705,168.875976,-61.25746,20.595,19.748,17.838,17.859,16.674,17.613,14.812,14.157,13.825,4.422,6.332,3.622,15.19,5.72,1,0,0,0
13706,169.466528,-60.507082,20.074,19.494,17.922,17.945,17.027,17.603,15.55,15.057,14.753,4.313,4.975,3.526,15.31,1.06,1,0,0,0
13707,168.910223,-61.217408,20.045,19.28,17.398,17.425,16.26,17.117,14.288,13.6,13.297,4.395,6.438,3.789,14.34,4.05,1,0,0,0
13708,168.857426,-61.284528,18.224,17.826,16.166,16.159,15.141,15.617,13.417,12.833,12.555,4.497,5.876,3.781,14.72,2.55,1,1,0,0
13709,168.892451,-61.241389,18.25,17.798,16.143,16.126,15.112,15.732,13.303,12.789,12.528,4.442,5.847,3.799,14.07,3.47,1,0,0,0
13710,168.853628,-61.289535,20.442,19.862,18.044,18.061,16.932,18.12,15.192,14.6,14.417,4.528,6.048,3.543,16.85,5.3,1,0,1,0
13711,168.872466,-61.268976,19.542,18.971,17.408,17.37,16.416,17.249,14.936,14.488,14.261,4.347,5.065,3.448,15.02,6.47,1,0,0,0
13713,168.865663,-61.282431,20.686,19.98,18.235,18.199,17.202,,15.387,14.708,14.492,4.345,5.912,3.797,15.1,1.74,1,0,0,0
13714,168.58292,-61.628838,20.289,19.567,17.755,17.807,16.714,17.427,14.621,14.175,13.758,4.363,6.236,3.891,14.53,4.23,1,0,0,0
13715,168.871441,-61.276537,19.661,19.117,17.366,17.356,16.343,16.357,14.321,13.691,13.305,4.365,6.287,4.102,14.09,0.08,1,1,0,0
13716,168.84968,-61.303789,19.855,19.074,17.193,17.164,16.003,16.559,13.932,13.274,12.951,4.398,6.607,3.845,14.0,4.7,1,1,0,0
13717,168.886673,-61.260274,19.305,18.491,16.364,16.397,15.104,16.002,12.819,12.137,11.816,4.554,7.275,3.753,14.45,2.84,1,0,0,0
13719,168.731914,-61.453049,20.838,19.949,18.053,18.067,16.934,17.636,14.933,14.349,14.047,4.372,6.318,3.697,14.88,1.66,1,0,0,0
13720,168.882807,-61.2675,19.739,19.073,17.41,17.396,16.433,16.794,14.771,14.162,13.89,4.299,5.47,3.707,14.21,1.36,1,1,0,0
13721,168.892669,-61.256128,20.794,19.919,17.912,17.914,16.681,17.485,14.597,13.897,13.532,4.488,6.902,3.756,15.51,3.65,1,0,0,0
13722,168.900661,-61.251135,18.121,17.463,15.498,15.494,14.309,15.075,12.319,11.665,11.4,4.576,6.659,3.657,14.38,3.76,1,0,0,0
13723,168.704962,-61.499536,20.36,19.831,18.338,18.364,17.422,18.005,15.94,15.199,14.851,4.299,5.232,3.943,15.29,5.91,1,0,0,0
13724,169.284244,-60.775385,16.868,16.529,15.139,15.122,14.301,14.804,13.054,12.728,12.569,4.382,4.377,3.281,13.73,4.36,1,0,0,0
13725,168.777253,-61.411433,17.539,17.205,15.501,15.531,14.459,15.145,12.643,12.06,11.792,4.596,6.098,3.835,15.07,2.51,1,0,0,0
13726,168.776365,-61.414008,20.045,19.491,17.573,17.577,16.332,17.184,14.047,13.284,12.923,4.584,7.314,4.153,15.89,4.18,1,0,0,0
13728,168.93253,-61.22684,17.967,17.245,15.263,15.27,14.035,14.858,11.858,11.149,10.808,4.504,7.044,3.866,12.9,3.63,1,0,0,0
13731,168.929402,-61.236765,20.563,19.361,16.884,16.888,15.377,16.46,12.716,11.889,11.445,4.553,8.444,3.764,13.98,3.48,1,0,0,0
13732,168.80277,-61.394091,19.867,18.844,16.714,16.766,15.431,16.327,13.075,12.299,11.914,4.382,7.357,3.895,12.73,2.23,1,0,0,0
13735,168.895565,-61.291836,20.001,19.435,17.862,17.869,16.916,17.543,15.348,14.864,14.921,4.343,5.118,3.527,15.4,5.62,1,0,0,0
13736,168.047693,-62.309883,20.14,19.024,16.75,16.787,15.394,16.336,12.995,12.289,11.955,4.51,7.584,3.646,14.07,5.34,1,0,0,0
13738,168.539357,-61.7314,18.117,17.683,15.877,15.91,14.836,15.512,12.989,12.421,12.203,4.592,6.134,3.678,15.42,4.29,1,0,0,0
13739,168.895142,-61.298953,19.155,18.542,16.457,16.433,15.132,15.973,12.703,11.918,11.525,4.629,7.728,4.094,15.02,4.61,1,0,0,0
13740,168.918078,-61.27168,19.38,18.718,16.773,16.797,15.599,16.418,13.428,12.767,12.443,4.497,6.888,3.887,14.46,2.26,1,0,0,0
13741,168.948896,-61.240391,19.954,19.127,17.175,17.22,15.976,16.842,13.89,13.198,12.905,4.392,6.693,3.788,13.87,3.5,1,0,0,0
13742,168.7731,-61.457926,20.426,19.551,17.661,17.678,16.547,17.312,14.562,14.038,13.708,4.344,6.174,3.632,14.32,2.23,1,0,0,0
13743,168.808303,-61.415292,19.722,19.257,17.488,17.518,16.393,17.138,14.379,13.658,13.382,4.497,6.568,4.078,15.41,2.63,1,0,0,0
13744,168.783605,-61.448494,18.093,17.629,15.816,15.833,14.712,15.446,12.67,12.049,11.751,4.561,6.568,3.925,14.54,3.3,1,0,0,0
13746,168.971517,-61.224525,18.029,17.178,15.033,14.986,13.656,14.523,11.283,10.548,10.121,4.581,7.671,3.865,13.07,6.59,1,0,0,0
13747,169.261281,-60.863993,15.646,15.34,13.946,13.956,13.103,13.604,11.885,11.541,11.326,4.39,4.417,3.324,12.59,3.34,1,0,0,0
13752,168.8402,-61.406249,18.972,18.433,16.77,16.773,15.738,16.404,13.993,13.505,13.244,4.405,5.685,3.676,14.46,4.04,1,0,0,0
13753,169.185548,-60.980004,17.7,17.394,16.042,16.062,15.271,15.69,14.005,13.625,13.455,4.333,4.319,3.468,14.17,1.13,1,0,0,0
13754,168.960384,-61.264953,19.503,18.606,16.542,16.548,15.291,16.143,13.138,12.407,12.14,4.447,6.978,3.699,13.63,6.23,1,0,0,0
13756,168.800435,-61.466341,18.714,18.274,16.82,16.853,15.936,16.5,14.502,13.992,13.837,4.317,4.818,3.622,14.34,3.35,1,0,0,0
13757,168.892724,-61.353691,20.319,19.817,18.26,18.243,17.32,17.904,15.838,15.141,14.789,4.385,5.428,3.814,15.94,3.69,1,0,0,0
13759,169.022156,-61.196084,19.425,18.862,17.188,17.172,16.194,16.84,14.513,14.064,13.88,4.395,5.468,3.527,14.99,4.41,1,0,0,0
13760,168.65099,-61.654062,19.948,19.34,17.771,17.76,16.827,17.401,15.369,14.785,14.714,4.323,5.046,3.513,15.18,5.29,1,0,0,0
13761,168.940863,-61.299268,19.284,18.544,16.455,16.437,15.15,15.976,12.772,12.033,11.628,4.578,7.569,3.979,14.52,3.12,1,0,0,0
13762,168.701615,-61.593997,20.08,19.379,17.555,17.587,16.526,17.192,14.714,14.069,13.859,4.383,5.953,3.652,14.82,1.74,1,0,0,0
13763,168.697353,-61.599687,20.347,19.537,17.729,17.742,16.682,17.352,14.879,14.249,14.036,4.331,5.847,3.628,14.54,1.63,1,0,0,0
13764,168.658968,-61.647997,16.346,16.091,14.722,14.734,13.876,14.4,12.527,12.175,11.975,4.406,4.617,3.516,13.33,3.95,1,0,0,0
13765,168.918911,-61.330502,16.351,15.423,13.115,13.109,11.7,12.603,9.018,8.19,7.617,4.548,8.415,4.098,10.1,3.48,1,0,0,1
13767,169.022921,-61.203747,19.303,18.727,17.087,17.074,16.101,16.762,14.261,13.567,13.28,4.298,5.834,4.084,13.51,2.06,1,0,0,0
13770,168.889391,-61.375875,18.522,17.969,16.159,16.188,15.065,15.79,13.261,12.759,12.517,4.568,6.04,3.527,15.47,4.71,1,0,0,0
13772,168.967405,-61.28196,19.851,19.187,17.32,17.43,16.282,16.905,14.35,13.667,13.344,4.374,6.244,3.831,14.24,1.61,1,0,0,0
13773,167.85683,-62.601218,20.308,19.516,17.769,17.777,16.705,17.428,14.963,14.45,14.141,4.316,5.635,3.561,14.6,3.38,1,0,0,0
13774,169.392557,-60.749171,19.689,18.922,17.129,17.123,16.108,16.798,14.321,13.841,13.553,4.321,5.639,3.522,14.04,1.13,1,0,0,0
13776,168.971162,-61.287513,20.451,19.718,17.9,17.888,16.786,17.594,14.936,14.339,14.024,4.436,6.174,3.674,15.53,3.4,1,0,0,0
13777,168.332703,-62.060697,19.947,18.994,16.82,16.822,15.498,16.388,13.296,12.59,12.27,4.537,7.255,3.625,14.73,4.32,1,0,0,0
13779,168.915578,-61.358738,16.828,16.514,14.96,14.983,14.007,14.603,12.47,11.941,11.73,4.498,5.393,3.648,13.95,3.79,1,0,0,0
13780,168.61968,-61.720335,16.798,16.402,14.94,14.977,14.071,14.625,12.653,12.258,12.048,4.355,4.754,3.503,12.92,1.87,1,0,0,0
13783,169.132436,-61.091937,20.653,19.898,18.163,18.18,17.201,17.727,15.654,15.027,14.638,4.312,5.386,3.517,15.21,4.42,1,0,0,0
13784,167.833935,-62.642363,19.441,19.003,17.539,17.429,16.664,17.107,15.424,14.856,14.596,4.336,4.664,3.46,15.4,7.11,1,0,0,0
13790,169.018413,-61.253157,18.188,17.563,15.691,15.687,14.562,15.309,12.693,12.154,11.882,4.55,6.244,3.545,14.62,3.9,1,0,0,0
13792,168.69678,-61.653536,19.637,18.891,17.119,17.15,16.041,16.739,14.23,13.674,13.411,4.354,5.846,3.619,14.14,3.45,1,0,0,0
13793,168.640417,-61.724665,19.021,18.219,16.092,16.128,14.869,15.698,12.827,12.151,11.863,4.591,6.882,3.535,15.03,2.94,1,0,0,0
13795,167.602679,-62.926751,14.263,14.421,13.56,13.543,12.982,12.882,12.175,11.834,11.597,4.316,3.278,3.908,12.32,7.29,1,1,0,0
13796,168.877944,-61.438767,18.813,18.176,16.429,16.421,15.368,16.064,13.513,12.997,12.648,4.37,5.927,3.736,13.54,2.63,1,0,0,0
13797,168.667164,-61.699332,18.48,17.922,16.261,16.295,15.292,15.921,13.683,13.264,13.006,4.39,5.308,3.452,14.16,2.24,1,0,0,0
13798,168.893694,-61.426815,19.617,18.803,17.046,17.079,16.0,16.711,14.204,13.713,13.405,4.304,5.653,3.581,13.75,2.19,1,0,0,0
13799,169.011747,-61.281113,18.736,18.06,16.159,16.152,15.024,15.788,13.154,12.586,12.287,4.495,6.274,3.554,14.41,2.29,1,0,0,0
13800,169.288575,-60.932992,20.045,19.601,18.065,18.037,17.185,17.771,15.788,15.226,14.848,4.348,5.02,3.63,15.74,2.49,1,0,0,0
13801,168.994371,-61.307252,20.465,19.354,17.27,17.271,16.021,16.843,13.951,13.215,12.832,4.341,6.788,3.664,13.39,6.16,1,0,0,0
13804,168.820105,-61.543713,19.716,18.883,16.819,16.843,15.586,16.417,13.333,12.691,12.374,4.492,7.07,3.743,14.33,5.32,1,0,0,0
13805,169.108148,-61.18769,18.274,17.765,16.074,16.081,15.076,15.736,13.414,12.934,12.642,4.429,5.582,3.573,14.15,1.45,1,0,0,0
13806,169.535677,-60.641343,20.83,19.765,17.802,17.801,16.646,17.411,14.723,14.09,13.784,4.343,6.259,3.545,14.4,2.73,1,0,0,0
13807,169.09528,-61.205516,18.916,18.417,16.747,16.758,15.782,16.404,14.152,13.596,13.401,4.407,5.488,3.597,14.66,2.03,1,0,0,0
13808,168.669732,-61.736468,20.354,19.69,18.032,18.067,17.122,17.677,15.525,15.01,14.568,4.299,5.278,3.642,15.03,1.59,1,0,0,0
13811,169.267947,-61.000269,18.869,18.469,16.931,16.761,15.991,16.589,14.153,13.691,13.441,4.366,5.577,3.989,14.25,5.56,1,0,0,0
13813,169.585947,-60.594488,17.573,17.7,16.78,16.769,16.222,16.488,15.362,15.061,14.853,4.328,3.298,3.729,15.67,1.0,1,0,0,0
13814,169.14413,-61.162206,19.289,18.717,17.026,17.026,16.037,16.692,14.377,13.853,13.544,4.364,5.525,3.62,14.44,1.37,1,0,0,0
13816,169.373378,-60.879211,19.641,19.042,17.396,17.394,16.418,17.067,14.552,14.085,13.791,4.307,5.625,3.868,14.11,1.03,1,0,0,0
13820,168.245441,-62.262591,18.721,17.618,15.41,15.461,14.099,15.015,11.768,11.029,10.652,4.371,7.307,3.723,11.39,1.86,1,0,0,1
13831,168.641756,-61.826579,20.39,19.639,17.974,17.986,17.047,17.575,15.579,14.92,15.085,4.325,5.101,3.405,15.4,7.59,1,0,0,0
13834,169.234739,-61.098959,16.783,16.658,15.225,15.213,14.347,14.886,12.944,12.563,12.345,4.578,4.968,3.575,15.55,2.62,1,0,0,0
13838,168.782772,-61.683309,20.003,18.117,15.304,15.361,13.721,14.861,10.804,9.934,9.469,4.321,8.782,3.588,9.63,1.28,1,0,0,1
13840,169.128065,-61.261258,20.356,19.691,18.039,18.044,17.138,17.694,16.001,15.243,14.99,4.337,4.801,3.208,15.87,7.03,1,0,0,0
13841,167.788692,-62.850103,19.964,19.382,17.856,17.853,16.952,17.505,15.524,15.06,14.963,4.303,4.778,3.428,15.31,2.5,1,0,0,0
13846,169.405507,-60.920247,20.53,19.98,18.287,18.278,17.439,17.942,15.592,15.104,14.968,4.329,5.484,3.798,15.41,4.89,1,0,0,0
13847,169.520391,-60.773138,18.784,18.256,16.679,16.68,15.748,16.336,14.17,13.791,13.481,4.341,5.094,3.531,14.22,3.06,1,0,0,0
13852,168.418682,-62.161791,19.564,18.898,17.283,17.292,16.296,16.888,14.779,14.361,14.137,4.319,5.036,3.368,14.67,4.53,1,0,0,0
13853,169.137778,-61.287957,19.895,19.021,17.087,17.097,15.931,16.713,14.002,13.417,13.235,4.39,6.2,3.483,14.23,7.81,1,0,0,0
13857,169.767917,-60.487766,21.189,19.946,17.774,17.781,16.388,17.281,13.629,12.516,12.039,4.323,8.422,4.526,12.17,6.18,1,0,0,0
13859,168.78258,-61.748011,19.769,19.087,17.244,17.309,16.154,16.937,14.259,13.71,13.387,4.41,6.141,3.662,14.62,1.43,1,0,0,0
13860,169.209003,-61.220618,18.474,17.525,15.23,15.258,13.842,14.774,11.259,10.491,10.115,4.594,8.053,3.87,13.14,5.67,1,0,0,0
13861,169.007184,-61.473171,19.001,18.217,16.291,16.368,15.201,15.976,13.133,12.549,12.252,4.368,6.36,3.732,13.04,1.88,1,0,0,0
13862,168.76347,-61.773016,19.876,18.744,16.538,16.552,15.214,16.119,12.936,12.279,11.898,4.418,7.221,3.602,13.11,3.76,1,0,0,0
13863,169.054463,-61.419404,19.908,19.372,17.905,17.926,16.952,17.555,15.551,15.031,14.944,4.345,4.922,3.53,15.6,7.31,1,0,0,0
13865,169.252894,-61.178141,17.382,16.934,15.349,15.359,14.448,15.023,12.898,12.458,12.225,4.385,5.132,3.535,13.33,0.8,1,0,0,0
13868,168.662492,-61.918936,17.608,17.159,15.685,15.753,14.847,15.418,13.44,13.043,12.885,4.327,4.631,3.436,13.5,3.1,1,0,0,0
13869,169.117437,-61.362249,15.032,15.017,14.027,14.032,13.423,13.78,12.451,12.148,12.011,4.297,3.428,3.655,12.52,1.17,1,0,0,0
13870,169.27542,-61.165888,20.474,19.594,17.78,17.778,16.681,17.462,14.769,14.21,13.979,4.325,5.98,3.649,14.41,4.04,1,0,0,0
13871,169.339678,-61.087388,18.918,18.514,17.04,17.031,16.149,16.724,14.649,14.165,13.953,4.339,4.978,3.699,14.63,1.64,1,0,0,0
13872,169.019083,-61.490656,17.876,17.256,15.551,15.582,14.535,15.184,12.736,12.246,11.958,4.356,5.686,3.673,12.73,2.58,1,0,0,0
13873,169.2643,-61.18995,18.259,18.133,16.574,16.555,15.613,16.297,14.023,13.51,13.272,4.627,5.557,3.793,17.01,2.71,1,0,0,0
13876,169.289094,-61.187833,20.029,19.585,17.981,17.978,17.083,17.649,15.413,15.018,14.78,4.384,5.282,3.648,15.82,1.18,1,0,0,0
13878,169.502551,-60.918922,16.196,15.875,14.413,14.42,13.566,14.067,12.171,11.764,11.54,4.392,4.783,3.525,12.76,0.78,1,0,0,0
13881,169.445163,-61.001587,15.939,16.132,15.242,15.24,14.681,14.98,13.835,13.63,13.431,4.367,3.234,3.638,14.59,2.44,1,0,0,0
13884,169.2852,-61.219771,17.483,17.251,15.864,15.857,15.019,15.539,13.611,13.125,12.976,4.405,4.839,3.707,14.26,3.08,1,0,0,0
13885,169.444357,-61.017618,15.936,15.731,14.244,14.25,13.365,13.891,11.851,11.437,11.193,4.515,5.163,3.662,13.63,1.55,1,0,0,0
13886,168.982077,-61.600417,20.021,18.472,15.86,15.902,14.336,15.415,11.61,10.791,10.364,4.392,8.41,3.624,11.19,2.39,1,0,0,1
13887,169.103162,-61.450597,19.558,19.083,17.279,17.305,16.191,16.919,14.264,13.627,13.295,4.541,6.42,3.877,15.89,1.46,1,0,0,0
13888,169.205301,-61.32471,19.641,18.614,16.511,16.511,15.269,16.115,13.235,12.647,12.395,4.444,6.625,3.402,13.92,5.7,1,0,0,0
13890,169.393841,-61.089533,15.828,15.973,15.022,15.008,14.435,14.754,13.55,13.283,13.102,4.368,3.394,3.634,14.25,1.69,1,0,0,0
13892,169.282414,-61.241901,16.289,16.188,14.789,14.782,13.947,14.469,12.585,12.172,12.005,4.557,4.855,3.578,14.95,2.82,1,0,0,0
13893,169.042524,-61.542696,20.106,19.316,17.28,17.298,16.038,16.861,13.846,13.315,12.946,4.527,6.925,3.677,15.33,5.61,1,0,0,0
13894,169.030557,-61.560133,20.001,19.312,17.592,17.61,16.544,17.242,14.663,14.16,13.868,4.327,5.814,3.755,14.35,3.24,1,0,0,0
13896,169.495666,-60.977709,19.529,19.506,18.287,18.237,17.57,17.923,15.779,15.438,14.952,4.303,5.089,4.91,15.32,3.0,1,0,1,0
13898,169.423881,-61.071884,14.854,14.889,13.779,13.771,13.107,13.491,12.075,11.752,11.582,4.399,3.85,3.578,12.96,1.41,1,0,0,0
13900,169.090417,-61.496045,19.985,19.217,17.539,17.55,16.512,17.179,14.732,14.289,13.999,4.297,5.497,3.611,14.29,5.08,1,0,0,0
13902,169.17074,-61.405819,17.453,16.431,14.203,14.199,12.798,13.689,10.467,9.746,9.351,4.545,7.611,3.671,11.9,7.3,1,0,0,1
13904,169.556605,-60.922508,20.421,19.913,18.302,18.228,17.364,17.819,15.676,15.196,14.778,4.357,5.491,3.809,15.64,0.84,1,0,0,0
13906,169.130824,-61.471457,18.409,18.354,17.248,17.239,16.596,16.961,15.666,15.148,14.994,4.324,3.747,3.637,15.75,4.17,1,0,0,0
13907,169.205123,-61.384604,18.387,17.274,15.074,15.07,13.775,14.632,11.616,11.026,10.68,4.419,6.927,3.438,11.96,4.16,1,0,0,1
13908,169.158746,-61.445236,18.289,17.535,15.609,15.612,14.457,15.219,12.614,12.049,11.812,4.494,6.215,3.437,13.92,5.4,1,0,0,0
13909,168.646878,-62.07015,20.64,19.955,18.255,18.271,17.271,17.928,15.7,15.092,14.955,4.4,5.485,3.512,16.1,2.9,1,0,0,0
13910,168.955384,-61.700657,19.63,18.739,16.632,16.682,15.415,16.258,13.204,12.578,12.223,4.467,6.994,3.679,13.94,1.31,1,0,0,0
13911,168.951628,-61.705391,14.4,14.41,13.392,13.414,12.736,13.116,11.821,11.528,11.356,4.343,3.506,3.515,12.27,3.78,1,0,0,0
13912,168.955166,-61.701771,18.533,17.707,15.553,15.597,14.32,15.153,12.165,11.46,11.134,4.55,7.099,3.643,13.78,1.18,1,0,0,0
