VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
435,154.575104,-56.928216,19.938,18.741,16.506,16.513,15.175,16.106,12.876,12.268,11.911,4.386,7.146,3.522,12.82,6.14,1,0,0,0
438,154.065831,-57.345872,19.382,18.392,16.311,16.331,15.076,15.91,12.815,12.089,11.764,4.354,7.005,3.798,12.36,2.91,1,0,0,0
439,154.317469,-57.143224,15.579,15.025,13.172,13.16,12.125,12.762,10.237,9.715,9.405,4.507,6.159,3.636,11.66,0.82,1,0,0,1
440,154.062075,-57.349902,19.314,18.115,15.748,15.76,14.311,15.284,11.562,10.759,10.276,4.393,8.28,3.972,11.09,2.38,1,0,0,1
441,154.351907,-57.117539,19.566,18.712,16.755,16.745,15.611,16.373,13.601,13.042,12.745,4.379,6.336,3.582,13.66,3.03,1,0,0,0
442,154.105214,-57.319323,18.335,17.508,15.466,15.462,14.267,15.046,12.236,11.608,11.284,4.479,6.694,3.578,13.18,1.72,1,0,0,0
444,154.072129,-57.348754,16.588,15.619,13.41,13.438,12.131,12.934,9.722,9.025,8.567,4.423,7.475,3.836,9.8,1.52,1,0,0,1
445,154.12942,-57.309836,20.192,19.216,17.077,17.048,15.815,16.647,13.638,12.959,12.621,4.439,7.02,3.618,14.06,2.05,1,0,0,0
446,154.091076,-57.342143,20.043,18.985,16.839,16.849,15.546,16.418,13.284,12.576,12.227,4.396,7.16,3.706,13.2,3.4,1,0,0,0
448,154.145949,-57.301797,18.76,17.94,15.948,15.955,14.761,15.556,12.718,12.114,11.799,4.442,6.598,3.618,13.3,2.72,1,0,0,0
449,154.102605,-57.340907,20.23,19.347,17.332,17.335,16.145,16.937,14.028,13.391,13.033,4.382,6.694,3.716,13.95,1.08,1,0,0,0
452,154.184267,-57.280869,18.726,17.895,16.043,16.041,14.942,15.653,12.966,12.44,12.16,4.33,6.063,3.634,12.65,5.6,1,0,0,0
454,154.369215,-57.135414,18.902,18.357,16.684,16.691,15.709,16.328,13.964,13.532,13.235,4.377,5.545,3.643,14.21,2.7,1,0,0,0
455,152.923824,-58.269983,19.716,18.608,16.458,16.465,15.266,16.042,13.066,12.46,12.138,4.326,6.705,3.551,12.55,2.24,1,0,0,0
458,153.625639,-57.743983,20.079,19.63,18.155,18.056,17.249,17.737,15.563,15.062,14.945,4.303,5.206,3.94,15.17,2.7,1,0,0,0
459,152.553464,-58.560949,20.596,19.869,18.132,18.15,17.152,17.759,15.435,14.831,14.489,4.301,5.586,3.672,14.87,1.22,1,0,0,0
460,154.18051,-57.305656,17.765,17.182,15.344,15.34,14.251,14.944,12.336,11.779,11.499,4.495,6.249,3.675,13.59,2.44,1,0,0,0
461,154.431001,-57.106228,19.892,18.995,17.118,17.124,16.013,16.761,14.129,13.548,13.327,4.317,5.969,3.545,13.69,4.49,1,0,0,0
464,154.339749,-57.189198,16.576,16.226,14.612,14.603,13.662,14.253,12.027,11.59,11.363,4.517,5.466,3.582,13.79,3.05,1,0,0,0
466,154.196397,-57.306134,18.913,18.095,16.237,16.237,15.139,15.843,13.142,12.557,12.272,4.322,6.155,3.721,12.68,3.3,1,0,0,0
468,154.297088,-57.234113,16.712,15.919,13.841,13.835,12.646,13.416,10.633,10.032,9.718,4.549,6.699,3.51,12.41,1.08,1,0,0,1
473,154.161618,-57.350899,16.96,16.343,14.498,14.505,13.402,14.114,11.446,10.82,10.53,4.445,6.343,3.775,12.08,1.96,1,0,0,0
474,153.176978,-58.124855,15.151,15.089,13.753,13.755,13.022,13.433,11.706,11.351,11.174,4.48,4.538,3.6,13.28,1.33,1,0,0,0
476,152.606138,-58.556127,13.284,13.375,12.399,12.383,11.854,12.114,10.68,10.497,10.225,4.308,3.637,4.082,10.8,5.74,1,0,0,1
477,154.370499,-57.185882,19.154,18.626,16.833,16.857,15.804,16.486,13.998,13.377,13.109,4.46,6.054,3.721,14.85,1.64,1,0,0,0
484,153.300427,-58.056471,19.252,19.269,17.989,18.009,17.29,17.657,16.085,15.566,15.573,4.469,4.431,3.711,17.49,1.65,1,0,1,0
487,154.311909,-57.267923,20.441,19.373,17.137,17.107,15.816,16.711,13.58,12.901,12.6,4.531,7.265,3.525,15.0,5.2,1,0,0,0
488,154.504002,-57.113635,20.718,19.588,17.503,17.484,16.266,17.02,14.211,13.586,13.3,4.357,6.581,3.488,13.99,4.32,1,0,0,0
489,154.998316,-56.705074,20.074,18.462,15.828,15.865,14.252,15.111,11.334,10.41,9.782,4.301,8.845,3.915,9.8,7.06,1,1,0,1
491,153.646799,-57.805674,14.923,14.886,13.773,13.784,13.144,13.48,12.098,11.693,11.527,4.323,3.794,3.722,12.22,1.65,1,0,0,0
492,154.39588,-57.207533,20.128,19.665,18.117,18.114,17.261,17.786,15.736,15.346,15.028,4.34,4.953,3.565,15.79,0.59,1,0,0,0
494,154.311978,-57.280938,20.443,19.563,17.36,17.35,16.052,16.952,13.872,13.234,12.923,4.591,7.159,3.53,16.05,3.93,1,0,0,0
495,154.04713,-57.495002,20.626,18.877,16.027,16.029,14.379,15.531,11.361,10.466,10.02,4.463,9.257,3.638,11.45,4.67,1,0,0,1
497,153.941495,-57.582941,20.191,18.886,16.504,16.508,15.13,16.048,12.607,11.869,11.486,4.364,7.703,3.663,12.11,2.54,1,0,0,1
502,153.575451,-57.885491,20.789,19.953,18.08,18.222,16.958,17.72,14.846,14.265,13.86,4.324,6.423,3.881,14.29,2.05,1,0,0,0
505,154.431165,-57.207291,18.643,18.021,16.305,16.303,15.319,15.96,13.564,13.052,12.77,4.344,5.607,3.652,13.45,0.57,1,0,0,0
506,154.263101,-57.343816,19.215,18.453,16.712,16.706,15.659,16.361,13.811,13.257,13.015,4.308,5.759,3.674,13.34,5.69,1,0,0,0
507,154.482896,-57.169397,19.923,18.85,16.671,16.691,15.431,16.3,13.146,12.449,12.145,4.383,7.084,3.656,13.0,4.39,1,0,0,0
508,153.212112,-58.174156,15.339,15.319,14.307,14.245,13.633,13.978,12.614,12.284,12.124,4.317,3.657,3.725,12.77,3.96,1,0,0,0
510,154.49239,-57.168414,16.3,15.794,14.022,14.048,13.011,13.684,11.22,10.701,10.45,4.489,5.899,3.611,12.52,1.67,1,0,0,0
511,154.339708,-57.293184,17.499,16.884,15.144,15.139,14.123,14.793,12.353,11.896,11.62,4.398,5.683,3.549,12.79,3.35,1,0,0,0
512,154.447352,-57.205823,16.057,15.761,14.253,14.253,13.371,13.915,11.804,11.36,11.17,4.45,5.176,3.655,12.88,4.18,1,0,0,0
514,154.497103,-57.1666,20.178,19.386,17.546,17.533,16.462,17.197,14.58,14.012,13.788,4.352,5.982,3.602,14.46,3.29,1,0,0,0
518,154.294998,-57.339855,16.288,15.854,14.089,14.093,13.043,13.714,11.239,10.711,10.434,4.576,6.038,3.667,13.49,1.59,1,0,0,0
519,154.435058,-57.229086,20.154,19.727,18.227,18.198,17.362,17.912,15.973,15.291,15.367,4.336,4.938,3.646,15.85,5.45,1,0,0,0
520,154.462775,-57.207253,17.74,17.177,15.385,15.385,14.345,15.011,12.536,11.988,11.753,4.467,5.963,3.606,13.56,2.74,1,0,0,0
522,154.433514,-57.232009,19.508,18.701,16.862,16.859,15.783,16.495,13.883,13.281,13.026,4.321,5.999,3.661,13.44,3.47,1,0,0,0
526,153.965455,-57.640055,20.871,19.505,16.97,17.022,15.478,16.533,12.485,11.653,11.143,4.403,8.814,3.99,11.99,3.13,1,0,0,0
527,154.132453,-57.507269,19.341,19.336,18.177,18.135,17.489,17.951,16.386,15.872,15.345,4.356,4.335,4.079,16.47,4.08,1,0,1,0
529,153.261713,-58.190124,13.522,13.87,13.063,13.042,12.565,12.804,11.821,11.618,11.493,4.418,3.028,3.618,13.14,0.95,1,0,0,0
532,154.61685,-57.117047,20.503,19.275,16.971,16.963,15.591,16.559,13.27,12.624,12.279,4.461,7.408,3.513,13.89,4.59,1,0,0,0
534,154.617328,-57.118181,20.544,19.248,17.001,16.999,15.64,16.593,13.438,12.735,12.404,4.37,7.111,3.484,13.18,6.04,1,0,0,0
539,154.5159,-57.217256,18.177,17.512,15.739,15.722,14.681,15.358,12.783,12.225,11.887,4.35,5.999,3.783,12.58,1.31,1,0,0,0
540,154.355254,-57.352313,20.602,19.698,17.771,17.768,16.558,17.362,14.377,13.756,13.441,4.388,6.741,3.822,14.36,7.09,1,0,0,0
543,154.010466,-57.630008,18.979,17.697,15.214,15.226,13.755,14.724,11.038,10.244,9.841,4.476,8.342,3.74,11.5,5.03,1,0,0,1
544,154.464878,-57.265795,14.808,14.555,12.911,12.911,12.032,12.542,10.351,9.837,9.619,4.548,5.589,3.734,12.37,2.71,1,0,0,0
545,154.315748,-57.387167,19.795,19.523,18.107,18.074,17.353,17.722,16.171,15.529,15.335,4.354,4.563,3.594,16.26,1.43,1,0,0,0
549,153.358606,-58.154676,14.839,14.825,13.686,13.665,13.024,13.385,11.979,11.656,11.519,4.388,3.827,3.503,12.78,1.13,1,0,0,0
550,154.502376,-57.25557,18.267,17.829,16.258,16.249,15.337,15.919,13.771,13.23,13.026,4.37,5.245,3.673,13.96,1.74,1,0,0,0
551,153.809891,-57.813788,20.305,19.598,17.681,17.677,16.613,17.317,14.574,14.007,13.609,4.399,6.4,3.78,14.73,0.93,1,0,0,0
554,154.608995,-57.188638,19.454,18.24,15.939,15.942,14.598,15.518,12.368,11.709,11.371,4.423,7.191,3.434,12.65,3.02,1,0,0,0
555,153.84482,-57.806036,18.319,18.66,17.56,17.518,16.966,17.293,15.797,15.174,15.315,4.551,4.293,4.174,18.09,2.7,1,0,1,0
559,154.177204,-57.54657,17.558,16.161,13.57,13.571,12.095,13.049,9.327,8.474,7.953,4.404,8.544,3.787,8.89,0.54,1,0,0,1
566,153.903259,-57.782786,17.673,17.647,16.507,,15.969,,15.11,14.841,14.693,4.353,3.307,3.157,15.77,1.4,1,0,0,0
569,153.063665,-58.440738,12.926,13.09,12.037,11.962,11.353,11.645,10.216,9.884,9.702,4.462,4.095,3.887,11.66,2.39,1,0,0,0
570,154.323507,-57.45799,13.179,13.229,12.107,12.137,11.499,11.827,10.419,10.13,9.959,4.389,3.804,3.61,11.24,0.23,1,0,0,1
571,154.816087,-57.057331,20.712,19.954,18.269,18.28,17.247,17.875,15.716,15.197,14.932,4.346,5.317,3.397,15.7,4.36,1,0,0,0
576,154.39353,-57.422575,21.26,19.941,17.528,17.52,16.087,17.087,13.337,12.503,12.096,4.469,8.389,3.893,13.64,4.83,1,0,0,0
577,154.498524,-57.338577,18.342,17.899,16.334,16.35,15.404,15.986,13.852,13.292,13.063,4.366,5.272,3.7,13.96,3.57,1,0,0,0
585,153.229488,-58.357676,13.267,13.461,12.561,12.545,12.011,12.294,11.158,10.904,10.762,4.366,3.256,3.658,11.89,0.95,1,0,0,1
586,153.674503,-58.01674,20.211,19.566,17.617,,16.489,,14.862,14.23,13.986,4.577,6.02,3.321,17.12,6.1,1,0,0,0
589,153.839411,-57.891843,19.924,19.424,17.783,17.786,16.802,17.442,14.9,14.3,14.013,4.343,5.897,4.067,14.61,0.63,1,0,0,0
590,153.991901,-57.774774,20.839,19.4,16.817,16.832,15.371,16.37,12.566,11.769,11.307,4.404,8.453,3.745,12.23,2.0,1,0,0,0
591,153.657277,-58.038228,17.667,16.966,15.179,15.162,14.111,14.695,12.075,11.446,11.066,4.309,6.248,4.011,11.37,0.56,1,0,0,1
593,154.037322,-57.748389,20.321,19.089,16.502,16.507,14.973,16.017,12.006,11.162,10.649,4.561,9.017,3.925,13.2,3.46,1,0,0,0
594,154.604528,-57.294,18.938,18.341,16.728,16.731,15.806,16.366,14.266,13.85,13.541,4.311,5.031,3.481,14.05,1.31,1,0,0,0
599,153.599152,-58.103921,12.558,13.064,12.473,12.486,12.134,12.278,11.686,11.559,11.532,4.389,2.189,3.36,12.98,0.93,1,0,0,0
600,154.449729,-57.434221,16.56,15.969,14.2,14.207,13.201,13.827,11.399,10.911,10.643,4.414,5.777,3.587,11.96,1.88,1,0,0,1
602,154.588874,-57.323592,18.875,18.361,16.819,16.795,15.872,16.45,14.205,13.738,13.475,4.315,5.262,3.771,13.92,2.41,1,0,0,0
606,154.695001,-57.258446,19.804,19.452,18.07,18.079,17.228,17.728,15.846,15.227,14.946,4.303,4.856,3.906,15.38,2.06,1,0,0,0
608,154.697911,-57.25738,12.971,13.284,12.619,12.619,12.192,12.415,11.627,11.482,11.435,4.33,2.393,3.375,12.32,2.39,1,0,0,0
609,154.604105,-57.341917,17.572,17.256,15.762,15.771,14.873,15.417,13.263,12.854,12.578,4.4,5.184,3.765,13.81,2.61,1,0,0,0
618,153.965277,-57.880013,19.223,18.448,16.479,16.498,15.398,15.728,13.297,12.595,12.142,4.337,6.618,3.943,12.69,3.35,1,1,0,0
623,154.667434,-57.326905,16.167,15.782,14.316,14.302,13.453,13.962,12.033,11.641,11.427,4.366,4.763,3.494,12.4,1.8,1,0,0,0
624,154.500081,-57.475714,19.981,19.11,17.07,17.065,15.924,16.662,13.7,13.06,12.687,4.371,6.811,3.816,13.47,0.63,1,0,0,0
629,153.991136,-57.891843,15.364,15.09,13.691,13.685,12.939,13.259,11.399,10.978,10.7,4.316,4.791,3.928,11.22,1.24,1,0,0,1
631,154.311868,-57.640916,20.012,19.023,16.998,17.034,15.926,16.657,13.867,13.246,12.994,4.302,6.259,3.586,13.23,3.71,1,0,0,0
634,154.993357,-57.093702,17.435,16.385,14.339,14.36,13.127,13.908,11.127,10.594,10.302,4.355,6.342,3.397,11.02,5.2,1,0,0,1
635,154.651957,-57.381013,17.67,17.18,15.597,15.603,14.69,15.233,13.001,12.541,12.261,4.333,5.3,3.749,12.87,0.97,1,0,0,0
639,154.130527,-57.805189,19.199,18.916,17.317,17.664,16.582,17.388,15.246,14.763,14.509,4.446,4.778,3.382,16.36,6.58,1,0,0,0
640,154.361661,-57.621996,19.281,18.035,15.729,15.755,14.42,15.324,12.066,11.39,11.033,4.358,7.265,3.554,11.67,1.9,1,0,0,1
642,153.682726,-58.163418,14.52,14.669,13.691,13.67,13.109,13.401,12.178,11.948,11.792,4.39,3.441,3.569,13.13,1.08,1,0,0,0
644,153.470225,-58.330724,16.377,16.32,15.213,15.221,14.563,14.936,13.446,13.093,12.951,4.322,3.836,3.731,13.6,0.78,1,0,0,0
645,153.953543,-57.958205,15.34,15.307,14.25,14.252,13.635,13.958,12.516,12.252,12.084,4.313,3.675,3.713,12.69,2.1,1,0,0,0
646,154.065886,-57.871428,19.846,19.109,17.303,17.33,16.273,16.946,14.321,13.763,13.403,4.31,6.0,3.806,13.76,0.45,1,0,0,0
652,154.279794,-57.714497,18.753,17.661,15.535,15.53,14.328,15.117,12.162,11.505,11.227,4.336,6.706,3.557,11.71,4.55,1,0,0,1
656,153.35683,-58.445164,20.063,19.981,18.56,18.595,17.75,18.145,16.146,15.434,15.564,4.458,5.379,4.208,17.05,4.39,1,0,1,0
657,154.470233,-57.571705,20.894,19.994,18.056,18.064,16.926,17.644,15.006,14.354,14.096,4.333,6.199,3.596,14.61,2.25,1,0,0,0
660,154.368381,-57.661891,17.922,17.085,15.247,15.26,14.218,14.875,12.291,11.766,11.501,4.298,5.839,3.604,11.76,3.82,1,0,0,1
661,154.795405,-57.319378,20.255,19.468,17.518,17.505,16.363,17.13,14.24,13.62,13.292,4.426,6.673,3.788,14.61,2.34,1,0,0,0
662,153.684693,-58.208395,14.636,14.66,13.439,13.434,12.737,13.12,11.534,11.194,11.016,4.462,4.27,3.644,12.97,0.57,1,0,0,0
663,153.265169,-58.529844,20.472,19.981,18.463,18.472,17.579,18.104,16.201,15.432,15.147,4.3,5.059,3.766,15.62,6.0,1,0,0,0
664,153.37978,-58.443408,19.202,19.09,17.792,17.849,17.087,17.695,15.665,15.169,15.084,4.356,4.589,3.972,15.88,0.97,1,0,1,0
668,153.807664,-58.120019,17.813,17.539,16.147,16.139,15.313,15.818,13.856,13.322,13.125,4.348,4.888,3.865,13.89,1.98,1,0,0,0
669,154.475055,-57.594976,19.101,18.21,16.216,16.243,15.068,15.818,12.879,12.268,11.922,4.341,6.637,3.787,12.44,1.98,1,0,0,0
673,154.594269,-57.519065,17.316,16.888,15.224,15.22,14.26,14.841,12.459,11.981,11.75,4.464,5.729,3.719,13.55,5.43,1,0,0,0
675,154.944959,-57.234448,13.092,13.301,12.477,12.469,12.011,12.216,11.263,11.069,11.009,4.339,2.825,3.441,11.92,2.12,1,0,0,1
676,154.130404,-57.896023,20.128,19.275,17.065,17.042,15.828,16.382,13.65,13.007,12.633,4.564,7.13,3.58,15.47,0.43,1,1,0,0
677,154.660946,-57.473119,20.391,19.852,18.025,18.026,16.953,17.719,14.857,14.229,13.816,4.454,6.603,4.054,15.46,0.67,1,0,0,0
682,153.926755,-58.080432,14.798,14.725,13.562,13.58,12.924,13.282,11.834,11.533,11.373,4.348,3.797,3.511,12.28,0.22,1,0,0,0
685,154.295695,-57.799253,20.666,19.402,16.88,16.903,15.432,16.432,12.761,11.987,11.536,4.51,8.334,3.701,13.6,0.94,1,0,0,0
686,154.315844,-57.783824,20.792,19.606,17.318,17.3,16.0,16.735,13.446,12.751,12.376,4.384,7.635,3.781,13.17,4.42,1,0,0,0
689,155.713382,-56.628398,19.563,18.507,16.506,16.529,15.336,16.12,13.262,12.715,12.404,4.298,6.307,3.536,12.62,4.48,1,0,0,0
693,154.756131,-57.442888,16.969,16.591,14.896,14.821,13.787,14.277,11.642,11.001,10.571,4.485,6.731,4.336,12.48,4.33,1,1,0,0
697,153.757066,-58.242492,14.558,14.586,13.589,13.595,13.022,13.312,12.088,11.784,11.656,4.312,3.371,3.611,12.29,0.72,1,0,0,0
698,153.547297,-58.40546,17.194,16.597,14.856,14.843,13.83,14.463,11.932,11.336,11.097,4.374,5.982,3.819,11.96,4.42,1,0,0,0
699,153.724527,-58.27695,14.24,14.285,13.331,13.327,12.774,13.068,11.924,11.621,11.471,4.299,3.217,3.592,12.04,1.58,1,0,0,0
700,153.696263,-58.302747,20.969,19.894,17.628,17.644,16.293,17.188,13.889,13.08,12.714,4.481,7.7,3.792,14.49,3.05,1,0,0,0
702,154.839282,-57.406169,20.13,19.111,17.064,17.079,15.865,16.626,13.478,12.775,12.418,4.3,7.019,3.956,12.53,3.41,1,0,0,0
703,154.050586,-58.043467,16.838,16.58,15.317,15.338,14.601,15.024,13.317,12.95,12.775,4.297,4.173,3.651,13.19,1.0,1,0,0,0
704,154.080994,-58.023277,19.858,19.158,17.419,17.429,16.431,17.005,14.584,14.048,13.794,4.307,5.69,3.722,14.11,1.36,1,0,0,0
705,154.013785,-58.076306,13.895,13.941,12.987,13.0,12.444,12.734,11.518,11.283,11.189,4.311,3.206,3.522,11.82,2.6,1,0,0,1
706,153.790807,-58.255442,15.104,15.302,14.299,14.301,13.708,14.011,12.744,12.458,12.236,4.409,3.651,3.774,13.75,2.18,1,0,0,0
707,154.769764,-57.476991,17.72,17.193,15.487,15.514,14.464,15.12,12.524,11.966,11.682,4.391,6.038,3.918,12.7,3.04,1,0,0,0
708,154.224633,-57.917252,14.975,14.257,12.236,12.251,11.081,11.762,8.968,8.297,7.94,4.488,6.844,3.769,9.91,0.28,1,0,0,1
714,154.07273,-58.057783,19.525,18.378,15.955,15.974,14.58,15.514,11.966,11.177,10.785,4.5,8.106,3.754,12.73,2.45,1,0,0,0
715,154.131948,-58.015074,17.072,16.517,14.901,14.915,13.962,14.545,12.244,11.761,11.524,4.332,5.374,3.691,12.11,3.2,1,0,0,0
721,154.321226,-57.891802,13.43,13.727,12.95,12.959,12.504,12.708,11.723,11.546,11.433,4.347,2.865,3.709,12.41,1.01,1,0,0,0
722,154.269986,-57.932818,15.041,14.673,13.131,13.131,12.235,12.785,10.707,10.273,10.019,4.411,5.129,3.597,11.38,0.81,1,0,0,1
724,153.990057,-58.156718,14.794,14.27,12.475,12.432,11.404,12.034,9.516,8.969,8.667,4.509,6.19,3.722,10.92,1.75,1,0,0,1
725,154.073987,-58.095813,19.257,18.245,16.207,16.21,15.04,15.555,13.13,12.515,12.154,4.321,6.257,3.475,12.63,3.16,1,1,0,0
727,154.743591,-57.563038,18.141,16.967,14.809,14.81,13.553,14.373,11.439,10.785,10.431,4.314,6.703,3.505,10.77,1.86,1,0,0,1
729,154.01369,-58.154888,17.497,16.921,15.342,15.34,14.427,15.005,12.837,12.363,12.2,4.319,5.064,3.526,12.7,7.58,1,0,0,0
730,154.652394,-57.648914,15.518,15.031,13.369,13.388,12.437,13.016,10.752,10.291,10.013,4.392,5.452,3.628,11.15,0.48,1,0,0,1
731,154.184663,-58.024991,18.911,19.008,17.724,17.746,17.033,17.395,15.874,15.36,15.099,4.54,4.469,3.723,18.02,2.88,1,0,1,0
733,154.110979,-58.086531,18.925,17.914,15.582,15.585,14.26,15.15,11.808,11.13,10.774,4.564,7.67,3.65,13.52,2.43,1,0,0,0
735,154.616591,-57.685203,20.808,19.354,16.875,16.882,15.468,16.453,12.918,12.221,11.84,4.383,7.797,3.531,12.65,3.61,1,0,0,0
736,154.587508,-57.711922,21.072,19.556,17.03,17.043,15.63,16.605,12.98,12.212,11.831,4.374,8.016,3.619,12.52,3.81,1,0,0,0
741,154.737608,-57.609681,19.108,17.983,15.888,15.883,14.633,15.45,12.418,11.762,11.416,4.303,6.787,3.654,11.62,3.57,1,0,0,1
744,154.674429,-57.662766,20.516,19.702,17.642,17.627,16.496,17.243,14.345,13.493,13.2,4.405,6.98,3.902,14.26,7.76,1,0,0,0
745,155.7002,-56.806953,17.184,17.407,16.509,16.524,16.036,16.226,15.198,14.753,14.533,4.32,3.329,4.115,15.3,6.86,1,0,0,0
746,155.609318,-56.884998,20.118,19.985,18.326,18.327,17.419,17.988,15.856,15.296,14.942,4.605,5.578,3.72,18.51,3.14,1,0,1,0
747,154.209539,-58.037668,18.892,18.066,16.157,16.166,15.022,15.746,12.921,12.329,11.963,4.336,6.444,3.81,12.48,1.83,1,0,0,0
752,154.007215,-58.203348,16.148,16.008,14.666,14.663,13.9,14.341,12.561,12.155,11.935,4.408,4.607,3.707,13.32,0.17,1,0,0,0
753,153.94424,-58.255107,15.376,15.473,14.353,14.347,13.687,14.052,12.517,12.211,12.024,4.438,4.087,3.771,13.74,1.11,1,0,0,0
754,154.663159,-57.687067,19.946,18.518,15.966,15.988,14.496,15.514,11.577,10.757,10.23,4.348,8.603,3.909,10.62,1.9,1,0,0,1
756,154.164596,-58.089099,16.634,16.232,14.541,14.549,13.593,14.171,11.91,11.458,11.235,4.512,5.57,3.546,13.6,2.28,1,0,0,0
757,154.628338,-57.719258,21.155,19.786,17.283,17.317,15.861,16.854,13.15,12.348,11.901,4.414,8.273,3.76,12.94,1.04,1,0,0,0
758,154.067962,-58.166451,17.438,16.937,15.18,15.169,14.143,14.786,12.227,11.711,11.425,4.48,6.102,3.761,13.37,3.95,1,0,0,0
759,153.962586,-58.249827,19.554,18.766,16.861,16.855,15.706,16.48,13.479,12.829,12.432,4.339,6.747,4.028,12.92,1.55,1,0,0,0
766,153.993896,-58.250469,18.086,17.408,15.651,15.649,14.612,15.294,12.606,12.011,11.69,4.313,6.09,3.955,12.02,1.21,1,0,0,0
767,154.262787,-58.044204,17.009,16.732,15.476,15.429,14.661,15.089,13.385,12.991,12.743,4.304,4.346,3.712,13.23,4.41,1,0,0,0
769,154.836208,-57.590086,19.477,18.028,15.587,15.584,14.152,15.113,11.411,10.643,10.24,4.315,8.045,3.763,10.38,7.82,1,0,0,1
770,153.980673,-58.275556,17.31,16.972,15.499,15.505,14.667,15.168,13.183,12.762,12.5,4.356,4.879,3.671,13.37,0.22,1,0,0,0
771,153.773854,-58.436114,19.562,18.642,16.681,16.649,15.471,16.276,13.453,12.859,12.539,4.363,6.445,3.608,13.29,4.89,1,0,0,0
773,154.073126,-58.226461,18.89,18.091,16.145,16.196,15.06,15.807,12.849,12.16,11.825,4.326,6.643,3.976,12.2,2.24,1,0,0,0
774,154.292799,-58.05962,19.038,19.135,17.88,17.883,17.256,17.467,16.209,15.807,15.41,4.499,4.122,3.548,18.01,3.61,1,1,1,0
776,154.251039,-58.094167,18.905,18.738,17.499,17.492,16.784,17.165,15.589,15.123,14.914,4.323,4.22,3.739,15.58,1.04,1,0,0,0
777,154.255328,-58.091476,19.133,19.294,18.002,18.009,17.216,17.687,15.864,15.479,14.932,4.598,4.987,4.104,18.5,4.3,1,0,1,0
781,153.946467,-58.342882,16.579,16.185,14.679,14.662,13.8,14.328,12.313,11.831,11.605,4.361,5.0,3.639,12.5,1.23,1,0,0,0
783,154.206069,-58.148413,18.978,18.417,16.687,16.689,15.708,16.348,13.912,13.417,13.12,4.386,5.724,3.681,14.17,0.65,1,0,0,0
785,155.829318,-56.813315,20.842,19.67,17.274,17.267,15.92,16.842,13.442,12.685,12.357,4.497,7.806,3.636,14.29,3.71,1,0,0,0
788,154.600266,-57.85274,18.585,17.768,15.741,15.739,14.53,15.342,12.253,11.568,11.187,4.407,7.063,3.914,12.28,1.22,1,0,0,0
790,154.411425,-58.005265,14.858,14.996,14.038,14.038,13.469,13.766,12.545,12.238,12.117,4.357,3.427,3.703,13.13,1.2,1,0,0,0
795,154.212243,-58.175009,18.72,18.08,16.269,16.272,15.217,15.895,13.23,12.687,12.347,4.38,6.175,3.822,13.28,1.15,1,0,0,0
801,154.263046,-58.14844,16.119,15.534,13.572,13.534,12.396,12.922,10.288,9.595,9.134,4.533,6.983,3.957,11.61,6.54,1,1,0,1
804,155.787749,-56.901896,20.232,18.764,16.224,16.18,14.771,15.735,12.239,11.465,11.047,4.4,7.99,3.533,12.03,1.08,1,0,0,1
805,154.187272,-58.229009,17.057,16.573,14.872,14.737,13.73,14.339,11.509,10.712,10.336,4.367,6.857,4.541,11.01,4.22,1,0,0,0
807,154.294329,-58.148276,16.093,15.904,14.66,14.657,13.937,14.354,12.693,12.316,12.167,4.333,4.181,3.629,12.87,2.06,1,0,0,0
811,154.524861,-57.973929,20.14,19.252,17.132,17.128,15.859,16.718,13.459,12.695,12.284,4.435,7.493,3.97,13.61,1.01,1,0,0,0
812,154.85133,-57.710147,14.508,14.528,13.484,13.488,13.033,13.421,12.255,11.97,11.894,4.308,2.992,3.214,12.56,5.28,1,0,0,0
813,155.977,-56.767621,19.853,19.677,17.974,17.979,17.029,17.615,15.44,14.882,14.528,4.612,5.69,3.693,18.15,3.64,1,0,1,0
816,154.560255,-57.959203,18.266,18.045,16.664,16.66,16.033,16.643,14.827,14.376,14.281,4.334,4.151,3.471,15.0,6.04,1,0,0,0
820,155.517793,-57.181637,17.049,17.179,16.204,16.178,15.677,15.869,14.857,14.343,14.094,4.319,3.502,3.967,14.84,6.51,1,0,0,0
822,154.24108,-58.228715,18.121,17.57,15.806,15.829,14.799,15.424,12.936,12.365,12.12,4.418,5.962,3.745,13.42,2.52,1,0,0,0
823,154.273333,-58.205711,17.235,17.004,15.516,15.528,14.655,15.18,13.088,12.632,12.395,4.448,5.201,3.783,14.09,0.55,1,0,0,0
824,154.242706,-58.230525,17.15,16.508,14.689,14.713,13.652,14.311,11.724,11.223,10.911,4.401,6.033,3.678,12.07,2.53,1,0,0,0
825,154.240329,-58.233824,17.899,17.425,15.672,15.705,14.683,15.312,12.769,12.259,11.948,4.448,6.017,3.812,13.57,0.89,1,0,0,0
826,154.872859,-57.727208,20.965,19.586,16.803,16.781,15.177,16.298,11.861,10.934,10.344,4.547,9.839,4.045,12.62,4.88,1,0,0,0
827,154.113943,-58.335587,14.277,14.135,12.671,12.652,11.817,12.316,10.394,9.938,9.682,4.528,5.079,3.684,12.3,1.21,1,0,0,0
