_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
145.3535,-53.8789722,Ruprecht 79,522,11.387,0.013,0.17,0.019,0.197,0.057,,,,,,,,,,,,,,,,,B,false,11.75,0.0,,,,,,,,,10.61,10.687,10.725,8.827,10.77,10.682,10.59,0.022,0.018,0.096,,0.024,0.022,0.021
145.3542083,-53.8109444,Ruprecht 79,255,13.717,0.022,0.478,0.032,0.482,0.061,,,,,,,,,,,,,,,,,B,false,14.17,0.0,14.12,0.0,,,13.36,0.01,12.89,0.0,11.833,11.692,9.37,6.646,12.3,12.139,12.057,0.023,0.021,0.05,0.056,0.024,0.028,0.03
145.3543333,-53.9106944,Ruprecht 79,621,15.73,0.04,0.499,0.057,0.678,0.076,,,,,,,,,,,,,,,,,Be?,true,16.43,0.01,16.17,0.0,15.09,0.01,15.24,0.0,14.81,0.01,13.51,14.148,12.079,9.183,14.024,13.632,13.56,0.029,0.036,,,0.033,0.022,0.042
145.3555,-53.8193611,Ruprecht 79,279,15.961,0.046,0.748,0.068,0.784,0.081,,,,,,,,,,,,,,,,,O,false,17.32,0.01,16.62,0.0,,,15.43,0.01,14.79,0.01,13.314,13.466,11.699,8.919,13.861,13.462,13.315,0.025,0.024,0.365,,0.035,0.035,0.047
145.3580833,-53.8595556,Ruprecht 79,442,12.014,0.021,0.683,0.03,0.793,0.059,,,,,,,,,,,,,,,,,O,false,13.63,0.0,,,,,,,,,9.357,9.438,9.328,9.101,10.024,9.556,9.422,0.025,0.024,0.035,,0.026,0.023,0.021
145.3605,-53.7988889,Ruprecht 79,213,15.835,0.045,0.904,0.069,1.019,0.078,,,,,,,,,,,,,,,,,O,false,17.65,0.01,16.61,0.0,,,15.1,0.01,14.27,0.01,12.067,12.135,12.038,9.377,12.916,12.338,12.129,0.025,0.025,,,0.03,0.029,0.031
145.3616667,-53.7097222,Ruprecht 79,4,15.496,0.043,1.137,0.068,1.183,0.075,,,,,,,,,,,,,,,,,O,false,18.16,0.02,16.48,0.0,14.32,0.01,14.63,0.0,13.78,0.01,10.878,10.943,10.99,9.238,12.015,11.305,11.012,0.023,0.021,0.123,,0.021,0.021,0.021
145.364,-53.8551667,Ruprecht 79,422,16.146,0.047,0.698,0.07,0.855,0.083,,,,,,,,,,,,,,,,,O,false,17.46,0.01,16.77,0.0,,,15.54,0.01,14.86,0.01,13.113,13.217,12.757,9.274,13.901,13.399,13.277,0.024,0.024,,,0.03,0.033,0.037
145.36525,-53.8136111,Ruprecht 79,265,15.957,0.048,1.135,0.077,1.271,0.079,,,,,,,,,,,,,,,,,O,false,19.35,0.04,17.03,0.0,,,15.04,0.01,14.07,0.01,11.178,11.258,10.693,8.85,12.41,11.572,11.323,0.023,0.02,0.112,0.311,0.032,0.031,0.029
145.3654583,-53.8978333,Ruprecht 79,587,12.357,0.015,0.221,0.022,0.307,0.057,,,,,,,,,,,,,,,,,B,false,12.55,0.0,,,12.08,0.0,,,,,11.393,11.454,12.179,9.35,11.626,11.471,11.433,0.024,0.023,,,0.023,0.022,0.023
145.3671667,-53.8336111,Ruprecht 79,340,14.312,0.05,1.947,0.078,1.923,0.075,,,,,,,,,,,,,,,,,O,false,19.3,0.05,15.79,0.0,,,12.82,0.01,,,6.416,6.497,6.37,6.112,8.378,7.188,6.653,0.083,0.023,0.016,0.05,0.037,0.033,0.021
145.36825,-53.7095833,Ruprecht 79,3,15.789,0.049,1.274,0.08,1.216,0.08,,,,,,,,,,,,,,,,,O,false,18.82,0.03,16.84,0.0,14.54,0.01,14.96,0.01,14.01,0.01,10.919,11.001,10.996,9.08,12.153,11.416,11.125,0.023,0.021,0.144,,0.024,0.024,0.023
145.371375,-53.8465833,Ruprecht 79,390,12.573,0.018,0.45,0.025,0.488,0.058,,,,,,,,,,,,,,,,,B,false,12.95,0.0,12.94,0.0,,,,,,,10.795,10.805,10.947,9.28,11.153,11.01,10.915,0.022,0.021,0.108,,0.022,0.023,0.024
145.376125,-53.81975,Ruprecht 79,282,12.457,0.028,1.066,0.041,1.096,0.062,,,,,,,,,,,,,,,,,O,false,15.08,0.0,13.39,0.0,11.4,0.0,,,,,8.339,8.439,8.291,8.381,9.383,8.717,8.493,0.022,0.02,0.028,0.225,0.024,0.036,0.023
145.3820417,-53.8039167,Ruprecht 79,229,14.489,0.035,1.149,0.054,1.236,0.067,,,,,,,,,,,,,,,,,O,false,17.75,0.02,15.5,0.0,13.28,0.01,13.59,0.01,12.65,0.0,9.869,9.973,9.892,9.217,11.02,10.242,9.969,0.023,0.02,0.058,,0.022,0.022,0.019
145.3825417,-53.9314722,Ruprecht 79,687,15.261,0.041,1.16,0.065,1.182,0.072,,,,,,,,,,,,,,,,,O,true,18.3,0.02,16.24,0.0,14.1,0.0,14.4,0.0,13.57,0.01,10.826,10.93,10.818,9.121,11.965,11.197,10.948,0.024,0.022,0.095,,0.026,0.022,0.019
145.384,-53.90975,Ruprecht 79,619,14.718,0.026,0.28,0.037,0.245,0.066,,,,,,,,,,,,,,,,,B,true,15.31,0.0,14.96,0.0,14.47,0.0,14.46,0.0,14.22,0.01,13.539,13.69,12.236,9.356,13.761,13.612,13.61,0.062,0.059,0.379,,0.027,0.039,0.043
145.3928333,-53.8865,Ruprecht 79,543,15.106,0.04,1.127,0.061,1.185,0.071,,,,,,,,,,,,,,,,,O,false,17.54,0.01,16.09,0.0,13.93,0.01,14.23,0.01,13.23,0.01,10.536,10.508,10.679,9.014,11.597,10.977,10.718,0.025,0.022,0.076,,0.024,0.029,0.024
145.3940417,-53.8104167,Ruprecht 79,254,15.455,0.043,1.123,0.067,1.13,0.075,,,,,,,,,,,,,,,,,O,false,18.31,0.02,16.42,0.01,14.38,0.0,14.64,0.0,13.86,0.01,10.991,11.15,11.411,9.412,12.254,11.544,11.281,0.02,0.019,0.171,,0.033,0.025,0.024
145.3955833,-53.9230556,Ruprecht 79,661,14.885,0.028,0.445,0.041,0.491,0.067,,,,,,,,,,,,,,,,,B,false,15.55,0.0,15.29,0.0,14.36,0.01,14.44,0.01,14.01,0.01,13.144,13.237,12.51,9.231,13.546,13.282,13.177,0.035,0.035,,,0.03,0.033,0.03
156.6532083,-57.5891389,IC 2581,120,14.602,0.054,0.447,0.079,0.634,0.092,,,,,,,,,,,,,,,,,O,false,15.35,0.01,15.11,0.01,13.96,0.01,,,13.84,0.01,12.566,12.777,10.187,5.433,13.093,12.734,12.692,0.042,0.096,,,0.032,0.032,0.039
156.6899167,-57.6185,IC 2581,173,14.054,0.042,0.297,0.059,0.32,0.078,,,,,,,,,,,,,,,,,B,false,14.25,0.0,14.35,0.0,13.63,0.0,13.8,0.0,13.51,0.01,12.929,13.569,9.904,6.496,13.085,12.923,12.906,0.048,0.244,,,0.027,0.031,0.033
156.6979167,-57.5288333,IC 2581,14,13.956,0.041,0.369,0.059,0.555,0.073,,,,,,,,,,,,,,,,,O,true,,,,,13.37,0.0,13.58,0.0,13.24,0.0,12.33,12.542,11.946,8.768,12.744,12.473,12.353,0.028,0.034,,,0.032,0.034,0.033
156.7074167,-57.6515278,IC 2581,232,14.872,0.067,1.136,0.11,1.094,0.095,,,,,,,,,,,,,,,,,O,false,17.91,0.01,15.83,0.01,13.74,0.0,14.15,0.01,13.37,0.01,10.783,10.905,10.028,6.36,11.831,11.08,10.872,0.025,0.026,,,0.024,0.024,0.023
156.7105833,-57.7284167,IC 2581,351,11.429,0.037,0.963,0.054,1.088,0.059,,,,,,,,,,,,,,,,,O,false,14.09,0.0,,,,,,,,,7.415,7.62,7.799,8.372,8.609,7.823,7.627,0.027,0.02,0.054,,0.02,0.026,0.029
156.720125,-57.6981111,IC 2581,303,14.598,0.053,0.501,0.077,0.511,0.093,,,,,,,,,,,,,,,,,O,false,15.57,0.0,15.03,0.0,14.05,0.0,14.25,0.0,13.78,0.01,12.532,12.674,9.632,8.012,12.939,12.686,12.556,0.043,0.074,,,0.022,0.027,0.029
156.7209583,-57.6476111,IC 2581,226,15.348,0.071,0.555,0.105,0.666,0.113,,,,,,,,,,,,,,,,,O,true,16.1,0.01,15.83,0.0,14.6,0.0,14.89,0.0,14.41,0.0,13.196,13.373,9.962,6.862,13.708,13.265,13.148,0.056,0.139,,,0.027,0.03,0.034
156.727875,-57.6841944,IC 2581,276,12.387,0.024,0.026,0.034,0.138,0.056,,,,,,,,,,,,,,,,,B,false,12.24,0.0,,,12.22,0.0,,,12.24,0.01,12.147,12.269,10.453,7.985,12.118,12.093,12.061,0.028,0.045,,,0.022,0.025,0.021
156.7294583,-57.7143333,IC 2581,332,11.95,0.031,0.611,0.045,0.775,0.057,,,,,,,,,,,,,,,,,O,false,13.25,0.0,,,,,,,,,9.339,9.431,10.167,8.334,10.097,9.561,9.433,0.023,0.021,0.23,,0.024,0.024,0.023
156.7415,-57.5633333,IC 2581,69,13.031,0.035,0.533,0.052,0.762,0.064,,,,,,,,,,,,,,,,,O,false,,,,,12.24,0.0,12.55,0.0,12.07,0.01,10.637,10.671,10.411,8.574,11.288,10.851,10.696,0.025,0.025,0.383,,0.022,0.022,0.021
156.7498333,-57.6550556,IC 2581,238,15.057,0.067,0.637,0.101,0.778,0.105,,,,,,,,,,,,,,,,,O,false,16.69,0.01,15.73,0.01,14.3,0.01,14.64,0.01,14.12,0.01,12.487,12.596,10.532,5.994,13.225,12.653,12.543,0.039,0.059,0.406,0.171,0.027,0.025,0.029
156.75825,-57.6971667,IC 2581,299,13.056,0.038,0.75,0.057,0.897,0.064,,,,,,,,,,,,,,,,,O,false,14.82,0.0,13.75,0.0,12.13,0.0,12.47,0.0,11.88,0.0,9.996,10.088,11.04,8.452,10.859,10.229,10.068,0.023,0.022,0.259,,0.024,0.024,0.023
156.7625417,-57.5245833,IC 2581,10,12.731,0.028,0.292,0.04,0.435,0.059,,,,,,,,,,,,,,,,,Be?,false,,,,,12.26,0.0,12.44,0.0,12.17,0.0,11.506,11.573,10.775,7.897,11.8,11.586,11.485,0.027,0.032,,,0.024,0.026,0.023
156.7631667,-57.7326944,IC 2581,362,14.769,0.058,0.427,0.082,0.61,0.094,,,,,,,,,,,,,,,,,O,false,15.2,0.0,15.21,0.0,14.14,0.0,14.41,0.0,14.0,0.01,13.055,13.499,9.234,6.672,13.464,13.026,12.997,0.057,0.111,0.089,0.083,0.026,0.028,0.037
156.7672917,-57.6299722,IC 2581,194,12.462,0.027,0.33,0.039,0.376,0.058,,,,,,,,,,,,,,,,,O,false,,,,,11.99,0.0,,,,,11.286,11.272,9.878,6.777,11.47,11.337,11.305,0.026,0.029,,0.183,0.021,0.022,0.021
156.7745417,-57.7403889,IC 2581,373,13.979,0.041,0.353,0.059,0.422,0.076,,,,,,,,,,,,,,,,,O,false,14.32,0.0,14.34,0.0,13.5,0.0,13.72,0.0,13.4,0.0,12.706,12.942,10.034,7.482,13.051,12.768,12.741,0.044,0.083,0.097,0.216,0.026,0.025,0.029
156.7796667,-57.7061944,IC 2581,317,14.514,0.053,0.455,0.075,0.435,0.09,,,,,,,,,,,,,,,,,O,false,15.11,0.0,14.87,0.0,13.99,0.0,14.23,0.0,13.85,0.01,12.517,12.635,11.202,8.311,13.168,12.841,12.735,0.032,0.041,,,0.027,0.03,0.035
156.78125,-57.5880278,IC 2581,117,12.918,0.037,0.771,0.055,0.911,0.064,,,,,,,,,,,,,,,,,O,false,,,,,11.97,0.0,12.31,0.0,,,9.849,9.981,10.807,8.283,10.669,10.049,9.905,0.023,0.022,,,0.022,0.022,0.021
156.7845833,-57.6180556,IC 2581,172,14.461,0.061,1.088,0.096,1.291,0.085,,,,,,,,,,,,,,,,,O,false,17.64,0.01,15.49,0.0,13.13,0.0,13.57,0.0,12.66,0.01,9.743,9.856,9.434,8.095,10.965,10.131,9.837,0.024,0.026,,,0.024,0.024,0.021
156.7846667,-57.5709444,IC 2581,86,11.071,0.031,0.723,0.046,0.865,0.056,,,,,,,,,,,,,,,,,O,false,13.19,0.0,,,,,,,,,8.17,8.285,8.339,8.677,9.017,8.412,8.249,0.023,0.021,0.091,0.529,0.029,0.038,0.029
156.7855833,-57.5482222,IC 2581,43,15.415,0.077,0.63,0.112,0.664,0.122,,,,,,,,,,,,,,,,,O,true,,,,,14.76,0.0,15.0,0.0,14.55,0.01,13.496,13.878,11.145,8.587,,,,0.078,0.117,,,,,
156.7879583,-57.7156944,IC 2581,337,14.035,0.042,0.33,0.059,0.519,0.076,,,,,,,,,,,,,,,,,O,false,14.39,0.0,14.38,0.0,13.45,0.0,13.73,0.0,13.39,0.01,12.458,12.416,10.984,8.432,12.901,12.601,12.534,0.034,0.044,,,0.026,0.027,0.03
156.7892917,-57.7090833,IC 2581,323,12.799,0.029,0.291,0.041,0.437,0.06,,,,,,,,,,,,,,,,,Be?,false,13.0,0.0,,,12.31,0.0,12.55,0.0,12.27,0.01,11.45,11.546,11.214,8.177,11.908,11.654,11.618,0.025,0.028,,,0.024,0.025,0.027
156.790625,-57.5634167,IC 2581,70,15.276,0.074,0.752,0.115,0.95,0.11,,,,,,,,,,,,,,,,,O,false,17.33,0.01,16.01,0.01,14.27,0.0,14.68,0.01,14.04,0.01,11.963,12.067,8.109,5.926,12.932,12.324,12.112,0.028,0.033,0.044,0.051,0.024,0.022,0.024
156.794625,-57.7232778,IC 2581,346,13.687,0.039,0.349,0.057,0.46,0.073,,,,,,,,,,,,,,,,,O,false,14.01,0.0,14.05,0.0,13.11,0.0,13.37,0.0,13.06,0.0,12.178,12.181,9.776,7.446,12.629,12.338,12.275,0.03,0.033,0.235,,0.024,0.03,0.026
156.7965,-57.5735278,IC 2581,89,13.715,0.043,0.678,0.065,0.826,0.071,,,,,,,,,,,,,,,,,O,false,15.42,0.01,14.38,0.0,12.82,0.0,13.22,0.01,12.63,0.0,10.834,10.948,10.122,8.818,11.649,11.033,10.877,0.025,0.025,,,0.024,0.028,0.023
156.79675,-57.5853333,IC 2581,110,14.344,0.051,0.713,0.077,0.936,0.082,,,,,,,,,,,,,,,,,O,false,16.27,0.01,15.05,0.0,13.36,0.0,,,13.19,0.0,11.446,11.57,10.769,8.007,12.249,11.581,11.459,0.024,0.028,,,0.024,0.024,0.023
156.8057083,-57.6229167,IC 2581,182,13.264,0.033,0.325,0.047,0.426,0.064,,,,,,,,,,,,,,,,,O,false,13.72,0.0,13.58,0.0,12.76,0.0,12.97,0.0,12.65,0.01,11.896,11.957,9.414,6.506,12.225,11.968,11.951,0.039,0.063,,,0.029,0.025,0.037
156.8100417,-57.7260556,IC 2581,348,15.521,0.076,0.604,0.114,0.669,0.124,,,,,,,,,,,,,,,,,O,false,16.84,0.01,16.11,0.0,14.75,0.0,15.1,0.0,14.65,0.01,13.233,13.356,9.712,7.541,13.885,13.461,13.332,0.035,0.036,0.213,,0.021,0.03,0.039
156.8100833,-57.7320556,IC 2581,361,13.925,0.048,0.907,0.075,1.055,0.074,,,,,,,,,,,,,,,,,O,false,16.05,0.01,14.75,0.0,12.83,0.0,13.21,0.0,12.47,0.0,10.268,10.334,10.787,8.811,11.185,10.51,10.331,0.023,0.022,,,0.022,0.022,0.02
156.810375,-57.71175,IC 2581,326,13.856,0.04,0.414,0.058,0.5,0.073,,,,,,,,,,,,,,,,,O,false,14.1,0.0,14.22,0.0,13.28,0.0,13.54,0.0,13.17,0.0,12.234,12.369,10.328,7.556,12.53,12.332,12.244,0.033,0.048,,,0.021,0.025,0.023
156.8335,-57.6975,IC 2581,300,15.403,0.073,0.672,0.111,0.854,0.114,,,,,,,,,,,,,,,,,O,false,16.72,0.01,16.0,0.0,14.51,0.0,14.88,0.0,14.35,0.01,12.039,12.116,9.288,6.441,13.302,12.564,12.288,0.027,0.023,0.07,0.142,0.026,0.025,0.025
156.8372083,-57.59825,IC 2581,136,12.179,0.025,0.176,0.036,0.277,0.057,,,,,,,,,,,,,,,,,B,false,,,,,11.84,0.0,,,11.83,0.01,11.49,11.606,10.181,8.987,11.651,11.546,11.511,0.028,0.031,,,0.026,0.025,0.025
156.83825,-57.5406389,IC 2581,29,14.937,0.06,0.536,0.088,0.596,0.102,,,,,,,,,,,,,,,,,O,false,15.63,0.01,15.36,0.0,14.27,0.0,14.57,0.0,14.12,0.01,12.923,13.024,10.628,7.536,13.396,13.139,13.035,0.04,0.052,0.386,0.275,0.021,0.024,0.035
156.8450417,-57.5916111,IC 2581,124,13.747,0.046,0.803,0.07,0.939,0.073,,,,,,,,,,,,,,,,,O,false,,,,,12.78,0.0,13.12,0.0,12.47,0.01,10.471,10.545,9.475,8.132,11.351,10.749,10.599,0.024,0.023,0.196,,0.028,0.022,0.023
156.85175,-57.5980278,IC 2581,135,13.751,0.037,0.216,0.052,0.305,0.072,,,,,,,,,,,,,,,,,B,false,,,,,13.43,0.0,13.54,0.0,13.33,0.01,12.673,12.824,9.486,8.699,13.035,12.981,12.949,0.031,0.033,,,0.028,0.038,0.038
156.852,-57.5261667,IC 2581,11,13.712,0.049,0.962,0.076,1.056,0.074,,,,,,,,,,,,,,,,,O,true,,,,,12.63,0.0,13.0,0.0,12.19,0.0,9.649,9.692,9.901,9.113,10.694,10.031,9.804,0.023,0.021,0.21,,0.024,0.025,0.023
156.8546667,-57.5351111,IC 2581,21,14.794,0.058,0.297,0.08,0.42,0.101,,,,,,,,,,,,,,,,,O,false,14.97,0.0,15.07,0.0,14.3,0.0,14.54,0.0,14.24,0.01,13.186,13.479,10.714,8.492,13.824,13.651,13.574,0.033,0.059,,,0.046,0.062,0.055
156.856375,-57.6852778,IC 2581,280,13.699,0.042,0.602,0.061,0.778,0.072,,,,,,,,,,,,,,,,,O,false,15.05,0.0,14.27,0.0,12.88,0.0,13.23,0.0,12.75,0.01,11.135,11.229,10.014,6.538,11.958,11.412,11.312,0.025,0.026,,,0.026,0.025,0.026
156.8580417,-57.5430556,IC 2581,33,14.848,0.062,0.708,0.096,0.84,0.097,,,,,,,,,,,,,,,,,O,false,16.57,0.01,15.53,0.0,13.92,0.0,14.32,0.0,13.72,0.0,11.887,12.025,10.563,9.023,12.659,12.114,12.005,0.026,0.033,,,0.026,0.025,0.024
156.8598333,-57.5614444,IC 2581,67,15.473,0.074,0.447,0.107,0.798,0.114,,,,,,,,,,,,,,,,,O,false,16.3,0.01,15.94,0.0,14.65,0.0,14.97,0.01,14.52,0.01,13.125,13.373,10.387,7.189,13.7,13.262,13.167,0.031,0.046,,,0.032,0.036,0.033
156.8847083,-57.7347778,IC 2581,366,11.603,0.038,0.97,0.056,1.1,0.06,,,,,,,,,,,,,,,,,O,false,14.69,0.0,,,,,,,,,7.602,7.791,7.574,6.824,8.869,7.925,7.74,0.026,0.02,0.071,,0.132,0.018,0.026
156.8866667,-57.6669444,IC 2581,257,14.016,0.042,0.381,0.06,0.55,0.075,,,,,,,,,,,,,,,,,O,false,14.43,0.0,14.39,0.0,13.41,0.0,13.65,0.0,13.32,0.01,12.393,12.559,9.851,6.213,12.809,12.551,12.488,0.037,0.052,,0.218,0.026,0.021,0.024
156.8947917,-57.5559722,IC 2581,54,14.439,0.055,0.902,0.089,0.992,0.085,,,,,,,,,,,,,,,,,O,false,16.73,0.01,15.22,0.0,13.35,0.0,13.79,0.0,13.07,0.0,10.821,10.939,10.009,8.378,11.78,11.102,10.959,0.024,0.024,,,0.026,0.023,0.023
156.896625,-57.69525,IC 2581,297,12.306,0.025,0.195,0.035,0.31,0.056,,,,,,,,,,,,,,,,,B,false,,,,,11.95,0.0,,,11.93,0.01,11.601,11.717,10.822,7.857,11.73,11.65,11.606,0.026,0.031,0.383,,0.023,0.021,0.023
156.8981667,-57.6729722,IC 2581,262,15.326,0.072,0.44,0.102,0.688,0.116,,,,,,,,,,,,,,,,,O,false,15.76,0.01,15.7,0.0,14.68,0.0,14.91,0.0,14.55,0.01,13.171,13.408,9.85,6.492,13.874,13.587,13.479,0.053,0.11,,0.112,0.028,0.028,0.039
156.8987917,-57.6055556,IC 2581,144,13.817,0.041,0.402,0.059,0.419,0.076,,,,,,,,,,,,,,,,,O,false,14.18,0.01,14.25,0.0,13.3,0.0,13.59,0.0,,,12.243,12.288,9.004,7.142,12.714,12.463,12.432,0.032,0.036,0.129,0.232,0.023,0.022,0.019
156.9141667,-57.5751944,IC 2581,93,13.464,0.059,1.48,0.094,1.646,0.078,,,,,,,,,,,,,,,,,O,false,,,,,11.8,0.0,12.4,0.0,,,6.982,7.234,7.14,7.4,8.705,7.658,7.266,0.05,0.021,0.038,,0.027,0.046,0.017
156.91425,-57.6843056,IC 2581,277,13.327,0.032,0.201,0.045,0.259,0.066,,,,,,,,,,,,,,,,,B,false,13.1,0.0,13.49,0.0,13.01,0.0,13.15,0.0,12.98,0.0,12.636,12.805,11.082,7.006,12.756,12.666,12.668,0.044,0.076,,,0.024,0.021,0.029
156.9165417,-57.6905556,IC 2581,288,14.676,0.061,1.033,0.098,1.168,0.088,,,,,,,,,,,,,,,,,O,true,17.18,0.01,15.57,0.01,13.5,0.0,13.89,0.0,13.11,0.0,10.582,10.665,9.223,6.503,11.568,10.868,10.698,0.025,0.027,0.125,0.108,0.022,0.022,0.023
156.9223333,-57.5567778,IC 2581,55,13.699,0.055,1.247,0.085,1.385,0.076,,,,,,,,,,,,,,,,,O,true,,,,,12.27,0.0,12.72,0.0,11.72,0.0,8.598,8.719,8.286,7.743,9.944,9.117,8.786,0.021,0.018,0.044,0.169,0.023,0.023,0.021
156.9323333,-57.5368056,IC 2581,24,11.884,0.022,0.134,0.032,0.177,0.054,,,,,,,,,,,,,,,,,B,false,,,,,11.63,0.0,,,11.53,0.0,11.234,11.296,9.956,7.869,11.379,11.307,11.286,0.026,0.027,0.26,0.342,0.023,0.023,0.024
156.936125,-57.6347778,IC 2581,200,12.773,0.029,0.244,0.042,0.281,0.061,,,,,,,,,,,,,,,,,B,false,,,,,12.46,0.0,,,12.34,0.0,11.698,11.755,9.246,6.587,11.944,11.787,11.729,0.029,0.034,,,0.023,0.022,0.024
156.9441667,-57.5997778,IC 2581,138,13.531,0.043,0.828,0.065,0.921,0.069,,,,,,,,,,,,,,,,,O,false,,,,,12.58,0.01,12.93,0.0,,,10.268,10.365,11.189,8.975,11.072,10.544,10.357,0.024,0.023,,,0.023,0.023,0.019
156.94525,-57.5657778,IC 2581,76,14.389,0.052,0.625,0.079,0.814,0.084,,,,,,,,,,,,,,,,,O,false,15.49,0.01,14.97,0.0,13.52,0.0,,,13.31,0.01,11.514,11.59,9.278,7.979,12.384,11.874,11.706,0.024,0.025,0.075,,0.024,0.023,0.023
156.9462083,-57.7029722,IC 2581,309,13.344,0.033,0.264,0.047,0.321,0.066,,,,,,,,,,,,,,,,,B,false,13.5,0.0,13.59,0.0,12.97,0.0,13.1,0.0,12.86,0.0,12.347,12.465,11.235,8.409,12.408,12.269,12.168,0.033,0.043,,,0.023,0.022,0.019
156.9524583,-57.6650556,IC 2581,254,13.882,0.045,0.643,0.068,0.833,0.074,,,,,,,,,,,,,,,,,O,false,15.51,0.0,14.48,0.0,13.02,0.0,13.37,0.0,12.87,0.01,11.26,11.391,11.18,8.907,11.994,11.481,11.377,0.026,0.03,,,0.023,0.021,0.021
156.9561667,-57.7150556,IC 2581,335,14.196,0.051,0.786,0.076,0.972,0.08,,,,,,,,,,,,,,,,,O,false,16.11,0.01,14.91,0.0,13.18,0.0,13.53,0.0,12.9,0.0,10.82,10.877,9.39,8.32,11.701,11.099,10.906,0.024,0.025,0.17,,0.024,0.024,0.023
156.9577917,-57.7290833,IC 2581,354,13.467,0.035,0.326,0.049,0.468,0.067,,,,,,,,,,,,,,,,,O,false,13.74,0.0,13.8,0.0,12.94,0.0,13.19,0.0,12.89,0.0,12.132,12.258,10.701,7.844,12.479,12.171,12.144,0.027,0.035,0.325,0.346,0.026,0.028,0.027
156.9587083,-57.5611944,IC 2581,66,11.855,0.024,0.205,0.035,0.291,0.055,,,,,,,,,,,,,,,,,B,false,11.36,0.0,,,11.51,0.0,11.64,0.0,11.45,0.0,11.05,11.13,10.501,7.997,11.205,11.169,11.122,0.024,0.025,,,0.024,0.025,0.024
156.96075,-57.5265,IC 2581,12,14.689,0.056,0.366,0.081,0.396,0.098,,,,,,,,,,,,,,,,,O,true,,,,,14.3,0.0,14.46,0.0,14.13,0.0,12.784,12.791,10.365,8.819,13.654,13.486,13.373,0.042,0.049,,,0.041,0.052,0.057
156.96275,-57.5297222,IC 2581,16,14.352,0.054,0.889,0.084,0.987,0.081,,,,,,,,,,,,,,,,,O,false,,,,,13.29,0.0,13.66,0.0,12.94,0.01,10.713,10.811,10.441,8.595,11.656,11.032,10.848,0.025,0.024,,,0.023,0.022,0.023
156.9701667,-57.56275,IC 2581,68,12.974,0.029,0.192,0.041,0.23,0.062,,,,,,,,,,,,,,,,,B,false,13.3,0.0,13.19,0.0,12.71,0.0,12.79,0.0,12.58,0.0,11.927,12.051,10.444,7.607,12.261,12.134,12.177,0.027,0.033,,,0.026,0.033,0.033
156.9720833,-57.7216389,IC 2581,344,13.505,0.045,0.94,0.069,1.05,0.07,,,,,,,,,,,,,,,,,O,false,16.08,0.01,14.36,0.0,12.41,0.0,12.83,0.0,12.11,0.0,9.737,9.847,10.91,8.647,10.708,10.037,9.838,0.023,0.021,,,0.022,0.021,0.019
156.972375,-57.6801111,IC 2581,270,12.75,0.028,0.292,0.04,0.418,0.059,,,,,,,,,,,,,,,,,Be?,false,13.01,0.0,13.06,0.0,12.33,0.0,,,12.21,0.0,11.551,11.6,9.091,6.231,11.83,11.614,11.578,0.027,0.034,0.129,0.094,0.023,0.021,0.024
156.9824167,-57.6237778,IC 2581,185,10.928,0.03,0.72,0.045,0.863,0.055,,,,,,,,,,,,,,,,,O,false,12.62,0.0,,,,,,,,,7.909,8.02,7.978,9.094,8.757,8.213,8.029,0.025,0.02,0.035,,0.035,0.055,0.024
156.9864167,-57.7065833,IC 2581,318,14.327,0.048,0.286,0.066,0.324,0.088,,,,,,,,,,,,,,,,,B,false,14.81,0.0,14.63,0.0,13.96,0.0,14.07,0.0,13.8,0.0,13.247,13.426,11.142,8.931,13.342,13.185,13.074,0.045,0.08,,,0.022,0.024,0.031
156.9880833,-57.6969444,IC 2581,298,11.386,0.021,0.111,0.03,0.188,0.052,,,,,,,,,,,,,,,,,B,false,,,,,11.13,0.0,,,,,11.1,11.21,10.813,8.23,11.079,11.043,11.009,0.025,0.028,,,0.023,0.022,0.021
157.00425,-57.6945556,IC 2581,296,13.713,0.042,0.581,0.061,0.779,0.07,,,,,,,,,,,,,,,,,O,false,14.95,0.0,14.28,0.0,12.9,0.0,13.21,0.0,12.73,0.01,11.256,11.408,11.74,7.921,11.86,11.345,11.218,0.025,0.029,,,0.022,0.021,0.023
157.0076667,-57.6604167,IC 2581,246,13.404,0.051,1.168,0.08,1.286,0.073,,,,,,,,,,,,,,,,,O,false,16.87,0.01,14.44,0.01,12.13,0.0,12.51,0.0,11.62,0.0,8.619,8.755,8.691,7.54,9.924,9.015,8.747,0.023,0.02,0.132,,0.023,0.022,0.021
157.01325,-57.64325,IC 2581,219,13.987,0.042,0.294,0.059,0.449,0.078,,,,,,,,,,,,,,,,,Be?,false,14.13,0.0,14.27,0.0,13.47,0.0,13.67,0.0,13.4,0.0,12.632,12.704,10.83,9.043,13.023,12.827,12.761,0.031,0.044,,,0.023,0.026,0.026
