_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
275.1117083,-17.0003611,NGC 6613,7,11.79,0.031,1.153,0.048,1.315,0.041,,,,,,,,,,,,,,,,,O,false,,,,,10.5,0.0,,,,,7.039,7.267,7.272,5.037,8.307,7.497,7.221,0.039,0.021,0.051,,0.023,0.038,0.024
275.120625,-17.0036667,NGC 6613,9,13.484,0.046,0.412,0.062,0.533,0.07,,,,,,,,,,,,,,,,,O,false,,,,,12.95,0.0,13.14,0.0,12.64,0.0,11.78,12.157,10.262,5.192,12.034,11.849,11.781,0.067,0.108,,,0.023,0.022,0.027
275.1227917,-17.0515833,NGC 6613,25,12.939,0.039,0.918,0.059,1.093,0.053,,,,,,,,,,,,,,,,,O,false,,,,,11.9,0.0,,,11.49,0.0,9.233,9.349,9.152,5.548,10.177,9.553,9.372,0.032,0.032,0.086,,0.022,0.023,0.023
279.04675,-8.3220833,NGC 6664,248,14.928,0.043,1.275,0.065,1.327,0.066,,,,,,,,,,,,,,,,,O,false,,,,,,,,,,,10.02,10.192,8.286,6.355,11.309,10.627,10.346,0.029,0.034,0.106,0.123,0.025,0.024,0.02
279.085625,-8.3061111,NGC 6664,230,14.264,0.035,1.171,0.052,1.272,0.055,,,,,,,,,,,,,,,,,O,true,16.78,0.01,15.16,0.0,12.97,0.0,13.39,0.0,12.41,0.0,9.767,9.917,9.888,7.269,10.794,10.119,9.89,0.034,0.045,,,0.017,0.018,0.017
279.0945,-8.2568056,NGC 6664,176,12.714,0.021,0.583,0.03,1.017,0.042,,,,,,,,,,,,,,,,,O,false,13.09,0.0,13.14,0.0,11.78,0.0,,,,,10.281,10.159,10.033,8.171,10.988,10.795,10.591,0.031,0.03,0.541,,0.017,0.02,0.017
279.1284583,-8.3196667,NGC 6664,245,14.869,0.05,1.893,0.08,2.294,0.065,,,,,,,,,,,,,,,,,O,false,18.33,0.03,15.92,0.0,12.63,0.0,13.33,0.0,,,5.545,5.735,5.657,5.324,7.449,6.349,5.875,0.143,0.048,0.021,0.063,0.027,0.026,0.026
279.1707917,-8.3216944,NGC 6664,249,13.876,0.037,1.478,0.056,1.609,0.053,,,,,,,,,,,,,,,,,O,false,18.12,0.02,15.04,0.0,12.32,0.0,12.79,0.0,,,8.182,8.352,8.291,5.888,9.695,8.629,8.296,0.116,0.099,0.266,,,0.017,0.062
279.1712917,-8.2875833,NGC 6664,215,15.144,0.044,1.229,0.066,1.315,0.067,,,,,,,,,,,,,,,,,O,false,17.84,0.02,16.07,0.0,13.9,0.0,14.3,0.0,13.31,0.01,10.499,10.759,8.941,6.648,11.669,10.928,10.712,0.034,0.049,0.166,0.403,0.017,0.02,0.02
279.192125,-8.3285,NGC 6664,256,13.876,0.026,0.573,0.036,0.553,0.052,,,,,,,,,,,,,,,,,O,true,15.0,0.0,14.34,0.0,13.35,0.0,13.51,0.0,12.95,0.0,11.907,12.671,10.878,7.503,12.123,11.929,11.788,0.053,0.112,,,0.018,0.024,0.024
279.8824167,-8.48825,Trumpler 34,403,15.006,0.039,0.612,0.057,0.636,0.063,,,,,,,,,,,,,,,,,O,true,19.31,0.05,16.92,0.0,14.42,0.0,14.88,0.0,13.85,0.01,10.404,10.588,11.468,8.389,12.005,11.196,10.867,0.027,0.029,,,0.05,0.058,0.041
279.8873333,-8.4456111,Trumpler 34,280,16.372,0.063,0.649,0.093,0.651,0.095,,,,,,,,,,,,,,,,,O,false,18.73,0.03,15.86,0.0,12.87,0.0,13.35,0.0,,,8.374,8.485,8.421,7.376,9.865,8.906,8.649,0.032,0.027,0.048,,0.032,0.044,0.038
279.8886667,-8.4167222,Trumpler 34,179,15.479,0.044,0.655,0.065,0.583,0.068,,,,,,,,,,,,,,,,,O,true,16.29,0.01,15.75,0.0,14.33,0.0,14.62,0.0,13.94,0.0,10.932,11.096,9.83,7.476,12.659,11.877,11.436,0.033,0.04,0.162,0.211,0.033,0.051,0.039
279.8925,-8.4345278,Trumpler 34,239,16.84,0.076,0.852,0.116,0.862,0.109,,,,,,,,,,,,,,,,,O,true,16.17,0.01,15.61,0.0,14.09,0.0,14.41,0.0,13.73,0.0,12.098,12.574,11.395,7.917,12.6,12.185,12.067,0.059,0.076,,,0.029,0.038,0.024
279.8998333,-8.5125833,Trumpler 34,467,16.205,0.062,1.041,0.099,1.074,0.086,,,,,,,,,,,,,,,,,O,false,18.67,0.03,16.48,0.0,,,14.51,0.0,13.52,0.0,10.541,10.724,10.248,8.43,11.767,10.979,10.709,0.03,0.026,0.159,0.334,0.024,0.031,0.027
279.9084167,-8.536,Trumpler 34,539,11.731,0.025,0.474,0.038,0.521,0.045,,,,,,,,,,,,,,,,,B,true,20.13,0.08,17.26,0.0,14.32,0.0,14.78,0.0,13.5,0.0,9.884,10.018,9.619,7.888,11.329,10.407,10.079,0.026,0.025,0.12,,0.023,0.022,0.021
279.9158333,-8.4407778,Trumpler 34,260,15.593,0.048,0.632,0.069,0.64,0.074,,,,,,,,,,,,,,,,,O,true,17.53,0.01,15.97,0.0,13.93,0.0,14.34,0.0,13.53,0.0,11.251,11.536,11.416,8.2,12.127,11.469,11.319,0.034,0.04,,,0.026,0.025,0.026
279.91825,-8.5199167,Trumpler 34,490,15.051,0.041,0.624,0.059,0.658,0.065,,,,,,,,,,,,,,,,,O,false,18.62,0.03,15.35,0.0,,,12.82,0.0,,,7.071,7.305,7.097,6.586,8.763,7.777,7.324,0.049,0.02,0.026,0.162,0.029,0.04,0.018
279.9183333,-8.4295278,Trumpler 34,223,16.541,0.068,0.846,0.104,0.859,0.098,,,,,,,,,,,,,,,,,O,false,15.54,0.0,14.24,0.0,12.38,0.0,12.74,0.0,,,9.613,9.707,9.867,8.581,10.579,9.959,9.781,0.026,0.023,0.175,,0.023,0.025,0.026
279.9253333,-8.4396389,Trumpler 34,255,16.204,0.06,0.853,0.088,1.02,0.086,,,,,,,,,,,,,,,,,O,false,15.22,0.0,,,13.41,0.0,13.69,0.0,13.0,0.0,11.232,11.387,10.179,7.979,11.949,11.466,11.313,0.072,0.076,,,0.053,0.033,0.026
279.9271667,-8.5613333,Trumpler 34,608,17.008,0.081,0.767,0.116,1.251,0.108,,,,,,,,,,,,,,,,,O,true,18.77,0.03,16.05,0.0,13.33,0.0,13.8,0.0,12.67,0.0,9.365,9.518,10.326,8.464,10.726,9.823,9.504,0.024,0.021,0.281,,0.023,0.025,0.019
279.92925,-8.4571667,Trumpler 34,309,16.408,0.064,0.678,0.091,0.517,0.096,,,,,,,,,,,,,,,,,O,true,18.21,0.02,16.06,0.0,13.72,0.0,14.16,0.0,13.22,0.0,10.395,10.591,9.519,8.029,11.516,10.773,10.508,0.027,0.027,,0.481,0.025,0.024,0.022
279.93475,-8.5300833,Trumpler 34,523,16.753,0.068,0.612,0.098,0.654,0.102,,,,,,,,,,,,,,,,,O,true,18.21,0.02,16.93,0.0,15.14,0.0,15.42,0.0,14.48,0.01,12.099,12.804,9.93,8.394,13.102,12.701,12.497,0.034,0.035,,,0.035,0.042,0.045
279.937375,-8.5380833,Trumpler 34,545,15.492,0.044,0.576,0.064,0.598,0.071,,,,,,,,,,,,,,,,,O,false,13.15,0.0,,,11.88,0.0,,,,,10.57,10.709,10.227,8.576,10.905,10.735,10.626,0.028,0.028,0.212,,0.024,0.021,0.023
279.94625,-8.5474167,Trumpler 34,577,16.727,0.073,0.817,0.111,0.914,0.104,,,,,,,,,,,,,,,,,O,false,16.04,0.01,14.01,0.0,11.83,0.0,,,,,8.574,8.71,8.944,8.017,9.699,8.993,8.75,0.023,0.02,0.139,,0.024,0.023,0.022
279.947125,-8.52875,Trumpler 34,519,14.38,0.06,1.902,0.097,2.151,0.072,,,,,,,,,,,,,,,,,O,false,18.08,0.02,15.93,0.0,,,14.0,0.0,13.05,0.0,10.178,10.362,9.946,8.13,11.418,10.667,10.427,0.025,0.022,,,0.024,0.021,0.02
279.9472917,-8.5387222,Trumpler 34,547,14.764,0.044,1.124,0.069,1.293,0.06,,,,,,,,,,,,,,,,,O,false,20.79,0.14,17.33,0.0,,,14.67,0.0,13.33,0.0,9.544,9.812,10.489,8.264,11.029,10.087,9.761,0.025,0.022,0.42,,0.024,0.023,0.022
279.951625,-8.5197222,Trumpler 34,489,14.067,0.052,1.64,0.082,1.861,0.064,,,,,,,,,,,,,,,,,O,false,17.53,0.01,14.93,0.0,,,12.84,0.0,,,8.666,8.783,8.845,7.696,10.016,9.158,8.888,0.023,0.02,0.098,,0.024,0.023,0.02
279.9594583,-8.3900833,Trumpler 34,96,15.357,0.062,1.74,0.104,1.9,0.075,,,,,,,,,,,,,,,,,O,false,15.54,0.01,13.96,0.0,11.87,0.0,,,,,8.686,8.775,8.621,8.146,9.751,9.076,8.869,0.024,0.02,0.061,,0.024,0.021,0.022
279.961,-8.4916389,Trumpler 34,411,15.807,0.053,0.798,0.08,0.942,0.077,,,,,,,,,,,,,,,,,O,false,16.57,0.01,16.13,0.01,14.69,0.01,14.97,0.0,14.26,0.01,11.889,12.102,9.9,7.752,12.767,12.456,12.273,0.046,0.034,0.433,0.351,0.029,0.031,0.029
279.9819583,-8.5586944,Trumpler 34,603,15.414,0.046,0.662,0.069,0.663,0.071,,,,,,,,,,,,,,,,,O,false,16.9,0.01,15.25,0.0,13.04,0.0,13.46,0.0,12.54,0.01,9.792,9.905,10.592,8.82,,,,0.025,0.023,0.157,,,,
279.98925,-8.4764444,Trumpler 34,369,14.905,0.042,0.905,0.064,0.91,0.061,,,,,,,,,,,,,,,,,O,false,17.01,0.01,15.89,0.0,,,14.62,0.0,13.84,0.0,11.957,12.314,9.617,8.128,12.674,12.281,12.107,0.076,0.098,,0.524,0.036,0.041,0.033
279.9927917,-8.4589167,Trumpler 34,314,16.809,0.076,0.965,0.114,0.908,0.104,,,,,,,,,,,,,,,,,O,true,13.63,0.0,13.39,0.0,12.5,0.0,12.71,0.0,12.27,0.0,11.077,11.168,10.722,8.863,11.63,11.451,11.338,0.028,0.029,,,0.025,0.026,0.025
279.994875,-8.5672222,Trumpler 34,623,15.921,0.054,0.731,0.081,0.902,0.079,,,,,,,,,,,,,,,,,O,false,,,17.42,0.0,14.0,0.0,14.56,0.0,13.03,0.01,8.737,8.857,8.724,7.801,10.485,9.373,9.02,0.023,0.02,0.05,,0.024,0.021,0.022
280.0141667,-8.3759444,Trumpler 34,72,15.784,0.059,1.314,0.097,1.459,0.077,,,,,,,,,,,,,,,,,O,false,18.08,0.02,15.18,0.0,,,12.78,0.0,,,7.806,7.937,7.849,7.452,9.362,8.488,8.123,0.026,0.02,0.034,0.17,0.025,0.029,0.02
280.0217083,-8.4222778,Trumpler 34,195,14.15,0.036,0.743,0.055,0.731,0.056,,,,,,,,,,,,,,,,,O,false,15.5,0.01,14.41,0.0,,,12.88,0.0,,,9.754,9.814,9.932,8.483,10.696,10.085,9.934,0.025,0.024,0.18,,0.024,0.023,0.022
280.022,-8.5048611,Trumpler 34,455,16.288,0.066,1.219,0.108,1.386,0.087,,,,,,,,,,,,,,,,,O,false,20.57,0.14,17.47,0.0,,,15.0,0.0,13.75,0.01,10.168,10.357,10.701,8.532,11.621,10.72,10.417,0.027,0.029,,,0.025,0.023,0.022
280.0312917,-8.395,Trumpler 34,108,15.622,0.064,1.729,0.109,1.773,0.078,,,,,,,,,,,,,,,,,O,false,19.81,0.08,16.89,0.0,14.07,0.0,14.49,0.0,13.25,0.01,9.547,9.71,9.339,8.261,11.024,10.124,9.796,0.025,0.023,0.092,0.344,0.025,0.023,0.02
280.0352083,-8.4868889,Trumpler 34,400,16.525,0.068,1.205,0.11,1.287,0.091,,,,,,,,,,,,,,,,,O,false,18.4,0.03,15.93,0.0,13.52,0.0,13.89,0.0,12.88,0.01,9.896,10.104,9.144,7.051,11.149,10.306,10.058,0.026,0.024,0.065,0.146,0.025,0.021,0.02
280.0368333,-8.5048889,Trumpler 34,456,16.642,0.07,0.755,0.1,0.828,0.102,,,,,,,,,,,,,,,,,O,true,19.52,0.06,17.3,0.01,14.94,0.01,15.32,0.0,14.28,0.0,11.232,11.459,11.422,8.333,12.487,11.678,11.395,0.039,0.046,,,0.028,0.027,0.026
280.0395833,-8.4872778,Trumpler 34,402,15.765,0.058,1.246,0.094,1.381,0.076,,,,,,,,,,,,,,,,,O,false,20.3,0.1,17.43,0.0,14.44,0.0,14.87,0.0,13.54,0.01,9.739,9.904,9.413,7.599,11.294,10.311,9.978,0.025,0.023,0.112,0.346,0.025,0.023,0.019
280.0462917,-8.5067222,Trumpler 34,459,16.336,0.071,1.498,0.116,1.624,0.089,,,,,,,,,,,,,,,,,O,true,18.11,0.02,16.46,0.0,14.3,0.0,14.66,0.0,13.71,0.0,11.088,11.221,10.546,8.605,12.101,11.403,11.189,0.031,0.034,0.438,,0.025,0.023,0.022
280.0470417,-8.55775,Trumpler 34,601,12.234,0.053,1.764,0.081,2.113,0.064,,,,,,,,,,,,,,,,,O,false,18.99,0.04,15.79,0.0,12.64,0.0,13.24,0.0,,,7.378,7.629,7.588,7.463,9.395,8.168,7.932,0.024,0.019,0.026,0.184,,0.02,
280.06225,-8.35775,Trumpler 34,33,15.191,0.051,1.327,0.081,1.458,0.066,,,,,,,,,,,,,,,,,O,true,18.51,0.02,16.27,0.0,13.74,0.0,14.19,0.0,13.11,0.0,9.897,10.004,10.464,8.152,11.202,10.346,10.058,0.025,0.024,0.186,,0.024,0.023,0.022
280.0849167,-8.4705833,Trumpler 34,343,14.524,0.043,1.066,0.065,1.207,0.06,,,,,,,,,,,,,,,,,O,false,15.87,0.01,13.75,0.0,11.4,0.0,,,,,7.809,7.914,7.9,8.032,9.07,8.215,7.99,0.026,0.019,0.035,,0.024,0.021,0.021
280.1042917,-8.3948611,Trumpler 34,110,16.579,0.07,0.935,0.109,1.077,0.097,,,,,,,,,,,,,,,,,O,false,19.44,0.05,15.89,0.0,12.41,0.0,12.97,0.0,,,6.447,6.615,6.54,6.825,8.364,7.244,6.76,0.079,0.021,0.02,0.151,0.027,0.034,0.026
281.9478333,-5.8986389,Basel 1,466,13.933,0.041,0.992,0.062,1.093,0.057,,,,,,,,,,,,,,,,,O,false,16.22,0.01,14.7,0.0,12.72,0.01,,,,,10.108,10.223,9.814,7.906,11.084,10.433,10.221,0.024,0.025,0.295,,0.026,0.024,0.021
281.9564583,-5.8768889,Basel 1,392,14.132,0.047,1.263,0.072,1.354,0.061,,,,,,,,,,,,,,,,,O,true,17.56,0.01,15.13,0.0,12.79,0.0,13.18,0.0,12.17,0.0,9.257,9.387,9.983,7.904,10.504,9.673,9.403,0.023,0.022,0.19,,0.023,0.026,0.021
281.957125,-5.8811111,Basel 1,405,15.28,0.053,1.2,0.084,1.258,0.074,,,,,,,,,,,,,,,,,O,true,18.11,0.02,16.17,0.0,14.01,0.0,14.39,0.0,13.43,0.0,10.77,10.88,10.938,8.215,11.873,11.191,10.917,0.026,0.027,0.535,,0.02,0.024,0.02
281.9655417,-5.8478611,Basel 1,265,15.53,0.056,1.234,0.088,1.258,0.078,,,,,,,,,,,,,,,,,O,false,18.32,0.02,16.43,0.0,14.12,0.01,14.58,0.01,13.47,0.01,11.037,11.187,10.39,8.104,12.131,11.419,11.134,0.027,0.03,0.141,,0.023,0.028,0.023
281.9667917,-5.9495556,Basel 1,677,16.44,0.071,1.269,0.117,1.336,0.101,,,,,,,,,,,,,,,,,O,true,,,17.48,0.01,15.14,0.0,15.54,0.0,14.54,0.0,11.743,11.968,11.229,7.937,12.913,12.171,11.87,0.035,0.03,0.322,,0.023,0.022,0.025
281.9713333,-5.8911944,Basel 1,440,15.257,0.054,1.316,0.085,1.421,0.073,,,,,,,,,,,,,,,,,O,false,,,,,13.75,0.01,14.21,0.01,12.99,0.01,10.119,10.257,10.126,7.38,11.42,10.582,10.304,0.023,0.023,0.26,0.268,0.026,0.024,0.026
281.9714583,-5.84175,Basel 1,246,15.626,0.056,1.242,0.09,1.305,0.076,,,,,,,,,,,,,,,,,O,false,18.47,0.03,16.56,0.0,14.25,0.01,14.7,0.01,13.6,0.01,11.215,11.396,11.721,8.38,12.266,11.567,11.331,0.028,0.032,,,0.024,0.028,0.023
281.973875,-5.8616944,Basel 1,329,14.912,0.043,0.748,0.064,0.811,0.068,,,,,,,,,,,,,,,,,O,false,15.9,0.01,15.49,0.0,13.94,0.01,14.3,0.01,13.49,0.01,12.162,12.241,9.477,6.806,12.796,12.423,12.255,0.044,0.052,0.142,0.134,0.021,0.026,0.023
281.9770417,-5.9221389,Basel 1,566,14.23,0.051,1.443,0.08,1.586,0.064,,,,,,,,,,,,,,,,,O,false,18.36,0.02,15.31,0.01,12.56,0.01,,,,,8.465,8.61,8.982,8.459,9.993,9.052,8.746,0.022,0.02,0.064,,0.024,0.028,0.025
281.9779167,-5.8021389,Basel 1,102,13.778,0.035,0.714,0.053,0.795,0.051,,,,,,,,,,,,,,,,,O,false,,,,,,,13.22,0.0,12.52,0.0,10.964,10.958,9.313,8.073,11.597,11.285,11.072,0.027,0.026,0.089,0.352,0.023,0.024,0.023
281.9796667,-5.8943889,Basel 1,455,16.005,0.064,1.357,0.106,1.394,0.088,,,,,,,,,,,,,,,,,O,true,19.25,0.04,17.0,0.01,14.64,0.0,15.03,0.0,14.01,0.0,11.151,11.297,11.774,8.7,12.331,11.551,11.326,0.026,0.029,,,0.024,0.022,0.026
281.9904583,-5.8520833,Basel 1,282,14.053,0.041,0.974,0.062,1.088,0.058,,,,,,,,,,,,,,,,,O,false,16.15,0.01,14.83,0.0,13.0,0.0,13.33,0.0,12.51,0.01,10.219,10.311,11.015,8.817,11.214,10.579,10.368,0.025,0.026,,,0.023,0.022,0.023
281.9911667,-5.8149444,Basel 1,157,14.242,0.038,0.742,0.057,0.87,0.055,,,,,,,,,,,,,,,,,O,false,15.3,0.0,14.81,0.0,13.25,0.01,13.6,0.01,12.79,0.01,11.373,11.445,11.775,8.815,12.062,11.634,11.526,0.031,0.036,,,0.023,0.024,0.023
281.99125,-5.8856389,Basel 1,421,15.89,0.059,1.132,0.094,1.238,0.086,,,,,,,,,,,,,,,,,O,true,18.2,0.02,16.76,0.0,14.68,0.0,15.05,0.0,14.07,0.0,11.578,11.717,9.482,7.908,12.563,11.876,11.696,0.03,0.034,,0.338,0.023,0.021,0.025
281.994875,-5.9053611,Basel 1,497,13.535,0.048,1.399,0.073,1.501,0.058,,,,,,,,,,,,,,,,,O,false,17.41,0.01,14.55,0.01,11.93,0.01,,,,,8.117,8.244,8.005,6.77,9.513,8.566,8.28,0.023,0.02,0.039,0.119,0.021,0.036,0.023
281.9952917,-5.931,Basel 1,603,15.381,0.064,1.823,0.107,1.882,0.076,,,,,,,,,,,,,,,,,O,false,20.49,0.16,16.74,0.01,,,,,,,8.488,8.627,9.204,8.242,10.14,9.053,8.689,0.023,0.02,0.141,,0.021,0.024,0.023
281.9963333,-5.8246389,Basel 1,189,12.153,0.039,1.085,0.06,1.188,0.05,,,,,,,,,,,,,,,,,O,false,14.95,0.0,,,,,,,,,8.009,8.129,8.038,8.024,9.063,8.331,8.123,0.024,0.02,0.03,0.484,0.024,0.046,0.031
282.00125,-5.9422778,Basel 1,647,15.33,0.047,0.773,0.072,0.842,0.075,,,,,,,,,,,,,,,,,O,false,16.4,0.01,15.88,0.0,14.37,0.01,14.68,0.01,13.89,0.01,12.815,13.369,11.103,7.966,13.244,12.838,12.716,0.079,0.06,,,0.02,0.021,0.025
282.013875,-5.8401667,Basel 1,238,14.283,0.048,1.33,0.075,1.44,0.062,,,,,,,,,,,,,,,,,O,false,18.33,0.03,15.5,0.0,12.8,0.02,,,,,8.971,9.098,9.306,8.917,10.358,9.425,9.118,0.023,0.022,0.079,,0.024,0.024,0.021
282.0158333,-5.9636111,Basel 1,732,15.221,0.049,1.035,0.076,1.098,0.072,,,,,,,,,,,,,,,,,O,true,17.69,0.01,16.02,0.0,14.04,0.01,14.41,0.01,13.47,0.01,11.493,11.706,10.807,8.557,12.382,11.803,11.606,0.031,0.036,,,0.025,0.026,0.026
282.0160833,-5.7690833,Basel 1,19,16.092,0.061,1.149,0.097,1.212,0.091,,,,,,,,,,,,,,,,,O,false,19.15,0.05,17.01,0.0,14.9,0.01,15.27,0.0,14.36,0.0,12.075,12.346,11.109,8.559,12.924,12.245,12.072,0.042,0.042,,,0.023,0.024,0.026
282.0169583,-5.8726111,Basel 1,369,15.267,0.05,1.068,0.077,1.166,0.073,,,,,,,,,,,,,,,,,O,false,17.97,0.02,16.1,0.0,14.13,0.0,14.48,0.0,13.6,0.0,11.256,11.388,11.229,8.663,12.233,11.584,11.371,0.032,0.036,,,0.022,0.025,0.023
282.0249167,-5.9002222,Basel 1,475,15.938,0.061,1.28,0.098,1.307,0.083,,,,,,,,,,,,,,,,,O,true,18.86,0.04,16.81,0.0,14.64,0.0,15.01,0.0,14.01,0.0,11.185,11.397,10.655,8.098,12.439,11.681,11.454,0.027,0.031,0.299,0.346,0.023,0.025,0.023
282.0285,-5.9736389,Basel 1,776,15.601,0.057,1.257,0.092,1.275,0.08,,,,,,,,,,,,,,,,,O,false,18.58,0.02,16.51,0.01,14.24,0.01,14.65,0.01,13.55,0.01,11.049,11.252,11.74,8.666,12.198,11.5,11.274,0.027,0.034,,,0.028,0.03,0.03
282.0287083,-5.9375833,Basel 1,626,15.072,0.051,1.193,0.08,1.268,0.07,,,,,,,,,,,,,,,,,O,false,18.18,0.02,16.06,0.01,13.75,0.01,14.15,0.01,13.03,0.02,10.37,10.513,9.429,7.299,11.639,10.883,10.64,0.024,0.024,0.114,0.209,0.026,0.025,0.021
282.029125,-5.7654722,Basel 1,5,14.437,0.05,1.396,0.079,1.537,0.064,,,,,,,,,,,,,,,,,O,false,18.19,0.03,15.56,0.0,12.96,0.0,13.42,0.0,12.18,0.0,8.876,9.016,8.779,7.818,10.29,9.387,9.042,0.023,0.02,0.046,0.208,0.024,0.022,0.024
282.0295,-5.9659444,Basel 1,746,14.679,0.047,1.17,0.074,1.264,0.065,,,,,,,,,,,,,,,,,O,false,17.34,0.01,15.54,0.0,13.35,0.01,13.73,0.01,12.65,0.01,10.095,10.188,10.157,8.166,11.329,10.654,10.388,0.023,0.023,0.204,,0.029,0.031,0.025
282.03125,-5.8431944,Basel 1,252,14.951,0.049,1.172,0.076,1.233,0.068,,,,,,,,,,,,,,,,,O,false,17.94,0.02,15.83,0.0,13.61,0.02,14.03,0.01,13.02,0.01,10.739,10.884,11.373,8.781,11.771,11.065,10.851,0.028,0.03,,,0.023,0.021,0.021
282.032125,-5.8743333,Basel 1,373,11.545,0.027,0.328,0.04,0.316,0.043,,,,,,,,,,,,,,,,,B,false,11.81,0.0,,,11.22,0.0,,,,,10.403,10.463,11.432,8.801,10.646,10.565,10.489,0.026,0.026,,,0.025,0.029,0.025
282.039375,-5.7881944,Basel 1,70,14.288,0.042,1.009,0.065,1.121,0.059,,,,,,,,,,,,,,,,,O,false,16.62,0.01,15.13,0.0,,,13.56,0.0,12.66,0.0,10.343,10.436,9.484,7.242,11.294,10.617,10.425,0.025,0.024,0.092,0.116,0.026,0.021,0.019
282.04025,-5.8491667,Basel 1,271,14.18,0.053,1.584,0.083,1.811,0.065,,,,,,,,,,,,,,,,,O,false,18.03,0.02,15.19,0.0,12.46,0.0,13.07,0.0,,,7.164,7.42,7.315,7.73,8.777,7.796,7.41,0.036,0.021,0.026,0.224,0.021,0.021,0.018
282.04275,-5.8204167,Basel 1,177,14.255,0.046,1.238,0.072,1.323,0.061,,,,,,,,,,,,,,,,,O,false,17.32,0.01,15.24,0.0,,,13.34,0.0,12.31,0.0,9.474,9.659,9.751,8.573,10.715,9.918,9.688,0.023,0.022,0.153,,0.024,0.024,0.021
282.0450417,-5.8136389,Basel 1,152,14.834,0.052,1.367,0.082,1.523,0.068,,,,,,,,,,,,,,,,,O,false,18.77,0.03,15.89,0.0,,,13.78,0.0,12.61,0.0,9.489,9.67,9.813,8.439,10.788,9.927,9.646,0.023,0.022,0.132,,0.024,0.021,0.021
282.0456667,-5.8023333,Basel 1,104,15.965,0.061,1.23,0.099,1.371,0.086,,,,,,,,,,,,,,,,,O,false,19.05,0.03,16.89,0.0,14.51,0.02,14.95,0.01,13.83,0.02,11.243,11.407,11.706,8.449,12.35,11.593,11.388,0.027,0.03,,,0.022,0.021,0.024
282.0565833,-5.8694444,Basel 1,355,11.772,0.028,0.408,0.042,0.419,0.042,,,,,,,,,,,,,,,,,O,false,12.28,0.0,,,11.37,0.0,,,,,10.209,10.185,10.133,8.056,10.57,10.433,10.318,0.026,0.025,,,0.023,0.021,0.019
282.0593333,-5.9135833,Basel 1,531,15.182,0.058,1.567,0.095,1.616,0.073,,,,,,,,,,,,,,,,,O,false,19.78,0.08,16.67,0.01,13.77,0.01,14.23,0.01,12.84,0.0,9.05,9.157,8.994,7.671,10.572,9.561,9.217,0.023,0.021,0.065,0.183,0.025,0.027,0.021
282.0717917,-5.9126111,Basel 1,527,15.29,0.053,1.201,0.084,1.313,0.074,,,,,,,,,,,,,,,,,O,true,18.48,0.03,16.25,0.0,14.06,0.0,14.42,0.0,13.42,0.0,10.654,10.843,11.316,8.717,11.863,11.062,10.838,0.025,0.026,,,0.022,0.023,0.021
282.0736667,-5.91925,Basel 1,559,15.923,0.062,1.319,0.1,1.542,0.082,,,,,,,,,,,,,,,,,O,true,,,17.22,0.01,14.42,0.01,14.93,0.01,13.59,0.01,10.506,10.711,11.175,8.646,11.808,10.929,10.617,0.025,0.025,,,0.024,0.024,0.019
282.0745833,-5.8543333,Basel 1,294,15.712,0.051,0.754,0.076,0.826,0.08,,,,,,,,,,,,,,,,,O,false,16.93,0.01,16.44,0.0,14.98,0.02,15.28,0.01,14.48,0.02,13.001,13.832,10.113,7.936,13.662,13.244,13.155,0.052,0.144,0.109,0.252,0.04,0.038,0.039
282.075875,-5.8094444,Basel 1,132,16.613,0.071,0.923,0.11,1.014,0.113,,,,,,,,,,,,,,,,,O,true,17.94,0.02,17.34,0.01,15.67,0.02,16.0,0.01,15.09,0.01,12.443,12.632,10.6,8.288,13.598,12.88,12.629,0.043,0.062,,,0.03,0.034,0.029
282.0842917,-5.9570556,Basel 1,710,15.965,0.068,1.654,0.114,1.66,0.087,,,,,,,,,,,,,,,,,O,true,20.25,0.1,17.09,0.01,14.22,0.01,14.74,0.0,13.37,0.01,10.109,10.262,9.391,7.473,11.565,10.658,10.35,0.028,0.027,0.077,0.179,0.024,0.022,0.019
282.0945,-5.95625,Basel 1,705,13.207,0.047,1.401,0.072,1.569,0.059,,,,,,,,,,,,,,,,,O,false,17.15,0.01,14.1,0.0,,,,,,,7.54,7.716,7.569,7.338,8.983,8.036,7.746,0.028,0.021,0.029,0.15,0.024,0.038,0.027
282.09475,-5.8587222,Basel 1,313,14.832,0.041,0.688,0.061,0.75,0.063,,,,,,,,,,,,,,,,,O,false,15.79,0.01,15.36,0.01,14.0,0.02,14.29,0.01,13.53,0.02,12.358,12.606,11.796,8.801,12.866,12.563,12.409,0.034,0.051,,,0.024,0.032,0.029
282.0953333,-5.9025556,Basel 1,485,12.204,0.041,1.153,0.062,1.24,0.053,,,,,,,,,,,,,,,,,O,false,15.39,0.0,,,,,,,,,7.83,7.971,7.86,7.65,8.996,8.235,7.997,0.024,0.019,0.034,0.256,0.023,0.044,0.018
