,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
5252,20.379,18.89,16.051,14.379,15.588,11.119,10.115,9.571,0.14938528138528118,-1.3864327485380112,-0.1928598130841117,2.2942222222222273,3.877981308411219,7.514074766355141,1.871000000000003,2.624808411214956,5.40927570093458,2.0109719626168214,0.541777777777777,umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,1.33,-61.344968,4.548,3.963,16.079,168.756885,11.86,9.896,13629,1,0,0,0
5279,15.759,15.436,13.675,12.59,13.265,10.637,10.059,9.73,-0.5079480519480511,-1.491116959064327,-0.7827897196261673,0.7642339181286539,1.6854953271028033,4.0143271028037395,1.1328421052631568,1.5713271028037374,3.3475186915887853,1.2742523364485991,0.2984575163398715,umag_gmag_imag,2.18,-61.406358,4.619,3.945,13.693,168.723144,13.28,6.399,13664,1,0,0,0
5300,19.973,19.882,18.31,17.393,17.914,15.889,15.212,14.916,-0.6507662337662374,-1.4955555555555582,-0.9113925233644882,0.5475847953216404,1.2781028037383209,3.2324672897196254,1.0411052631578985,1.388803738317761,2.8760981308411226,1.0630747663551385,0.42549673202614396,umag_gmag_imag,3.52,-60.911688,4.586,3.879,18.284,169.143515,18.2,5.586,13689,1,0,1,0
5301,16.846,16.289,14.253,12.995,13.789,10.583,9.771,9.317,-0.4037099567099587,-1.5426842105263185,-0.7163644859813105,1.0628011695906425,2.142009345794392,4.845355140186917,1.307684210526317,1.8213457943925246,3.883934579439255,1.4806168224299077,0.4262483660130708,umag_gmag_imag,1.87,-61.311275,4.594,4.247,14.28,168.825133,12.39,7.688,13690,1,0,0,0
5340,19.155,18.542,16.457,15.132,15.973,12.703,11.918,11.525,-0.3708311688311696,-1.5606257309941536,-0.695509345794393,1.086304093567251,2.2275700934579445,5.07621495327103,1.3178947368421055,1.8610934579439262,4.034855140186918,1.5607943925233658,0.45107843137255016,umag_gmag_imag,4.61,-61.298953,4.629,4.094,16.433,168.895142,15.02,7.728,13739,1,0,0,0
5391,20.39,19.639,17.974,17.047,17.575,15.579,14.92,15.085,-0.03464935064934893,-0.9012105263157872,-0.3002897196261669,1.28842105263158,2.02818691588785,4.004233644859811,1.1283157894736837,1.480415887850466,2.9842990654205583,1.0750373831775693,0.799196078431374,Jmag_Hmag_Kmag,7.59,-61.826579,4.325,3.405,17.986,168.641756,15.4,5.101,13831,1,0,0,0
5393,20.003,18.117,15.304,13.721,14.861,10.804,9.934,9.469,0.5586536796536787,-0.9161286549707612,0.22757009345794343,2.773479532163743,4.268420560747664,7.70966355140187,1.8965263157894743,2.6080607476635524,5.243009345794394,1.9026261682242995,0.4749019607843149,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,1.28,-61.683309,4.321,3.588,15.361,168.782772,9.63,8.782,13838,1,0,0,1
5400,21.189,19.946,17.774,16.388,17.281,13.629,12.516,12.039,0.21811688311688138,-1.0249649122807027,-0.11440654205607736,1.7291052631578951,2.935822429906539,5.919336448598125,1.3695789473684221,1.9439299065420557,4.221490654205605,1.6363738317756993,0.7077058823529405,Jmag_Hmag_Kmag,6.18,-60.487766,4.323,4.526,17.781,169.767917,12.17,8.422,13857,1,0,0,0
5418,20.021,18.472,15.86,14.336,15.415,11.61,10.791,10.364,0.3164978354978343,-1.0873976608187141,-0.008070093457945182,2.3072456140350903,3.7284766355140198,7.0362710280373815,1.7296842105263184,2.4061355140186933,4.93768691588785,1.8265233644859802,0.45618954248365956,umag_gmag_Hamag,2.39,-61.600417,4.392,3.624,15.902,168.982077,11.19,8.41,13886,1,0,0,1
5461,20.613,19.934,17.857,16.61,17.479,14.274,13.368,13.032,-0.30105627705627924,-1.439807017543862,-0.571443925233647,1.2391812865497083,2.388598130841122,5.091280373831776,1.3550526315789493,1.902130841121497,3.9696588785046742,1.490644859813084,0.6205098039215673,Jmag_Hmag_Kmag,0.67,-60.835436,4.525,4.072,17.878,169.747604,15.3,7.536,13952,1,0,0,0
5487,18.942,18.983,17.48,16.579,17.149,14.919,14.526,14.105,-0.7502077922077925,-1.573374269005848,-0.9751401869158879,0.3660467836257313,1.140280373831776,3.0768317757009345,0.9813684210526319,1.3498738317757013,2.8275046728971964,1.0608130841121495,0.03528758169934765,umag_gmag_imag,3.86,-61.248956,4.631,4.059,17.473,169.564159,17.92,5.585,14009,1,0,1,0
5572,20.396,19.902,18.438,17.493,18.005,15.952,15.215,15.156,-0.19680519480519598,-1.0415614035087735,-0.4722289719626178,0.8085263157894755,1.53714018691589,3.5441962616822456,0.9168947368421073,1.2636869158878528,2.7894112149532737,1.0885514018691593,0.6868692810457524,Jmag_Hmag_Kmag,5.82,-61.45154,4.317,3.935,18.371,169.686051,15.51,5.284,14165,1,0,0,0
5678,21.179,19.842,17.594,16.204,17.185,13.706,12.937,12.505,0.2762554112554123,-0.981959064327484,-0.01633177570093447,1.8942397660818684,3.187467289719621,6.203542056074761,1.4432631578947341,2.058789719626165,4.366873831775697,1.6650467289719626,0.4019411764705896,umag_gmag_Hamag,4.24,-61.418338,4.384,3.829,17.623,170.125177,13.32,7.737,14382,1,0,0,0
5685,18.867,18.868,17.441,16.524,17.044,15.315,14.644,14.572,-0.6743463203463178,-1.495128654970756,-0.9300467289719591,0.31058479532164207,1.040130841121499,2.9942149532710274,0.8961052631578955,1.2433411214953274,2.730355140186913,1.0627943925233625,0.6098235294117633,umag_gmag_imag,6.74,-60.971453,4.633,3.681,17.388,170.502982,18.38,5.057,14401,1,0,1,0
5687,19.54,19.688,18.157,17.272,17.843,15.635,15.105,14.84,-0.8704199134199124,-1.688023391812865,-1.0877429906542044,0.30650877192982207,1.077803738317756,2.983084112149535,1.0186315789473666,1.3857383177570082,2.8402476635514033,1.0450934579439273,0.3048366013071885,umag_gmag_imag,5.62,-61.179767,4.637,4.1,18.152,170.355833,18.65,5.612,14405,1,0,1,0
5722,20.484,18.317,15.149,13.372,14.604,9.97,9.007,8.402,0.6721428571428585,-0.985076023391811,0.2757990654205622,3.173502923976612,4.805280373831779,8.654878504672897,2.1392105263157912,2.915873831775702,5.860364485981308,2.1224205607476625,0.44894771241830134,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,1.96,-61.949044,4.369,3.68,15.143,170.078909,8.86,10.121,14506,1,0,0,1
5731,20.666,19.514,17.423,16.186,16.984,13.833,12.859,12.474,0.1653376623376629,-0.9693567251461972,-0.1366448598130816,1.7383450292397706,2.816308411214959,5.479364485981311,1.37484210526316,1.8879112149532737,3.9209065420560756,1.4607383177570081,0.6468758169934645,Jmag_Hmag_Kmag,7.07,-60.803334,4.296,4.126,17.412,171.004441,12.54,7.361,14533,1,0,0,0
5738,20.557,19.899,18.15,17.16,17.742,15.43,14.774,14.747,-0.1672857142857176,-1.087912280701757,-0.440658878504675,1.2027894736842129,2.010439252336451,4.125859813084111,1.1758421052631611,1.5602523364486016,3.1714205607476647,1.1531775700934566,0.633058823529413,Jmag_Hmag_Kmag,3.39,-61.512581,4.394,3.611,18.131,170.503337,15.74,5.717,14544,1,0,0,0
5750,20.319,19.82,18.291,17.366,17.93,15.558,14.961,15.044,-0.2224761904761916,-1.0652456140350892,-0.46366355140187043,0.9028538011695888,1.677121495327101,3.659317757009345,0.993473684210526,1.3619953271028034,2.8730467289719632,1.0831308411214962,0.6675228758169931,Jmag_Hmag_Kmag,5.35,-60.556123,4.303,4.08,18.093,171.263414,15.04,5.51,14568,1,0,0,0
5756,20.499,19.962,18.39,17.451,18.017,16.053,15.236,15.163,-0.20476623376623426,-1.0635789473684214,-0.4536775700934589,0.9668245614035071,1.7464579439252308,3.756822429906539,1.028368421052631,1.3994439252336435,2.931532710280372,1.0976915887850465,0.7549738562091501,Jmag_Hmag_Kmag,7.69,-61.353465,4.344,3.679,18.372,170.729772,15.82,5.247,14584,1,0,0,0
5764,17.179,17.514,16.266,15.565,15.945,14.352,13.947,13.845,-0.9238831168831182,-1.5773450292397666,-1.1341635514018693,0.06032163742690255,0.6010000000000023,2.0898878504672895,0.842157894736844,1.0995000000000021,2.2313364485981313,0.8075420560747654,0.31833333333333574,umag_gmag_imag,6.06,-61.627888,4.641,3.874,16.259,170.602484,17.83,4.459,14605,1,0,1,0
5775,20.701,19.847,17.937,16.816,17.554,14.882,14.099,13.973,-0.047255411255411994,-1.0780409356725167,-0.313929906542058,1.4004444444444415,2.391738317757006,4.809224299065422,1.260999999999999,1.7328177570093448,3.5793271028037403,1.3279158878504693,0.6759411764705882,Jmag_Hmag_Kmag,6.66,-61.49431,4.389,3.711,17.927,170.797076,14.89,6.377,14632,1,0,0,0
5859,20.523,19.908,17.927,16.764,17.528,14.402,13.386,12.928,-0.319757575757578,-1.389070175438599,-0.5972429906542083,1.181356725146199,2.2081869158878495,4.715785046728971,1.3076842105263173,1.7964158878504686,3.7116448598130853,1.3772056074766357,0.6268496732026159,Jmag_Hmag_Kmag,6.37,-61.150144,4.42,4.513,17.972,172.012973,14.07,7.594,14860,1,0,0,0
5861,19.673,19.293,17.55,16.598,17.07,15.152,14.564,14.601,-0.44245454545454566,-1.3378654970760244,-0.7522757009345797,0.9650116959064285,1.656457943925231,3.6661028037383185,1.1918421052631554,1.5209439252336432,3.045691588785048,1.084336448598133,0.6194379084967319,Jmag_Hmag_Kmag,5.99,-61.343432,4.582,3.326,17.43,171.896628,17.67,5.375,14865,1,0,1,0
