,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
1529,19.75,17.66,15.96,14.86,15.56,13.372,12.677,12.448,1.287835497835498,0.3052046783625728,1.0203738317757012,2.451988304093565,3.401214953271027,5.766635514018693,1.0631578947368405,1.5149532710280367,3.3200934579439267,1.2962616822429924,0.5004248366013082,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-5.9126944,0.01,,0.115,0.01,,,True,1.295,,,0.06,,,1.029,528,16.814,0.01,Basel 1,0.01,0.077,0.065,0.119,,,,,0.057,282.1510833,,,,,0.063,O
1532,17.13,15.35,13.67,12.68,13.3,11.472,10.836,10.6,0.9872727272727269,0.07807017543859618,0.7358411214953273,2.2557894736842097,3.100373831775701,5.226448598130841,1.1068421052631576,1.5088317757009346,3.130654205607477,1.163831775700935,0.4354771241830052,umag_gmag_rmag | umag_gmag_Hamag | umag_imag_Hamag,,-5.8009167,0.0,,0.062,0.01,,,True,1.178,,,0.01,,,1.06,100,14.51,0.01,Basel 1,0.02,0.044,0.029,0.068,,,,,0.03,282.152625,,,,,0.041,O
1533,20.84,17.27,14.97,13.54,14.47,11.57,10.644,10.342,2.4847186147186155,1.1923976608187137,2.143831775700936,4.130584795321635,5.384018691588785,8.464672897196264,1.4721052631578928,2.068691588785046,4.420981308411216,1.6907476635514038,0.669398692810458,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.8865278,0.01,,0.088,0.01,,,False,1.662,,,0.15,,,1.419,427,16.097,0.02,Basel 1,0.01,0.066,0.025,0.108,,,,,0.026,282.1530417,,,,,0.026,O
1539,20.73,17.59,15.46,14.16,15.01,12.216,11.319,11.07,2.134935064935066,0.9536257309941529,1.8258878504672906,3.688713450292397,4.832616822429905,7.63448598130841,1.3773684210526302,1.9218224299065407,4.0615420560747655,1.5383177570093465,0.6854313725490176,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.85425,0.01,,0.092,0.01,,,False,1.567,,,0.13,,,1.506,296,16.327,0.02,Basel 1,0.01,0.07,0.023,0.119,,,,,0.028,282.156125,,,,,0.023,O
1542,18.14,15.98,14.41,13.4,14.02,12.069,11.359,11.195,1.419177489177489,0.5154385964912285,1.1616822429906541,2.5014619883040945,3.350934579439252,5.51644859813084,0.9852631578947373,1.3895794392523366,3.040654205607476,1.1838317757009342,0.570653594771243,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-5.9854167,0.01,,0.073,0.01,,,False,1.206,,,0.03,,,1.142,819,15.236,0.01,Basel 1,0.01,0.051,0.029,0.08,,,,,0.025,282.1592917,,,,,0.029,O
1570,16.64,14.45,12.64,11.76,12.22,10.061,9.265,8.993,1.335930735930738,0.4753216374269025,1.0541588785046752,2.929590643274853,3.5917757009345794,5.456074766355142,1.300526315789472,1.615700934579438,3.0317757009345794,1.0089719626168234,0.5648888888888881,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-58.2875,0.0,,0.064,0.0,,,False,1.408,,,0.01,,,1.126,121,13.644,0.0,NGC 3293,0.0,0.055,0.019,0.076,,,,,0.022,158.856375,,,,,0.023,O
1585,15.6,14.06,12.68,12.03,12.32,10.997,10.388,10.19,0.8888311688311676,0.24602339181286403,0.6537383177570085,2.1293567251461987,2.570093457943926,3.9331775700934593,1.0036842105263164,1.2134579439252346,2.245467289719628,0.7313084112149539,0.4407647058823526,umag_gmag_rmag,,-61.53625,0.01,,0.071,0.0,,,False,0.983,,,0.01,,,0.837,24,13.311,0.01,NGC 3766,0.0,0.041,0.019,0.062,,,,,0.024,174.0332083,,,,,0.022,O
1599,12.46,13.13,12.94,12.75,12.82,12.617,12.516,12.517,-0.7596536796536801,-0.9122222222222226,-0.8278971962616823,-0.7111111111111091,-0.5966355140186894,-0.20233644859812966,0.08000000000000158,0.13448598130841288,0.43200934579439354,0.20962616822429864,0.10184967320261477,umag_gmag_rmag | umag_rmag_Hamag,,-63.3640556,0.0,,0.086,0.0,,,False,0.332,,,0.0,,,0.126,51,13.079,0.0,IC 2944,0.0,0.05,0.039,0.065,,,,,0.029,174.5650417,,,,,0.037,Be?
1600,15.68,13.97,12.54,11.87,12.21,10.631,10.067,9.891,1.0352380952380935,0.3714035087719283,0.8135514018691583,2.325029239766083,2.8192523364486,4.235794392523367,1.0421052631578962,1.2773364485981331,2.3526168224299093,0.7653271028037387,0.41445751633986927,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-63.3524167,0.0,,0.079,0.0,,,False,1.158,,,0.01,,,0.852,40,13.233,0.0,IC 2944,0.0,0.054,0.023,0.081,,,,,0.022,174.5758333,,,,,0.023,O
1657,15.26,14.94,13.98,13.4,13.59,12.704,11.326,11.119,-0.1329870129870122,-0.6616374269005838,-0.3676168224299059,0.5745029239766076,0.9009345794392513,2.097943925233644,0.6242105263157885,0.7795794392523353,1.6811682242990642,0.6332710280373831,1.202117647058823,Jmag_Hmag_Kmag,,-61.2429444,0.0,,0.075,0.01,,,False,0.741,,,0.01,,,0.585,181,14.365,0.0,NGC 4103,0.0,0.046,,0.067,,,,,0.035,181.780375,,,,,,O
1660,16.19,14.41,12.91,12.13,12.44,10.933,10.292,10.1,1.0722077922077933,0.32666666666666844,0.7765887850467299,2.331228070175441,2.8231775700934585,4.448224299065419,1.0484210526315794,1.2825700934579436,2.510327102803737,0.8669158878504664,0.4778627450980391,umag_gmag_rmag | umag_gmag_Hamag,,-61.3225833,0.0,,0.057,0.0,,,False,1.068,,,0.01,,,0.945,291,13.608,0.0,NGC 4103,0.0,0.035,0.023,0.055,,,,,0.023,181.809375,,,,,0.026,O
1661,16.4,14.92,13.53,12.8,13.08,11.749,11.122,10.995,0.8241125541125526,0.12865497076023336,0.542803738317756,1.982046783625732,2.4326168224299067,3.9506542056074734,0.967368421052633,1.181822429906543,2.328037383177569,0.8085046728971947,0.5190915032679739,umag_gmag_rmag,,-61.3243056,0.01,,0.067,0.0,,,True,0.987,,,0.01,,,0.89,294,14.143,0.0,NGC 4103,0.0,0.043,0.025,0.066,,,,,0.023,181.84525,,,,,0.026,O
1665,18.33,16.91,15.56,14.84,15.22,13.684,13.145,13.006,0.7829870129870113,0.1005263157894718,0.5592056074766341,1.8942105263157867,2.4395327102803717,3.965887850467289,0.9331578947368415,1.1927102803738316,2.3523364485981317,0.8265420560747673,0.4208954248366016,umag_gmag_rmag,,-60.6841111,0.01,,0.083,0.01,,,False,1.024,,,0.03,,,0.838,1013,16.177,0.01,Trumpler 20,0.01,0.036,0.041,0.054,,,,,0.044,189.7158333,,,,,0.04,O
1675,17.22,15.71,14.32,13.52,13.93,12.301,11.726,11.55,0.8541125541125519,0.11403508771929571,0.603364485981306,1.9269005847953196,2.5209345794392504,4.213457943925233,0.9268421052631581,1.209579439252337,2.4946261682243005,0.9149532710280381,0.4254575163398685,umag_gmag_rmag,,-60.6999722,0.0,,0.07,0.0,,,False,1.042,,,0.01,,,0.924,1099,15.016,0.01,Trumpler 20,0.0,0.024,0.024,0.038,,,,,0.024,189.72175,,,,,0.024,O
1678,19.16,16.97,15.12,14.07,14.66,12.396,11.617,11.364,1.3170562770562786,0.3414619883040959,1.0134112149532732,2.762807017543862,3.592897196261684,5.828878504672897,1.242105263157895,1.637196261682243,3.338364485981307,1.2154205607476625,0.564032679738562,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.7151111,0.01,,0.08,0.0,,,False,1.341,,,0.04,,,1.253,1171,16.052,0.01,Trumpler 20,0.0,0.036,0.019,0.059,,,,,0.021,189.7247083,,,,,0.021,O
1686,17.69,15.16,13.42,12.51,12.98,11.087,10.322,10.063,1.7089610389610401,0.8408187134502936,1.4196261682243005,3.16309941520468,3.842336448598133,5.768598130841124,1.2131578947368422,1.5364485981308416,2.9992056074766364,1.0417757009345798,0.5449346405228777,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5431944,0.0,,0.065,0.0,,,False,1.248,,,0.01,,,1.135,177,14.29,0.01,Trumpler 20,0.0,0.02,0.02,0.034,,,,,0.024,189.73475,,,,,0.022,O
1695,19.53,17.52,15.72,14.68,15.28,13.094,12.339,12.111,1.160649350649353,0.19970760233918328,0.8690654205607493,2.5449707602339178,3.38233644859813,5.601401869158879,1.1978947368421038,1.5964485981308396,3.285794392523364,1.2082242990654213,0.5612745098039208,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5885833,0.01,,0.09,0.01,,,True,1.3,,,0.05,,,1.299,414,16.652,0.0,Trumpler 20,0.01,0.045,0.026,0.074,,,,,0.026,189.7383333,,,,,0.024,O
1696,17.92,15.82,14.18,13.28,13.76,11.848,11.136,10.922,1.3261471861471874,0.480935672514621,1.0507476635514033,2.645263157894739,3.3317757009345814,5.241121495327105,1.1189473684210531,1.4457009345794398,2.896635514018693,1.0345794392523369,0.5301699346405255,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6981389,0.01,,0.07,0.0,,,False,1.217,,,0.02,,,1.093,1092,15.008,0.01,Trumpler 20,0.0,0.025,0.024,0.041,,,,,0.026,189.73875,,,,,0.024,O
1701,16.03,14.64,13.36,12.63,12.99,11.588,10.969,10.842,0.7860173160173161,0.10877192982456219,0.549579439252337,1.7820467836257345,2.3103738317757037,3.8508411214953266,0.8573684210526336,1.108831775700936,2.277476635514018,0.8309345794392509,0.5110915032679746,umag_gmag_rmag,,-60.6777222,0.0,,0.064,0.0,,,False,0.98,,,0.01,,,0.83,973,13.974,0.0,Trumpler 20,0.0,0.017,0.019,0.027,,,,,0.024,189.742875,,,,,0.022,O
1715,18.26,16.48,14.92,14.04,14.52,12.677,11.941,11.778,1.0438961038961048,0.22467836257309992,0.7816822429906551,2.2695906432748547,2.9512149532710295,4.821121495327105,1.0505263157894738,1.3749532710280379,2.796635514018693,1.0145794392523373,0.5975032679738549,umag_gmag_rmag | umag_gmag_Hamag,,-60.6426111,0.01,,0.075,0.01,,,True,1.211,,,0.02,,,1.01,778,15.716,0.0,Trumpler 20,0.0,0.031,0.027,0.048,,,,,0.022,189.7510417,,,,,0.021,O
1718,16.95,15.32,13.93,13.15,13.55,11.976,11.345,11.174,0.9741125541125529,0.24678362573099344,0.7284579439252331,2.0712280701754393,2.650654205607477,4.300934579439252,0.9384210526315799,1.2142056074766365,2.4671962616822434,0.8921495327102799,0.48570588235294043,umag_gmag_rmag | umag_gmag_Hamag,,-60.6573056,0.01,,0.066,0.0,,,False,1.026,,,0.01,,,0.893,866,14.587,0.0,Trumpler 20,0.0,0.02,0.026,0.031,,,,,0.022,189.753375,,,,,0.024,O
1719,18.69,17.0,15.36,14.39,14.92,12.871,12.172,11.929,0.9161471861471873,0.02631578947368607,0.6305607476635529,2.1501169590643308,2.9023364485981333,4.963738317757009,1.0784210526315803,1.436448598130842,3.003785046728971,1.1185981308411201,0.4925294117647055,umag_gmag_rmag,,-60.6274444,0.01,,0.078,0.01,,,False,1.098,,,0.03,,,0.604,666,15.926,0.01,Trumpler 20,0.0,0.033,0.032,0.047,,,,,0.039,189.7542083,,,,,0.037,O
1727,16.56,14.78,13.34,12.56,12.95,11.342,10.709,10.548,1.1005194805194802,0.36491228070175463,0.8478971962616818,2.2712280701754386,2.8409345794392507,4.488411214953268,0.9884210526315789,1.2595794392523358,2.5097663551401848,0.8893457943925224,0.4962026143790862,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.6230556,0.01,,0.065,0.01,,,False,1.072,,,0.01,,,0.959,632,14.047,0.01,Trumpler 20,0.0,0.018,0.023,0.029,,,,,0.022,189.7622083,,,,,0.022,O
1730,18.1,16.67,15.34,14.58,14.95,13.492,12.888,12.762,0.8024242424242414,0.09777777777777663,0.5539252336448585,1.8355555555555576,2.3809345794392534,3.9833644859813084,0.890000000000002,1.1495794392523382,2.364906542056076,0.8637383177570089,0.4969411764705897,umag_gmag_rmag,,-60.6888056,0.0,,0.081,0.0,,,True,1.01,,,0.02,,,0.812,1041,16.007,0.01,Trumpler 20,0.01,0.034,0.04,0.05,,,,,0.033,189.7625,,,,,0.026,O
1731,19.0,16.93,15.22,14.25,14.78,12.699,11.956,11.736,1.263116883116884,0.3616959064327492,0.9749065420560752,2.6001169590643265,3.352336448598129,5.413738317757009,1.1484210526315777,1.5064485981308398,3.0737850467289713,1.118598130841122,0.5560718954248379,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6978056,0.01,,0.079,0.0,,,True,1.266,,,0.04,,,1.148,1089,16.052,0.0,Trumpler 20,0.0,0.035,0.021,0.055,,,,,0.026,189.762875,,,,,0.026,O
1733,17.21,15.35,13.87,13.06,13.47,11.8,11.145,10.946,1.1616450216450227,0.4002923976608206,0.902429906542058,2.3547368421052663,2.9512149532710312,4.663457943925234,1.0110526315789485,1.2949532710280385,2.5946261682242984,0.9249532710280362,0.48591503267973984,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.5797222,0.0,,0.066,0.0,,,False,1.078,,,0.01,,,0.901,359,14.504,0.0,Trumpler 20,0.0,0.019,0.02,0.031,,,,,0.026,189.7638333,,,,,0.026,O
1741,16.55,16.09,15.43,14.92,15.21,13.331,14.035,13.964,0.1485714285714294,-0.2857894736842095,0.011775700934580913,0.4996491228070189,0.9061682242990676,1.9931775700934597,0.36473684210526347,0.5582242990654213,1.3854672897196267,0.5913084112149534,-0.7643267973856213,Jmag_Hmag_Kmag,,-60.7159722,0.01,,0.08,0.01,,,False,0.49,,,0.01,,,0.461,1174,15.676,0.01,Trumpler 20,0.01,0.029,0.103,0.041,,,,,,189.76675,,,,,0.113,O
1744,18.49,16.49,14.82,13.88,14.39,12.39,11.66,11.438,1.211991341991343,0.3363157894736859,0.9303738317757022,2.526608187134502,3.2520560747663536,5.248691588785044,1.125789473684209,1.4710747663551385,2.9889252336448573,1.082990654205607,0.5413725490196086,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5815833,0.01,,0.074,0.0,,,True,1.238,,,0.03,,,1.12,372,15.664,0.0,Trumpler 20,0.0,0.03,0.026,0.049,,,,,0.026,189.7682083,,,,,0.026,O
1754,17.81,16.2,14.7,13.83,14.32,12.458,11.776,11.601,0.9022077922077917,0.09929824561403522,0.6524299065420562,2.051754385964913,2.740654205607477,4.593644859813083,0.9963157894736847,1.324205607476636,2.734065420560747,1.0073831775700928,0.533307189542485,umag_gmag_rmag,,-60.5366944,0.01,,0.074,0.0,,,True,1.124,,,0.02,,,1.022,153,15.469,0.0,Trumpler 20,0.0,0.028,0.027,0.045,,,,,0.029,189.7747917,,,,,0.028,O
1755,18.75,15.98,14.03,12.94,13.57,11.181,10.305,10.047,1.849870129870129,0.8322222222222215,1.5424766355140185,3.394152046783627,4.272897196261684,6.598971962616824,1.3189473684210538,1.7371962616822445,3.5080841121495343,1.2666355140186916,0.6567843137254904,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-60.5689722,0.01,,0.069,0.0,,,False,1.428,,,0.03,,,1.346,304,15.023,0.01,Trumpler 20,0.01,0.026,0.023,0.044,,,,,0.024,189.7749167,,,,,0.024,O
1758,18.29,16.36,14.84,14.0,14.42,12.677,12.027,11.82,1.2127705627705627,0.4256725146198834,0.9418691588785049,2.428245614035087,3.0417757009345787,4.815981308411214,1.0336842105263155,1.3257009345794388,2.6720560747663544,0.9577570093457942,0.47411764705882475,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.6342222,0.0,,0.074,0.01,,,False,1.091,,,0.02,,,0.939,716,15.472,0.01,Trumpler 20,0.0,0.028,0.035,0.043,,,,,0.042,189.7768333,,,,,0.046,O
1759,19.22,16.22,14.09,12.94,13.6,11.078,10.178,9.861,1.9949350649350654,0.9092397660818721,1.6655140186915895,3.731169590643274,4.653738317757008,7.106542056074765,1.4642105263157883,1.9033177570093447,3.7703738317757005,1.335046728971963,0.6306535947712404,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.6076944,0.01,,0.07,0.0,,,False,1.515,,,0.04,,,1.479,531,15.172,0.01,Trumpler 20,0.0,0.028,0.021,0.048,,,,,0.024,189.7774167,,,,,0.022,O
1766,20.02,16.89,14.78,13.59,14.29,11.671,10.74,10.41,2.1343722943722927,1.0264912280701743,1.805700934579438,3.7925146198830424,4.763738317757009,7.30663551401869,1.4210526315789491,1.883317757009347,3.8200934579439254,1.38626168224299,0.6506078431372541,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.5327778,0.01,,0.076,0.0,,,False,1.584,,,0.07,,,1.526,140,15.898,0.01,Trumpler 20,0.01,0.035,0.021,0.06,,,,,0.024,189.7830417,,,,,0.024,O
1767,17.87,16.37,15.03,14.3,14.64,13.191,12.599,12.392,0.867705627705627,0.18052631578947365,0.6188317757009345,1.9520467836257345,2.460934579439255,3.9957943925233645,0.917368421052634,1.1595794392523386,2.322616822429907,0.825327102803737,0.4161176470588235,umag_gmag_rmag,,-60.6084167,0.01,,0.076,0.01,,,False,0.985,,,0.02,,,0.896,538,15.66,0.01,Trumpler 20,0.0,0.03,0.021,0.046,,,,,0.024,189.7831667,,,,,0.03,O
1774,19.08,16.92,15.13,14.17,14.7,12.53,11.803,11.61,1.3153679653679617,0.4070760233918085,1.0292523364485937,2.7822807017543827,3.532056074766351,5.573738317757007,1.23421052631579,1.5910747663551406,3.1437850467289734,1.1085981308411221,0.5630130718954223,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6862778,0.01,,0.078,0.0,,,False,1.28,,,0.04,,,1.225,1027,15.986,0.0,Trumpler 20,0.01,0.035,0.035,0.057,,,,,0.021,189.7880833,,,,,0.04,O
1777,16.6,14.62,13.05,12.19,12.65,10.832,10.103,9.912,1.239177489177492,0.43105263157895,0.9765887850467321,2.5039181286549703,3.1612149532710285,4.986074766355143,1.0721052631578927,1.384953271028036,2.7717757009345796,0.9889719626168239,0.5667124183006556,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag,,-60.6444722,0.01,,0.064,0.0,,,False,1.16,,,0.01,,,1.051,794,13.83,0.0,Trumpler 20,0.0,0.017,0.023,0.029,,,,,0.024,189.791875,,,,,0.026,O
1779,16.79,14.84,13.29,12.43,12.89,11.074,10.407,10.207,1.2186147186147176,0.4138011695906427,0.9567757009345793,2.453918128654972,3.1112149532710296,4.936074766355141,1.052105263157896,1.3649532710280388,2.75177570093458,0.9889719626168221,0.4970653594771246,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.6413611,0.0,,0.065,0.01,,,False,1.15,,,0.01,,,1.033,771,14.062,0.01,Trumpler 20,0.0,0.018,0.023,0.03,,,,,0.024,189.7924167,,,,,0.026,O
1790,16.7,15.25,13.87,13.09,13.51,11.904,11.227,11.078,0.7988311688311678,0.07315789473684142,0.5637383177570087,1.8812280701754398,2.480093457943926,4.135981308411214,0.9284210526315801,1.2134579439252346,2.472056074766355,0.8977570093457937,0.5503986928104564,umag_gmag_rmag,,-60.62275,0.01,,0.066,0.0,,,False,1.041,,,0.01,,,0.916,631,14.554,0.01,Trumpler 20,0.0,0.02,0.033,0.032,,,,,0.038,189.7984167,,,,,0.038,O
1798,18.95,17.07,15.35,14.37,14.93,12.741,12.039,11.84,1.0683982683982673,0.15894736842105117,0.7899999999999989,2.4079532163742687,3.191775700934579,5.281308411214954,1.152631578947369,1.52570093457944,3.1160747663551414,1.137009345794393,0.5329150326797387,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.65975,0.01,,0.079,0.01,,,False,1.236,,,0.06,,,1.103,886,16.018,0.01,Trumpler 20,0.01,0.035,0.021,0.055,,,,,0.022,189.8030833,,,,,0.021,O
1803,19.07,17.09,15.32,14.33,14.9,12.747,12.0,11.795,1.1448051948051954,0.22070175438596573,0.8645327102803748,2.5457894736842106,3.3417757009345794,5.453831775700935,1.1968421052631575,1.5757009345794388,3.1835046728971963,1.1498130841121499,0.5728169934640521,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6990278,0.01,,0.082,0.01,,,False,1.299,,,0.04,,,1.151,1093,16.23,0.01,Trumpler 20,0.01,0.038,0.027,0.06,,,,,0.024,189.8085833,,,,,0.024,O
1809,17.69,16.25,14.83,13.99,14.42,12.738,12.117,11.96,0.7699567099567113,-0.0005847953216358004,0.5078971962616837,1.8382456140350893,2.461495327102805,4.2385046728971965,0.9336842105263159,1.2303271028037381,2.5794859813084106,0.9605607476635512,0.48760130718954114,umag_gmag_rmag,,-60.7061111,0.01,,0.074,0.01,,,False,1.096,,,0.02,,,0.97,1124,15.541,0.0,Trumpler 20,0.01,0.029,0.027,0.045,,,,,0.027,189.813625,,,,,0.028,O
1810,19.06,16.9,15.15,14.18,14.74,12.561,11.767,11.551,1.3342424242424253,0.4261988304093578,1.0598130841121507,2.7301169590643255,3.511495327102802,5.581308411214953,1.1884210526315768,1.5603271028037364,3.136074766355139,1.1270093457943933,0.6104705882352952,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5238333,0.01,,0.078,0.0,,,True,1.282,,,0.03,,,1.24,112,16.046,0.01,Trumpler 20,0.01,0.035,0.025,0.057,,,,,0.022,189.8144167,,,,,0.021,O
1815,17.15,15.64,14.15,13.33,13.78,11.892,11.235,10.979,0.8069264069264049,0.03754385964912066,0.5626168224299042,2.0025730994152027,2.6403738317756984,4.383551401869156,1.0152631578947369,1.3188317757009345,2.6443457943925233,0.9461682242990656,0.4394836601307188,umag_gmag_rmag,,-60.6158333,0.01,,0.066,0.0,,,False,1.046,,,0.02,,,0.882,589,14.534,0.01,Trumpler 20,0.0,0.02,0.026,0.031,,,,,0.033,189.8189167,,,,,0.035,O
1818,19.45,17.09,15.29,14.31,14.86,12.692,11.917,11.643,1.51064935064935,0.5879532163742691,1.2241588785046724,2.967953216374271,3.7420560747663556,5.828785046728969,1.23263157894737,1.601074766355141,3.1886448598130825,1.1342056074766338,0.5421895424836612,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.55175,0.01,,0.08,0.0,,,False,1.36,,,0.05,,,1.231,213,16.201,0.0,Trumpler 20,0.01,0.037,0.023,0.06,,,,,0.026,189.821625,,,,,0.03,O
1819,18.95,16.56,14.79,13.83,14.37,12.244,11.493,11.241,1.5548051948051955,0.6498245614035105,1.274532710280375,2.9922807017543875,3.7517757009345796,5.796261682242989,1.2142105263157896,1.5757009345794388,3.131214953271026,1.1114018691588774,0.5368823529411754,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5135833,0.01,,0.088,0.0,,,False,1.294,,,0.04,,,1.142,81,15.709,0.0,Trumpler 20,0.01,0.044,0.021,0.07,,,,,0.024,189.8230417,,,,,0.024,O
1830,16.77,15.34,13.94,13.13,13.57,11.902,11.283,11.103,0.769393939393939,0.02128654970760291,0.5284579439252338,1.844736842105265,2.470373831775702,4.191028037383176,0.9310526315789485,1.2288317757009353,2.536915887850466,0.9333644859813071,0.4660588235294118,umag_gmag_rmag,,-60.5817778,0.0,,0.067,0.0,,,True,1.071,,,0.01,,,0.94,373,14.638,0.01,Trumpler 20,0.0,0.021,0.025,0.033,,,,,0.03,189.8282917,,,,,0.032,O
1832,17.2,15.1,13.51,12.64,13.12,11.317,10.54,10.321,1.3497402597402597,0.5319298245614039,1.0914953271028034,2.6317543859649133,3.3109345794392513,5.1611214953271,1.0863157894736846,1.4095794392523362,2.8166355140186896,1.0045794392523353,0.5909215686274525,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5528611,0.0,,0.065,0.0,,,False,1.175,,,0.01,,,1.039,216,14.312,0.0,Trumpler 20,0.0,0.019,0.021,0.031,,,,,0.026,189.8289167,,,,,0.022,O
1836,20.73,17.62,15.27,13.97,14.77,11.809,10.792,10.536,2.00112554112554,0.7833918128654966,1.6583644859813074,3.8787134502924,4.974018691588786,7.761869158878503,1.5973684210526338,2.1186915887850484,4.2443925233644855,1.5242990654205595,0.7994836601307183,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,,-60.6961944,0.02,,0.101,0.0,,,False,1.689,,,0.13,,,1.628,1080,16.493,0.0,Trumpler 20,0.01,0.061,0.023,0.106,,,,,0.024,189.8312917,,,,,0.021,O
