,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
2172,19.55,16.79,14.79,13.65,14.39,11.803,10.974,10.712,0.6890000000000045,0.1952941176470686,0.8841860465116298,1.1804651162790725,0.2962790697674422,umag_gmag_rmag_imag,,-60.549,0.0,,0.076,0.0,,,True,1.47,,,0.05,,,1.37,204,15.795,0.0,Trumpler 20,0.0,0.033,,0.056,,,,,0.029,190.024625,,,,,,O
2181,16.56,14.46,12.88,12.01,12.57,10.653,9.913,9.704,0.5194999999999965,0.11235294117646455,0.6804651162790671,0.9711627906976714,0.2906976744186043,umag_gmag_rmag_imag,,-60.5956667,0.01,,0.064,0.0,,,False,1.158,,,0.01,,,1.059,468,13.646,0.0,Trumpler 20,0.0,0.017,0.02,0.029,,,,,0.024,190.0314583,,,,,0.025,O
2214,19.09,16.5,14.46,13.32,14.08,11.487,10.606,10.324,0.5189999999999992,0.15352941176469992,0.6634883720930247,0.9537209302325604,0.2902325581395355,umag_gmag_rmag_imag,,-60.6886389,0.01,,0.072,0.01,,,False,1.485,,,0.04,,,1.478,1046,15.518,0.01,Trumpler 20,0.0,0.03,0.02,0.052,,,,,0.023,190.0587917,,,,,0.025,O
2216,18.84,16.46,14.67,13.66,14.31,11.998,11.185,10.935,0.5451666666666666,0.07176470588235473,0.7323255813953478,1.0258139534883721,0.29348837209302414,umag_gmag_rmag_imag,,-60.5396389,0.01,,0.073,0.01,,,False,1.334,,,0.03,,,1.269,168,15.58,0.0,Trumpler 20,0.0,0.03,0.023,0.05,,,,,0.026,190.06225,,,,,0.026,O
2226,17.47,15.46,13.95,13.13,13.64,11.858,11.156,10.98,0.5203333333333344,0.022352941176476238,0.7172093023255806,1.0530232558139554,0.33581395348837484,umag_gmag_rmag_imag,,-60.5868333,0.01,,0.068,0.0,,,False,1.122,,,0.01,,,1.014,408,14.696,0.0,Trumpler 20,0.0,0.022,0.021,0.036,,,,,0.024,190.0672083,,,,,0.023,O
2315,17.16,14.87,13.05,12.12,12.67,10.588,9.835,9.656,0.6004999999999987,-0.14647058823529902,0.895813953488372,1.4495348837209279,0.5537209302325556,umag_gmag_rmag_imag,,-60.6412222,0.01,,0.065,0.0,,,False,1.271,,,0.01,,,1.161,776,13.944,0.0,Trumpler 20,0.0,0.018,0.025,0.031,,,,,0.026,190.1572083,,,,,0.025,O
2330,17.25,14.86,13.03,12.06,12.62,10.495,9.734,9.491,0.6278333333333364,-0.238823529411766,0.9704651162790743,1.511162790697683,0.5406976744186083,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-60.5758889,0.01,,0.064,0.0,,,False,1.296,,,0.01,,,1.139,336,13.905,0.01,Trumpler 20,0.0,0.018,0.025,0.031,,,,,0.025,190.1719167,,,,,0.025,O
2414,17.17,15.25,13.59,12.76,13.14,11.315,10.618,10.413,0.41216666666666857,-0.9652941176470535,0.9567441860465118,1.7418604651162783,0.7851162790697662,umag_gmag_imag_Hamag,,-47.3856667,0.01,,0.071,0.0,,,False,1.184,,,0.01,,,0.968,32,14.377,0.0,NGC 6200,0.0,0.046,0.032,0.074,,,,,0.035,250.9525417,,,,,0.036,O
2424,17.37,15.08,13.23,12.35,12.82,10.788,10.098,9.838,0.6913333333333331,-0.33882352941176563,1.0986046511627905,1.8665116279069758,0.7679069767441848,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-47.5531111,0.01,,0.065,0.0,,,False,1.249,,,0.01,,,1.132,272,14.074,0.0,NGC 6200,0.0,0.041,0.041,0.069,,,,,0.048,250.9847917,,,,,0.044,O
2437,17.55,14.91,12.91,11.91,12.47,10.235,9.362,9.122,0.8233333333333344,-0.1811764705882326,1.2204651162790698,1.931162790697674,0.7106976744186042,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-47.5444444,0.0,,0.061,0.0,,,False,1.392,,,0.01,,,1.233,257,13.932,0.0,NGC 6200,0.0,0.039,0.023,0.067,,,,,0.024,251.0463333,,,,,0.024,O
2462,17.46,15.07,13.2,12.26,12.79,10.673,9.899,9.663,0.6823333333333352,-0.238823529411766,1.0465116279069797,1.696279069767448,0.6497674418604682,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-47.5660278,0.0,,0.065,0.0,,,False,1.296,,,0.01,,,1.198,291,14.139,0.0,NGC 6200,0.0,0.042,0.026,0.072,,,,,0.024,251.127875,,,,,0.027,O
2465,17.44,15.0,13.08,12.11,12.67,10.49,9.653,9.388,0.677833333333334,-0.18882352941176528,1.0204651162790705,1.6511627906976747,0.6306976744186041,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-47.5692778,0.0,,0.062,0.0,,,False,1.358,,,0.02,,,1.212,294,14.073,0.0,NGC 6200,0.0,0.04,0.022,0.068,,,,,0.023,251.139,,,,,0.025,O
2467,16.65,14.61,12.91,12.07,12.53,10.647,9.998,9.768,0.5139999999999998,-0.3964705882353008,0.8739534883720952,1.514883720930237,0.6409302325581414,umag_gmag_rmag_imag,,-47.5728333,0.0,,0.06,0.0,,,False,1.221,,,0.01,,,1.061,301,13.791,0.0,NGC 6200,0.0,0.036,0.033,0.059,,,,,0.023,251.1425417,,,,,0.027,O
2578,17.92,15.51,13.62,12.61,13.24,11.031,10.241,10.017,0.5751666666666695,-0.026470588235286474,0.8130232558139543,1.2525581395348842,0.43953488372092986,umag_gmag_rmag_imag,,-44.7543056,0.0,,0.057,0.0,,,True,1.332,,,0.02,,,1.214,112,14.568,0.0,NGC 6249,0.0,0.04,0.023,0.069,,,,,0.026,254.3607083,,,,,0.026,O
2611,17.59,15.43,13.65,12.74,13.21,11.198,10.398,10.206,0.5068333333333337,-0.661176470588233,0.9686046511627897,1.6665116279069747,0.6979069767441846,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-44.8811944,0.0,,0.059,0.0,,,False,1.266,,,0.02,,,1.179,288,14.494,0.0,NGC 6249,0.0,0.041,0.03,0.069,,,,,0.027,254.4808333,,,,,0.03,O
2644,18.17,15.58,13.6,12.6,13.14,10.856,9.99,9.748,0.7733333333333354,-0.35941176470587566,1.2211627906976743,1.957906976744185,0.7367441860465107,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-44.8594167,0.0,,0.06,0.0,,,False,1.396,,,0.02,,,1.28,261,14.553,0.0,NGC 6249,0.0,0.043,0.027,0.074,,,,,0.029,254.5360417,,,,,0.027,O
2661,18.26,15.52,13.27,12.22,12.79,10.289,9.34,9.07,0.8325000000000045,-0.33764705882353097,1.295116279069774,2.2327906976744294,0.9376744186046553,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-44.7259722,0.0,,0.057,0.0,,,False,1.523,,,0.02,,,1.402,76,14.378,0.0,NGC 6249,0.0,0.04,0.02,0.07,,,,,0.024,254.576,,,,,0.023,O
2678,15.84,14.97,13.1,11.84,12.66,9.967,9.502,9.238,-1.4189999999999996,-1.951176470588234,-1.208604651162791,-1.2265116279069757,-0.01790697674418462,umag_gmag_rmag_imag,,-33.4319444,0.0,,0.092,0.0,,,True,1.375,,,0.01,,,1.315,13,14.052,0.0,Trumpler 27,0.0,0.04,0.023,0.064,,,,,0.021,264.0842917,,,,,0.024,O
2682,13.79,13.96,12.97,12.23,12.69,11.351,11.155,10.995,-1.514333333333335,-1.9652941176470684,-1.3360465116279057,-1.4051162790697629,-0.06906976744185767,umag_gmag_rmag_imag,,-33.52575,0.0,,0.088,0.0,,,True,0.746,,,0.0,,,0.692,46,13.417,0.0,Trumpler 27,0.0,0.03,0.04,0.042,,,,,0.04,264.1198333,,,,,0.042,B
2683,18.88,15.78,13.35,12.23,12.9,9.957,8.99,8.636,1.065333333333335,0.2147058823529444,1.4016279069767448,2.289069767441862,0.8874418604651171,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.4676667,0.0,,0.081,0.0,,,False,1.575,,,0.04,,,1.562,92,14.621,0.0,Trumpler 28,0.0,0.054,0.026,0.105,,,,,0.023,264.1210417,,,,,0.029,O
2694,18.26,15.73,13.59,12.64,13.18,10.654,9.801,9.485,0.8041666666666696,-0.09882352941176542,1.1611627906976785,2.0579069767441935,0.8967441860465148,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.5113889,0.0,,0.069,0.0,,,False,1.403,,,0.02,,,1.373,150,14.725,0.01,Trumpler 28,0.0,0.041,0.026,0.072,,,,,0.024,264.1623333,,,,,0.029,O
2695,17.42,15.16,13.19,12.34,12.81,10.562,9.72,9.483,0.715833333333336,-0.17647058823528683,1.0686046511627911,1.9565116279069774,0.8879069767441858,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.5255556,0.0,,0.061,0.0,,,False,1.276,,,0.01,,,1.246,163,14.181,0.0,Trumpler 28,0.0,0.031,0.028,0.055,,,,,0.026,264.1659583,,,,,0.027,O
2698,17.19,15.07,13.17,12.34,12.79,10.609,9.839,9.6,0.6121666666666679,-0.31647058823529894,0.9793023255813986,1.8432558139534945,0.8639534883720956,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.4467778,0.0,,0.062,0.0,,,False,1.278,,,0.01,,,1.204,66,14.235,0.0,Trumpler 28,0.0,0.032,0.025,0.057,,,,,0.02,264.1769583,,,,,0.025,O
2710,18.4,16.08,14.03,13.11,13.62,11.035,10.257,9.974,0.6486666666666676,-0.3088235294117663,1.0272093023255828,1.903023255813955,0.8758139534883722,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.4868889,0.0,,0.072,0.0,,,True,1.291,,,0.03,,,1.252,121,14.883,0.0,Trumpler 28,0.0,0.043,0.055,0.075,,,,,0.036,264.2200417,,,,,0.055,O
2717,16.92,14.88,12.99,12.16,12.61,10.454,9.641,9.436,0.5321666666666678,-0.396470588235299,0.8993023255813986,1.7532558139534946,0.8539534883720958,umag_gmag_rmag_imag,,-32.5377222,0.0,,0.06,0.0,,,False,1.241,,,0.01,,,1.185,173,13.998,0.0,Trumpler 28,0.0,0.029,0.038,0.052,,,,,0.024,264.2342083,,,,,0.031,O
2718,20.66,16.88,14.0,12.59,13.46,9.7,8.521,8.118,1.2185000000000015,0.31764705882353494,1.5746511627906976,2.451627906976742,0.8769767441860443,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-32.4439722,0.01,,0.098,0.0,,,False,1.66,,,0.13,,,0.907,62,15.233,0.01,Trumpler 28,0.0,0.071,0.031,0.111,,,,,0.03,264.2351667,,,,,0.034,O
2750,18.6,15.82,13.67,12.5,13.21,10.497,9.607,9.329,0.6545000000000019,-0.16941176470587616,0.9802325581395348,1.4955813953488368,0.5153488372093016,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-32.5528056,0.0,,0.068,0.0,,,True,1.501,,,0.03,,,1.439,186,14.762,0.0,Trumpler 28,0.0,0.04,0.023,0.074,,,,,0.023,264.3190417,,,,,0.025,O
2812,18.55,16.05,13.98,12.87,13.52,11.015,10.198,9.954,0.4834999999999985,-0.44941176470588884,0.8523255813953488,1.4258139534883725,0.5734883720930235,umag_gmag_rmag_imag,,-8.2495833,0.0,,0.066,0.0,,,True,1.53,,,0.03,,,1.412,165,15.03,0.0,NGC 6664,0.0,0.046,0.025,0.069,,,,,0.025,279.0612917,,,,,0.023,O
2820,13.72,13.68,12.87,12.34,12.41,11.59,11.43,11.262,-0.922833333333331,-2.9094117647058764,-0.137441860465116,0.5113953488372096,0.6488372093023256,umag_gmag_rmag_Hamag,,-8.2931667,0.0,,0.046,0.0,,,True,0.958,,,0.0,,,0.549,221,13.277,0.0,NGC 6664,0.0,0.024,0.046,0.033,,,,,0.021,279.0992083,,,,,0.035,Be
2859,19.31,16.92,14.88,13.85,14.42,12.005,11.196,10.867,0.5188333333333288,-0.5594117647058918,0.9451162790697645,1.672790697674417,0.7276744186046522,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-8.48825,0.0,,0.063,0.0,,,True,0.636,,,0.05,,,0.612,403,15.006,0.01,Trumpler 34,0.0,0.039,0.041,0.057,,,,,0.05,279.8824167,,,,,0.058,O
2869,19.59,17.14,14.97,13.89,14.51,11.951,11.127,10.861,0.48799999999999955,-0.49941176470588955,0.8783720930232579,1.6209302325581443,0.7425581395348861,umag_gmag_rmag_imag,,-8.5675278,0.0,,0.085,0.0,,,True,1.454,,,0.05,,,1.292,621,16.232,0.0,Trumpler 34,0.0,0.066,0.024,0.109,,,,,0.024,279.890375,,,,,0.022,O
2872,19.24,16.8,14.8,13.81,14.34,12.062,11.264,11.013,0.6414999999999977,-0.5094117647058911,1.0965116279069769,1.876279069767444,0.7797674418604672,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.4705,0.0,,0.078,0.0,,,True,0.934,,,0.05,,,0.857,340,15.896,0.0,Trumpler 34,0.0,0.055,0.019,0.081,,,,,0.024,279.8924167,,,,,0.023,O
2891,18.66,16.67,14.44,13.48,14.0,11.774,10.969,10.755,0.24600000000000066,-0.8311764705882347,0.6718604651162792,1.704651162790702,1.0327906976744223,gmag_rmag_imag_Hamag,,-8.4453611,0.0,,0.069,0.0,,,True,1.718,,,0.03,,,1.658,279,14.633,0.0,Trumpler 34,0.0,0.056,0.026,0.09,,,,,0.024,279.8985833,,,,,0.033,O
2910,20.13,17.26,14.78,13.5,14.32,11.329,10.407,10.079,0.5446666666666657,-0.07941176470587985,0.7913953488372072,1.3834883720930238,0.5920930232558166,umag_gmag_rmag_imag,,-8.536,0.0,,0.045,0.0,,,True,0.521,,,0.08,,,0.474,539,11.731,0.0,Trumpler 34,0.0,0.025,0.021,0.038,,,,,0.023,279.9084167,,,,,0.022,B
2912,19.98,17.47,15.25,14.15,14.79,12.161,11.322,11.063,0.5116666666666694,-0.4394117647058873,0.8876744186046566,1.634186046511636,0.7465116279069792,umag_gmag_rmag_imag,,-8.4347778,0.01,,0.069,0.0,,,True,0.707,,,0.06,,,0.745,241,15.531,0.0,Trumpler 34,0.0,0.046,0.046,0.069,,,,,0.035,279.909875,,,,,0.052,O
2915,18.88,16.42,14.37,13.36,13.92,11.574,10.76,10.485,0.6251666666666649,-0.42529411764705793,1.0404651162790666,1.8011627906976733,0.7606976744186067,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.5643333,0.0,,0.078,0.0,,,True,0.948,,,0.03,,,0.824,614,15.905,0.0,Trumpler 34,0.0,0.055,0.024,0.081,,,,,0.026,279.9139167,,,,,0.029,O
2931,18.77,16.05,13.8,12.67,13.33,10.726,9.823,9.504,0.6671666666666645,-0.29352941176471203,1.0469767441860458,1.7774418604651165,0.7304651162790703,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.5613333,0.0,,0.108,0.0,,,True,1.251,,,0.03,,,0.767,608,17.008,0.0,Trumpler 34,0.0,0.081,0.019,0.116,,,,,0.023,279.9271667,,,,,0.025,O
2976,20.08,17.0,14.5,13.27,14.03,11.232,10.133,9.818,0.8454999999999981,0.0664705882352874,1.1534883720930231,1.9037209302325597,0.7502325581395364,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.4094167,0.0,,0.075,0.0,,,True,0.601,,,0.08,,,0.646,155,15.589,0.0,Trumpler 34,0.0,0.048,0.038,0.072,,,,,,280.0000417,,,,,0.033,O
2977,19.96,17.25,15.09,14.03,14.64,12.154,11.312,11.026,0.7843333333333338,-0.17529411764705438,1.1637209302325566,1.9193023255813921,0.7555813953488353,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.40425,0.01,,0.064,0.0,,,True,1.236,,,0.06,,,1.073,136,14.888,0.01,Trumpler 34,0.0,0.046,0.025,0.072,,,,,0.025,280.0013333,,,,,0.024,O
2979,19.18,16.75,14.65,13.61,14.21,11.726,10.922,10.667,0.5406666666666651,-0.39117647058823346,0.9090697674418573,1.6276744186046455,0.7186046511627877,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-8.3508889,0.0,,0.075,0.0,,,True,1.437,,,0.04,,,1.274,17,15.705,0.0,Trumpler 34,0.0,0.057,0.029,0.089,,,,,0.033,280.0162083,,,,,0.031,O
2983,18.91,16.49,14.46,13.4,14.07,11.605,10.804,10.534,0.4943333333333346,-0.08058823529412029,0.7216279069767468,1.209069767441862,0.48744186046511495,umag_gmag_rmag_imag,,-8.4230556,0.0,,0.103,0.0,,,False,1.077,,,0.03,,,1.102,198,16.829,0.01,Trumpler 34,0.0,0.073,0.029,0.117,,,,,0.077,280.035375,,,,,0.028,O
2997,19.57,16.86,14.6,13.48,14.14,11.419,10.53,10.245,0.6753333333333362,-0.23941176470587644,1.0369767441860478,1.7774418604651183,0.7404651162790701,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-8.3432778,0.0,,0.079,0.0,,,True,1.579,,,0.04,,,1.595,3,15.744,0.01,Trumpler 34,0.0,0.063,0.023,0.103,,,,,0.026,280.0552083,,,,,0.024,O
3015,20.29,16.89,14.1,12.64,13.6,10.106,9.07,8.703,0.7476666666666678,0.19411764705882106,0.966511627906979,1.5462790697674489,0.5797674418604695,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-8.5098889,0.0,,0.047,0.0,,,True,0.588,,,0.11,,,0.525,463,12.547,0.0,Trumpler 34,0.0,0.027,0.02,0.04,,,,,0.024,280.0740417,,,,,0.023,B
3016,19.67,17.12,14.95,13.81,14.52,11.88,11.063,10.759,0.47900000000000365,-0.20705882352940996,0.7502325581395388,1.2855813953488462,0.5353488372093069,umag_gmag_rmag_imag,,-8.5018889,0.0,,0.1,0.0,,,True,1.01,,,0.07,,,0.942,446,16.67,0.0,Trumpler 34,0.0,0.072,0.022,0.112,,,,,0.024,280.074125,,,,,0.023,O
3027,20.69,17.51,14.94,13.62,14.48,11.284,10.356,10.017,0.7819999999999996,0.23058823529412242,0.9999999999999978,1.589999999999998,0.5900000000000003,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-8.5266389,0.01,,0.065,0.0,,,True,0.785,,,0.13,,,0.718,512,15.072,0.0,Trumpler 34,0.0,0.042,0.023,0.062,,,,,0.026,280.0847083,,,,,0.024,O
3028,20.14,16.66,14.01,12.48,13.43,9.984,8.943,8.58,0.7005000000000021,-0.238823529411766,1.0718604651162824,1.5346511627907047,0.4627906976744218,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-8.38975,0.01,,0.078,0.0,,,False,1.176,,,0.07,,,1.08,97,15.855,0.01,Trumpler 34,0.0,0.057,0.023,0.09,,,,,0.024,280.0848333,,,,,0.023,O
3055,17.56,15.13,13.18,12.17,12.79,10.504,9.673,9.403,0.5951666666666655,-0.07058823529412406,0.8583720930232566,1.380930232558144,0.5225581395348873,umag_gmag_rmag_imag,,-5.8768889,0.0,,0.061,0.0,,,True,1.354,,,0.01,,,1.263,392,14.132,0.0,Basel 1,0.0,0.047,0.021,0.072,,,,,0.023,281.9564583,,,,,0.026,O
3132,18.73,15.96,13.87,12.64,13.42,11.073,10.269,9.939,0.5355000000000025,-0.11529411764705566,0.7927906976744208,1.0869767441860532,0.29418604651163194,umag_gmag_rmag_imag,,-5.8954444,0.01,,0.07,0.01,,,False,1.464,,,0.03,,,1.397,458,14.955,0.02,Basel 1,0.01,0.053,0.021,0.084,,,,,0.023,281.999875,,,,,0.024,O
