,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
2270,20.404,19.876,18.022,17.039,17.418,15.262,14.507,14.239,-1.2577833333333288,-3.3447058823529385,-0.4327209302325533,0.548697674418618,0.9814186046511711,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.39,-59.024371,4.454,3.739,18.028,162.241882,15.96,6.1,6565,1,1,0,0
2278,16.601,17.454,16.943,16.602,16.668,15.928,15.785,15.472,-1.4724833333333367,-2.6162352941176628,-1.020302325581394,-0.6612558139534854,0.3590465116279087,umag_gmag_rmag_Hamag,1.13,-62.3716,4.535,4.871,16.92,158.535521,18.46,2.833,6584,1,0,1,0
2279,20.31,19.778,18.136,17.252,17.715,15.517,14.868,14.605,-1.0739333333333336,-2.1673529411764676,-0.6416511627906996,-0.06562790697674803,0.5760232558139513,gmag_rmag_imag_Hamag,2.2,-60.598948,4.331,3.926,18.174,160.617144,15.17,5.567,6585,1,0,0,0
2280,20.252,19.942,18.51,17.674,18.026,15.881,15.196,14.785,-1.208733333333338,-2.7932941176470725,-0.5822790697674435,0.03930232558139224,0.6215813953488355,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.28,-60.033313,4.299,4.591,18.47,161.227121,15.12,5.573,6586,1,0,1,0
2285,20.394,19.868,18.265,17.374,17.715,15.675,15.014,14.825,-1.092650000000003,-3.0004705882353,-0.3383953488372118,0.4795116279069702,0.817906976744182,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.72,-59.645167,4.307,3.927,18.309,161.662231,15.15,5.447,6618,1,1,0,0
2291,17.795,17.763,16.579,15.843,16.416,14.346,13.896,13.559,-1.3050666666666675,-1.0131176470588255,-1.4204883720930235,-1.5557209302325572,-0.13523255813953394,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.81,-60.175797,4.33,4.476,16.581,161.12001,14.2,4.738,6639,1,0,0,0
2294,19.609,19.172,17.511,16.524,16.905,14.711,13.9,13.632,-1.3560499999999953,-3.4485294117646936,-0.5287906976744176,0.255023255813956,0.7838139534883735,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.06,-60.009803,4.391,4.131,17.449,161.299343,14.69,6.067,6642,1,1,0,0
2295,20.068,19.686,18.213,17.381,17.432,16.015,15.545,15.077,-1.1294666666666662,-4.625588235294133,0.25272093023256376,1.6083023255814037,1.35558139534884,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.12,-59.093116,4.351,3.642,18.217,162.238767,16.07,4.846,6645,1,1,0,0
2316,20.265,19.852,18.347,17.563,17.736,15.891,15.252,15.179,-1.0112666666666705,-3.504588235294123,-0.025534883720934376,1.0811627906976655,1.1066976744185997,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.48,-60.215788,4.302,4.019,18.32,161.152453,15.45,5.152,6711,1,1,0,0
2319,14.907,14.96,13.477,12.501,13.108,10.554,9.899,9.574,-1.8260666666666687,-2.4189411764705886,-1.591674418604654,-1.506186046511632,0.08548837209302196,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.2,-60.008171,4.617,4.622,13.482,161.382713,13.05,6.276,6720,1,0,0,0
2320,19.917,19.642,18.169,17.291,17.565,15.534,14.845,14.565,-1.320033333333331,-3.597705882352935,-0.4195581395348835,0.4226046511627881,0.8421627906976716,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.97,-59.99184,4.36,4.363,18.162,161.403736,15.35,5.642,6723,1,1,1,0
2324,20.297,19.646,17.997,16.996,17.736,15.343,14.809,14.465,-1.1674833333333352,-1.02247058823529,-1.2248139534883764,-1.2795348837209368,-0.05472093023256086,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,2.58,-59.158522,4.306,3.667,17.99,162.266102,14.89,5.432,6736,1,0,0,0
2325,20.031,19.966,18.386,17.475,17.783,15.485,14.884,14.394,-1.5899833333333313,-3.8012941176470494,-0.7157441860465131,0.15513953488372234,0.8708837209302351,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.48,-60.116962,4.506,4.545,18.36,161.28739,16.64,6.262,6738,1,1,1,0
2330,19.918,19.598,17.992,17.16,16.691,15.369,14.911,14.45,-1.1914666666666673,-8.021705882352956,1.5088604651162818,4.1946511627907,2.6857906976744186,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.32,-60.307551,4.389,4.024,18.0,161.102402,15.62,5.575,6751,1,1,0,0
2334,20.188,19.744,18.163,17.288,17.667,15.601,15.094,14.762,-1.1455833333333338,-2.7362352941176407,-0.5167209302325619,0.19169767441859786,0.7084186046511597,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.34,-60.741487,4.344,3.86,18.163,160.63437,15.49,5.363,6759,1,1,0,0
2340,19.595,19.05,17.377,16.471,16.235,14.507,13.949,13.605,-1.1008999999999993,-6.777235294117648,1.1432325581395344,3.3595813953488394,2.2163488372093054,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.81,-59.896627,4.3,4.108,17.382,161.556636,13.86,5.818,6783,1,1,0,0
2345,19.997,19.543,18.081,17.224,18.102,15.678,15.15,14.861,-1.102883333333331,0.5886470588235352,-1.7716279069767427,-2.331069767441858,-0.5594418604651157,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.65,-59.88994,4.296,3.863,18.102,161.601565,15.22,5.01,6812,1,0,0,0
2346,18.752,19.24,18.07,17.406,17.675,15.74,15.293,14.73,-1.6942666666666686,-3.0206470588235272,-1.1698837209302366,-0.6192093023255911,0.5506744186046453,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,5.41,-60.491864,4.59,5.171,18.085,160.965388,18.11,5.32,6815,1,0,1,0
2358,19.284,19.083,17.688,16.912,16.752,15.153,14.51,14.461,-1.208733333333332,-5.800411764705883,0.6065813953488379,2.369953488372093,1.7633720930232555,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.08,-60.366264,4.318,4.492,17.665,161.156333,14.71,5.334,6871,1,1,0,0
2367,17.666,17.791,16.841,16.353,15.99,15.42,15.056,15.102,-1.0115333333333323,-5.58141176470589,0.7951627906976773,2.5809069767441906,1.7857441860465135,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.06,-60.369761,4.312,3.817,16.846,161.175662,15.61,3.298,6902,1,1,0,0
2369,20.022,19.407,17.78,16.974,16.902,15.719,15.09,15.069,-0.8492333333333362,-5.01452941176471,0.7975116279069729,2.590279069767435,1.792767441860462,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.9,-59.831296,4.317,3.201,17.777,161.749726,15.61,4.6,6915,1,1,0,0
2372,19.326,19.216,17.891,17.121,17.128,15.607,14.836,14.661,-1.2888333333333328,-4.782176470588225,0.09225581395348414,1.4011395348837161,1.308883720930232,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.02,-60.40344,4.351,4.422,17.918,161.159966,15.42,5.126,6931,1,1,1,0
2377,18.913,19.117,17.864,17.017,17.298,15.421,14.794,14.741,-1.7427166666666694,-3.8330588235294294,-0.9163023255813926,-0.31025581395348234,0.6060465116279102,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,3.03,-59.725237,4.6,4.517,17.657,161.877778,17.98,5.381,6942,1,0,1,0
2378,20.085,19.513,17.958,17.03,17.707,15.447,15.07,15.031,-1.1138666666666621,-1.037352941176457,-1.1441162790697663,-1.147790697674412,-0.0036744186046462346,umag_gmag_rmag_Hamag,5.34,-59.249979,4.333,3.524,17.997,162.366014,15.47,5.043,6953,1,0,0,0
2381,19.479,19.424,18.212,17.516,16.93,16.339,15.587,15.268,-1.2094000000000027,-8.164882352941179,1.5404418604651116,4.101604651162781,2.56116279069767,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.25,-60.243956,4.343,4.185,18.175,161.360952,16.2,4.523,6970,1,1,1,0
2383,20.012,19.731,18.195,17.35,17.544,15.402,14.951,14.476,-1.254083333333332,-3.8930588235294135,-0.2107674418604637,0.8785813953488425,1.089348837209306,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.18,-60.341265,4.351,4.391,18.185,161.263416,15.21,5.745,6980,1,1,1,0
2385,20.548,19.81,18.045,16.97,17.764,15.103,14.597,14.421,-1.2149166666666718,-1.0637058823529573,-1.2746976744186052,-1.337744186046515,-0.0630465116279102,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.98,-59.324571,4.382,3.629,18.125,162.3167,15.32,5.897,6990,1,0,0,0
2386,20.355,19.668,17.906,16.873,17.376,14.74,14.121,13.784,-1.1896166666666608,-2.7112352941176314,-0.5880465116279054,0.015883720930235157,0.6039302325581404,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.01,-59.8607,4.311,4.166,17.904,161.775845,14.03,6.324,6991,1,1,0,0
2387,18.527,18.414,16.926,16.093,16.396,14.314,13.678,13.368,-1.4002833333333304,-3.285235294117633,-0.6550697674418626,0.13532558139534845,0.7903953488372109,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.89,-60.121962,4.432,4.401,16.926,161.507432,14.83,5.719,6994,1,1,0,0
2388,20.159,19.438,17.378,16.275,16.913,13.936,13.159,12.74,-1.2827833333333354,-2.260470588235294,-0.8962558139534917,-0.30513953488372847,0.591116279069763,gmag_rmag_imag_Hamag,3.35,-59.661737,4.396,4.121,17.457,161.984206,13.71,7.181,6996,1,0,0,0
2391,19.99,19.75,18.292,17.492,17.49,15.927,15.186,14.751,-1.2133333333333358,-4.902235294117671,0.2450697674418651,1.7076744186046597,1.4626046511627948,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.36,-59.923353,4.341,4.303,18.352,161.72414,15.56,5.352,7004,1,1,1,0
2398,19.808,19.826,18.263,17.407,17.25,15.488,14.95,14.453,-1.57306666666667,-6.513117647058837,0.3799767441860457,2.304441860465114,1.9244651162790685,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.45,-60.107154,4.531,4.452,18.239,161.560639,17.04,6.039,7032,1,1,1,0
2399,19.843,19.197,17.461,16.494,17.184,14.682,14.089,13.698,-1.1107166666666632,-1.1300588235293954,-1.1030697674418621,-0.9556744186046537,0.14739534883720795,umag_gmag_rmag_Hamag,1.25,-59.905998,4.314,3.833,17.461,161.774916,14.17,5.763,7038,1,0,0,0
2400,19.357,18.942,17.289,16.198,16.939,14.463,13.879,13.626,-1.5669833333333356,-1.8291176470588342,-1.4633488372093013,-1.516372093023254,-0.053023255813953174,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.67,-59.346032,4.546,3.763,17.316,162.344075,16.32,5.975,7040,1,0,0,0
2403,20.545,19.899,17.818,16.453,17.141,13.689,12.887,12.356,-1.833750000000002,-3.694764705882374,-1.0979999999999954,-0.600999999999992,0.497000000000003,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,5.64,-60.149631,4.568,4.463,17.731,161.535914,15.01,8.337,7052,1,1,0,0
2416,20.361,19.795,18.138,17.178,17.585,15.198,14.521,14.259,-1.1780000000000022,-2.9797058823529485,-0.4656976744186052,0.2542558139534885,0.7199534883720935,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.0,-60.346723,4.298,4.221,18.146,161.365268,14.42,5.992,7090,1,1,0,0
2420,20.151,19.577,17.704,16.561,17.372,14.229,13.439,13.069,-1.5024500000000027,-1.5547058823529487,-1.4817906976744193,-1.4759767441860445,0.005813953488374324,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,0.59,-60.191479,4.438,4.358,17.732,161.537512,14.41,7.17,7099,1,0,0,0
2421,19.823,19.928,18.641,17.864,18.171,16.114,15.144,14.887,-1.5165499999999954,-3.1185294117647,-0.8832093023255779,-0.3030232558139436,0.5801860465116341,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,6.94,-60.084778,4.411,5.228,18.741,161.649855,16.11,5.828,7100,1,1,1,0
2432,19.828,19.635,18.266,17.49,17.514,15.647,15.259,14.78,-1.2167333333333348,-4.6286470588235265,0.13216279069766998,1.4459069767441828,1.3137441860465129,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.59,-60.077798,4.309,4.573,18.289,161.693677,15.2,5.321,7134,1,1,1,0
2435,19.269,19.293,17.951,17.236,17.112,15.921,15.327,14.844,-1.322916666666667,-5.403470588235311,0.2903255813953537,1.917813953488381,1.627488372093027,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.42,-60.166761,4.474,3.991,17.946,161.624569,17.12,4.839,7156,1,1,1,0
2438,20.17,19.978,18.344,17.477,17.507,15.468,14.802,14.267,-1.383050000000001,-5.174647058823529,0.11595348837209035,1.6808837209302276,1.5649302325581373,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.79,-60.031537,4.406,4.575,18.343,161.769178,15.51,6.244,7160,1,1,1,0
2440,16.853,16.992,16.048,15.615,15.756,14.861,14.441,14.369,-0.9256166666666623,-2.0112352941176344,-0.496418604651162,0.12295348837209663,0.6193720930232586,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.22,-62.127988,4.308,3.578,16.056,159.436204,15.05,3.028,7169,1,0,0,0
2456,20.624,19.748,17.566,16.357,16.976,14.234,13.43,13.019,-1.3203500000000012,-2.906941176470591,-0.693093023255815,0.06376744186046768,0.7568604651162825,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.17,-59.842668,4.471,3.712,17.625,162.017743,14.82,7.146,7223,1,1,0,0
2463,18.132,18.262,17.226,16.691,16.862,15.848,15.218,15.288,-1.1019166666666655,-2.463882352941181,-0.5634651162790669,0.07883720930233151,0.6423023255813984,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.16,-58.470408,4.355,3.821,17.407,163.392714,16.16,3.615,7260,1,1,1,0
2467,16.818,17.478,16.8,16.379,16.816,15.363,14.899,14.84,-1.4248166666666655,-0.5574117647058938,-1.767744186046505,-2.0958604651162656,-0.3281162790697605,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.76,-59.53964,4.459,5.181,16.871,162.372202,16.79,3.552,7270,1,0,1,0
2471,19.43,18.96,16.98,15.95,16.478,13.859,13.225,12.838,-1.4011666666666693,-2.7487058823529362,-0.868418604651169,-0.10404651162791678,0.7643720930232518,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,4.16,-59.934917,4.556,3.889,17.104,161.9778,15.6,6.706,7279,1,1,0,0
2475,20.108,19.589,17.798,16.839,17.316,14.721,14.024,13.646,-1.2231833333333304,-2.571470588235289,-0.6901395348837192,0.002651162790699768,0.6927906976744189,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.94,-60.268729,4.355,4.278,17.866,161.644213,14.31,6.429,7295,1,1,0,0
2486,19.546,19.336,17.939,17.266,17.108,15.929,15.336,14.95,-1.0126166666666687,-5.118176470588233,0.6105116279069716,2.3712790697674295,1.760767441860458,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.51,-60.184608,4.325,3.871,17.941,161.755805,15.77,4.601,7327,1,1,0,0
2487,17.011,17.008,16.028,15.349,15.544,14.326,14.099,13.781,-1.2305166666666636,-3.1002941176470484,-0.4913023255813957,0.03974418604651142,0.5310465116279071,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag,7.53,-62.429254,4.311,3.799,15.839,159.220111,14.43,3.636,7328,1,0,0,0
2495,20.551,19.986,18.432,17.504,18.381,15.567,15.211,14.858,-1.1208666666666636,0.23800000000000798,-1.6580930232558124,-2.1232325581395273,-0.4651395348837153,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.59,-59.888314,4.306,4.085,18.41,162.073641,15.14,5.592,7347,1,0,0,0
2499,19.39,19.221,17.964,17.232,17.311,15.876,15.262,14.937,-1.1607999999999978,-4.017882352941169,-0.031255813953489364,1.0438604651162782,1.0751162790697675,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.49,-60.102004,4.305,4.168,17.965,161.867902,15.5,4.617,7355,1,1,0,0
2504,16.216,16.527,15.719,15.294,15.368,14.432,14.191,14.314,-1.0830833333333312,-2.5615294117647007,-0.49858139534883666,0.1390465116279096,0.6376279069767462,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.64,-61.420312,4.354,3.707,15.713,160.466101,15.26,2.889,7380,1,0,0,0
2508,16.255,16.279,14.946,14.191,14.52,12.801,12.347,12.143,-1.395583333333332,-2.7554117647058853,-0.8579767441860441,-0.28244186046511044,0.5755348837209334,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,0.63,-60.803211,4.52,3.884,14.96,161.16319,14.66,4.843,7387,1,0,0,0
2510,20.135,19.156,16.983,15.726,16.292,13.346,12.589,12.222,-1.3045499999999959,-3.4515294117646977,-0.4557441860465099,0.41413953488372,0.8698837209302299,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.19,-59.468148,4.422,3.85,16.986,162.551413,13.42,7.41,7391,1,1,0,0
2514,13.688,14.255,13.845,13.538,13.386,13.261,13.073,13.069,-1.1247166666666675,-3.51000000000001,-0.1816976744186024,0.5782558139534928,0.7599534883720953,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.85,-61.548911,4.33,3.653,13.807,160.34212,14.01,1.816,7399,1,1,0,0
2517,16.409,16.985,16.032,15.448,15.745,14.396,13.974,13.821,-1.636933333333333,-2.4161764705882414,-1.3288604651162763,-1.0596511627906922,0.26920930232558393,umag_gmag_rmag_imag,2.27,-59.723857,4.626,4.425,15.966,162.327136,17.67,4.064,7409,1,0,1,0
2520,20.112,19.426,17.384,16.108,16.838,13.689,12.965,12.534,-1.6320666666666659,-2.814823529411762,-1.16446511627907,-0.8031627906976762,0.3613023255813934,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,2.56,-59.927103,4.536,4.098,17.331,162.136096,14.92,7.559,7418,1,0,0,0
2529,19.975,19.871,18.436,17.571,17.927,15.8,15.05,14.635,-1.4674166666666606,-3.1595882352941183,-0.7984186046511548,-0.1830465116278952,0.6153720930232593,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,2.44,-59.959075,4.4,4.658,18.424,162.12413,15.84,5.836,7437,1,1,1,0
2532,20.233,19.845,18.138,17.137,17.513,15.729,15.101,14.816,-1.4304833333333333,-3.61935294117647,-0.5651162790697684,0.2762093023255754,0.8413255813953436,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.29,-60.266277,4.559,3.419,18.085,161.811648,17.84,5.478,7441,1,1,1,0
2533,20.356,19.873,18.179,17.382,17.242,15.614,15.052,14.771,-0.9648833333333271,-5.5248235294117505,0.8378837209302343,2.854209302325587,2.0163255813953525,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.51,-60.215091,4.337,3.843,18.189,161.865197,15.42,5.456,7442,1,1,0,0
2546,20.267,19.848,18.187,17.23,17.644,15.247,14.658,14.306,-1.3195500000000004,-3.0625882352941365,-0.6304418604651101,0.07739534883721877,0.7078372093023286,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.39,-60.100037,4.393,4.192,18.202,162.033725,15.35,6.113,7490,1,1,0,0
2547,17.852,17.813,16.641,16.03,16.279,15.009,14.427,14.281,-1.0709833333333263,-2.2820588235294004,-0.592186046511623,0.006534883720938911,0.5987209302325619,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.87,-61.357741,4.331,3.803,16.597,160.68535,15.03,3.97,7492,1,0,0,0
2556,18.966,18.859,17.417,16.556,17.164,14.852,14.316,14.009,-1.4571500000000015,-1.5151764705882371,-1.4342093023255826,-1.392023255813955,0.042186046511627495,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,0.09,-59.826392,4.468,4.217,17.449,162.352176,15.87,5.541,7526,1,0,1,0
2557,16.428,16.871,15.822,15.178,15.529,13.791,13.385,13.305,-1.6129333333333278,-2.3216470588235234,-1.3327441860465066,-1.091860465116272,0.24088372093023458,umag_gmag_rmag_imag,2.66,-59.829684,4.613,4.469,15.848,162.356656,16.91,4.487,7531,1,0,1,0
2558,18.214,17.572,15.826,14.768,15.23,12.924,12.369,11.938,-1.2800333333333331,-3.179411764705885,-0.5291162790697668,0.15320930232558228,0.6823255813953486,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.13,-59.75266,4.339,3.832,15.82,162.434521,12.58,5.951,7533,1,1,0,0
2565,18.847,18.826,17.646,17.08,16.622,15.886,15.207,14.937,-1.0072333333333368,-6.544647058823537,1.1819767441860427,3.416441860465108,2.234465116279065,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.36,-60.185967,4.297,4.29,17.617,162.050719,15.46,4.235,7578,1,1,1,0
2569,20.278,19.671,17.96,16.962,17.255,15.394,14.653,14.434,-1.2060333333333355,-3.913294117647073,-0.1357209302325566,0.900697674418607,1.0364186046511634,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.77,-60.16142,4.36,3.638,17.965,162.087957,15.27,5.603,7591,1,1,0,0
2573,20.472,19.558,17.623,16.357,17.27,13.726,12.92,12.444,-1.3859000000000012,-1.3493529411764795,-1.4003488372093003,-1.5673720930232538,-0.16702325581395439,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.83,-60.405811,4.3,4.537,17.634,161.85961,12.46,7.601,7609,1,0,0,0
2582,12.927,13.563,13.267,13.003,12.891,12.926,12.844,12.769,-1.1155999999999997,-3.046823529411763,-0.3520930232558149,0.20176744186046536,0.5538604651162803,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.44,-61.574367,4.331,3.165,13.217,160.615286,13.85,1.36,7628,1,1,0,0
2599,19.861,19.694,18.265,17.524,17.887,15.678,15.034,14.975,-1.1791499999999975,-2.2566470588235292,-0.7531627906976712,-0.15990697674418275,0.5932558139534884,gmag_rmag_imag_Hamag,6.95,-60.986862,4.322,4.568,18.269,161.318345,15.27,5.419,7680,1,0,1,0
2602,16.372,16.329,14.754,13.676,14.382,11.335,10.509,10.062,-1.9153666666666658,-2.342176470588236,-1.7466279069767428,-1.7970697674418559,-0.05044186046511312,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.22,-60.440569,4.514,5.138,14.751,161.905482,12.18,7.199,7688,1,0,0,0
2603,20.417,19.07,16.399,14.675,15.905,11.356,10.232,9.6,-1.7849333333333317,-1.820411764705892,-1.7709069767441799,-1.9317674418604547,-0.16086046511627528,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.29,-60.409997,4.509,4.318,16.371,161.942624,11.4,10.133,7689,1,0,0,0
2612,19.65,19.51,18.041,17.173,17.552,15.079,14.534,14.257,-1.4368666666666732,-2.9953529411764794,-0.820720930232564,-0.2243023255814025,0.5964186046511614,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,3.04,-60.215276,4.378,4.742,18.003,162.185929,15.05,6.005,7720,1,0,1,0
2647,14.211,14.604,13.784,13.278,13.306,12.14,11.768,11.572,-1.3122333333333325,-3.4578235294117743,-0.46397674418604207,0.29155813953488974,0.7555348837209318,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.12,-60.126531,4.357,4.892,13.768,162.400957,12.51,3.752,7835,1,1,0,0
2668,18.543,18.0,16.353,15.329,15.84,13.467,12.951,12.744,-1.3172666666666686,-2.7462352941176595,-0.7523255813953469,-0.28181395348836924,0.47051162790697765,umag_gmag_rmag_Hamag,6.39,-59.509799,4.37,3.832,16.294,163.084577,13.55,5.784,7899,1,0,0,0
2669,18.682,18.735,17.248,16.332,16.884,14.674,14.07,13.914,-1.7170666666666679,-2.386882352941183,-1.4522558139534876,-1.23613953488372,0.21611627906976727,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,3.42,-58.906195,4.631,4.15,17.223,163.661619,17.6,5.667,7906,1,0,1,0
2673,13.063,13.358,12.483,11.85,12.114,10.983,10.714,10.513,-1.4449500000000013,-2.6609411764705877,-0.9642093023255839,-0.697023255813958,0.2671860465116257,umag_gmag_rmag_Hamag,7.56,-59.187141,4.45,3.819,12.395,163.420704,12.44,3.53,7928,1,0,0,0
2683,18.334,18.155,16.858,16.119,16.711,14.679,14.274,14.221,-1.1635166666666692,-0.7635294117647207,-1.3216511627906953,-1.3876279069767374,-0.06597674418604238,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.92,-59.464276,4.344,3.853,16.785,163.185746,14.87,4.538,7961,1,0,0,0
2686,16.149,16.431,15.645,15.186,15.073,14.469,14.199,14.059,-1.1158499999999991,-3.949529411764702,0.004441860465114966,1.0506046511627893,1.0461627906976747,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.76,-61.933198,4.337,3.756,15.631,160.589099,14.99,2.895,7966,1,1,0,0
