,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
5206,19.378,18.711,16.982,15.88,16.431,13.972,13.273,13.041,-1.334966666666662,-2.8658823529411657,-0.7297209302325562,-0.26930232558139355,0.46041860465116224,umag_gmag_rmag_Hamag,5.54,-61.217148,4.347,3.894,16.98,168.821308,13.65,6.11,13559,1,1,0,0
5207,13.843,13.962,12.689,11.837,12.262,10.415,9.935,9.639,-1.6668,-2.8568235294117628,-1.19632558139535,-0.9018139534883742,0.29451162790697527,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,3.92,-61.263115,4.607,4.143,12.653,168.784138,13.16,5.12,13560,1,0,0,0
5208,20.588,19.775,17.87,16.755,17.105,14.543,13.9,13.472,-1.2125833333333342,-4.092000000000003,-0.0742093023255822,1.0249767441860407,1.0991860465116225,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.43,-61.249236,4.331,4.048,17.893,168.795421,13.91,6.688,13561,1,1,0,0
5211,17.297,17.083,15.689,14.808,15.532,13.067,12.305,12.157,-1.386483333333331,-0.7926470588235277,-1.6212558139534858,-1.8941395348837191,-0.2728837209302337,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.43,-61.264317,4.34,4.461,15.7,168.785053,12.74,5.516,13564,1,0,0,0
5212,16.27,15.744,13.81,12.61,13.349,10.413,9.654,9.284,-1.6540000000000017,-2.4298235294117676,-1.347279069767443,-1.1146976744186072,0.2325813953488356,umag_gmag_rmag_imag,2.09,-61.215079,4.584,4.076,13.808,168.825105,12.3,7.157,13567,1,0,0,0
5215,14.926,14.826,13.291,12.333,12.808,10.672,10.165,9.857,-1.640366666666667,-2.9968823529411814,-1.1040697674418594,-0.6626744186046483,0.4413953488372109,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,2.16,-61.275922,4.622,3.957,13.3,168.777868,13.53,5.686,13572,1,0,0,0
5220,13.93,13.996,12.671,11.796,12.252,10.372,9.898,9.641,-1.6555833333333336,-2.7525294117646992,-1.2219069767441895,-0.9467674418604699,0.27513953488371956,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,4.15,-61.260554,4.611,3.98,12.63,168.791965,13.23,5.111,13579,1,0,0,0
5222,19.965,19.413,17.675,16.627,16.986,14.76,14.153,13.913,-1.3518666666666699,-3.8657058823529438,-0.3580232558139579,0.5534418604651079,0.9114651162790657,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.89,-61.206247,4.446,3.813,17.646,168.839339,15.48,6.068,13583,1,1,0,0
5224,17.061,16.519,14.578,13.391,14.106,11.369,10.718,10.371,-1.61438333333333,-2.484352941176467,-1.2704418604651133,-0.9756046511627874,0.2948372093023257,umag_gmag_rmag_imag,2.51,-61.207873,4.611,3.795,14.514,168.839052,13.79,6.765,13585,1,0,0,0
5228,17.23,16.929,15.168,14.069,14.754,12.174,11.599,11.298,-1.6955166666666615,-2.3534705882352913,-1.4353953488372033,-1.251488372093014,0.183906976744189,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,3.82,-61.248301,4.634,3.888,15.174,168.810475,15.04,6.315,13592,1,0,0,0
5231,20.055,19.457,17.331,16.041,16.894,13.74,12.986,12.52,-1.745499999999999,-2.2039411764705976,-1.564255813953483,-1.402139534883708,0.16211627906977433,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,4.64,-61.24395,4.603,3.949,17.356,168.815966,15.78,7.525,13597,1,0,0,0
5232,19.668,18.811,16.726,15.451,16.348,13.194,12.486,12.189,-1.4592499999999977,-1.5666470588235315,-1.4167906976744145,-1.396976744186036,0.019813953488377667,umag_rmag_imag_Hamag,5.16,-61.241846,4.522,3.77,16.749,168.817838,14.44,7.221,13599,1,0,0,0
5233,14.647,14.708,13.383,12.547,12.935,11.295,10.87,10.648,-1.57973333333333,-2.933470588235286,-1.0445348837209294,-0.6128372093023229,0.4316976744186064,umag_gmag_rmag_Hamag,3.9,-61.267692,4.617,3.69,13.374,168.797866,14.37,4.748,13600,1,0,0,0
5234,15.147,15.167,13.814,12.978,13.195,11.516,11.08,10.778,-1.538733333333333,-3.988882352941176,-0.5700697674418611,0.283325581395347,0.8533953488372081,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.8,-61.272206,4.568,3.96,13.802,168.794397,13.85,5.1,13601,1,1,0,0
5235,19.0,18.631,17.017,16.022,16.718,14.395,13.841,13.7,-1.4385833333333349,-1.5481176470588212,-1.395279069767445,-1.3836976744186091,0.011581395348835288,umag_rmag_imag_Hamag,3.79,-61.258724,4.513,3.64,17.024,168.805817,16.03,5.576,13602,1,0,0,0
5240,20.3,19.395,17.352,16.097,16.99,13.927,13.338,12.96,-1.374916666666663,-1.4160588235294234,-1.358651162790688,-1.3716279069767277,-0.012976744186039557,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.69,-61.580009,4.481,3.674,17.365,168.548182,14.85,6.94,13609,1,0,0,0
5241,15.79,15.708,14.247,13.332,13.809,11.798,11.322,11.128,-1.580249999999999,-2.7263529411764766,-1.1271395348837177,-0.7643488372092944,0.36279069767442285,umag_gmag_rmag_Hamag,3.08,-61.268552,4.608,3.806,14.251,168.803754,14.63,5.313,13611,1,0,0,0
5244,17.53,17.329,15.879,14.987,16.003,13.576,13.033,12.823,-1.4194666666666647,0.9960588235294161,-2.3744418604651143,-3.263604651162786,-0.889162790697672,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.4,-61.267712,4.482,3.727,15.881,168.80762,14.89,5.127,13617,1,0,0,0
5247,19.351,18.915,17.285,16.316,17.277,14.381,13.657,13.57,-1.3243500000000017,0.3847058823529468,-2.0000232558139577,-2.5825581395348918,-0.582534883720935,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.03,-61.263962,4.371,4.126,17.32,168.815475,14.32,5.971,13621,1,0,0,0
5249,16.828,16.51,14.839,13.809,14.57,12.071,11.523,11.259,-1.5531666666666704,-1.4067647058823565,-1.6110465116279107,-1.6921162790697712,-0.08106976744186078,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.42,-61.274815,4.588,3.77,14.855,168.807634,14.48,5.916,13623,1,0,0,0
5252,20.379,18.89,16.051,14.379,15.588,11.119,10.115,9.571,-1.548466666666663,-1.4796470588235242,-1.575674418604648,-1.5201860465116193,0.05548837209302793,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.33,-61.344968,4.548,3.963,16.079,168.756885,11.86,9.896,13629,1,0,0,0
5254,20.338,19.864,18.1,17.127,17.192,15.265,14.681,14.553,-1.2936166666666706,-5.347882352941186,0.30923255813953193,1.9235813953488308,1.614348837209299,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.03,-61.213405,4.464,3.793,18.117,168.864679,16.22,5.981,13632,1,1,0,0
5257,18.852,18.227,16.541,15.546,15.879,13.719,13.116,12.76,-1.1825833333333347,-3.619588235294124,-0.2191162790697675,0.7002093023255813,0.9193255813953488,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.57,-61.266353,4.302,3.917,16.535,168.822305,13.07,5.777,13635,1,1,0,0
5260,19.845,18.97,16.774,15.45,16.382,13.158,12.421,12.044,-1.530266666666669,-1.6384117647058796,-1.487511627906981,-1.4372790697674516,0.05023255813952909,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.56,-61.243219,4.584,3.736,16.772,168.843765,15.06,7.49,13640,1,0,0,0
5262,16.308,15.764,13.814,12.62,13.382,10.602,9.985,9.598,-1.6251000000000007,-2.2258823529411793,-1.387581395348837,-1.1919534883720933,0.19562790697674348,umag_gmag_rmag_imag,3.51,-61.25121,4.621,3.78,13.81,168.838861,13.17,6.763,13643,1,0,0,0
5264,19.618,18.942,17.161,16.083,16.912,14.24,13.659,13.406,-1.282366666666673,-0.9205294117647229,-1.4254186046511648,-1.55304651162791,-0.12762790697674586,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.51,-61.264106,4.375,3.688,17.179,168.830105,14.29,5.98,13647,1,0,0,0
5265,18.741,18.082,16.081,14.873,15.697,12.779,12.149,11.831,-1.5355333333333343,-1.8031176470588277,-1.4297441860465114,-1.3258604651162758,0.10388372093023523,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.66,-61.25037,4.594,3.713,16.066,168.841306,15.02,6.85,13648,1,0,0,0
5267,18.993,18.375,16.595,15.496,16.292,13.671,13.073,12.736,-1.3785166666666648,-1.3247647058823375,-1.3997674418604684,-1.4524186046511662,-0.05265116279069826,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.32,-61.273122,4.417,3.728,16.592,168.825761,14.05,6.107,13650,1,0,0,0
5269,19.756,18.978,17.145,16.04,16.537,14.025,13.294,12.901,-1.2294166666666682,-3.1203529411764768,-0.481837209302326,0.20690697674418868,0.6887441860465144,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.3,-61.223903,4.296,4.007,17.149,168.866482,13.11,6.364,13652,1,1,0,0
5270,20.26,19.631,17.89,16.849,17.317,15.004,14.371,14.057,-1.2621499999999988,-3.0449411764705907,-0.5573255813953468,0.10618604651163022,0.663511627906977,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.17,-61.263013,4.38,3.841,17.895,168.835391,15.02,6.016,13653,1,1,0,0
5272,18.226,17.822,16.194,15.224,15.665,13.592,13.045,12.798,-1.3581666666666643,-2.987823529411765,-0.7138837209302293,-0.10120930232557512,0.6126744186046542,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,1.74,-61.220775,4.458,3.682,16.209,168.871236,14.57,5.573,13657,1,1,0,0
5275,18.604,18.215,16.615,15.653,15.928,13.984,13.448,13.204,-1.3586333333333298,-4.015882352941163,-0.3080930232558151,0.658767441860465,0.96686046511628,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.4,-61.219361,4.434,3.766,16.62,168.872835,14.71,5.568,13660,1,1,0,0
5276,20.182,19.666,17.77,16.651,16.954,14.526,13.938,13.476,-1.5168500000000007,-4.715999999999997,-0.25206976744186393,0.9463255813953448,1.1983953488372086,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.31,-61.226307,4.533,3.998,17.744,168.867411,15.94,6.799,13661,1,1,1,0
5279,15.759,15.436,13.675,12.59,13.265,10.637,10.059,9.73,-1.648083333333334,-2.305823529411766,-1.3880465116279075,-1.1811162790697693,0.20693023255813792,umag_gmag_rmag_imag,2.18,-61.406358,4.619,3.945,13.693,168.723144,13.28,6.399,13664,1,0,0,0
5284,20.353,19.547,17.608,16.471,16.985,14.228,13.6,12.999,-1.2595499999999995,-3.1885294117647134,-0.4969302325581364,0.2586744186046568,0.755604651162793,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.59,-61.256231,4.325,4.124,17.624,168.852808,13.43,6.866,13669,1,1,0,0
5285,20.571,19.648,17.677,16.519,16.715,14.297,13.591,13.105,-1.1806999999999999,-5.245117647058822,0.42616279069767266,1.9459069767441812,1.5197441860465084,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.69,-61.289726,4.32,4.016,17.658,168.827728,13.48,6.855,13672,1,1,0,0
5288,20.476,19.716,17.968,16.941,17.343,15.138,14.433,14.206,-1.10571666666667,-3.247352941176474,-0.2590232558139576,0.5634418604651117,0.822465116279069,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.1,-61.155963,4.313,3.791,17.963,168.93723,14.57,5.853,13675,1,1,0,0
5293,19.251,19.142,17.853,17.069,17.83,15.39,14.729,14.649,-1.315266666666669,-0.038470588235313186,-1.8200465116279023,-2.2831162790697617,-0.4630697674418598,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.99,-61.176468,4.323,4.612,18.026,168.925891,15.01,5.191,13681,1,0,1,0
5294,18.193,17.611,15.802,14.731,15.145,12.812,12.145,11.654,-1.3636499999999983,-3.630529411764707,-0.46744186046511427,0.3883953488372138,0.8558372093023279,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.89,-61.268334,4.393,3.969,15.805,168.852235,12.77,6.357,13682,1,1,0,0
5301,16.846,16.289,14.253,12.995,13.789,10.583,9.771,9.317,-1.7283666666666693,-2.418058823529417,-1.455697674418606,-1.2477441860465115,0.20795348837209415,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,1.87,-61.311275,4.594,4.247,14.28,168.825133,12.39,7.688,13690,1,0,0,0
5307,18.244,17.81,15.963,14.847,15.593,12.836,12.219,11.879,-1.5933999999999977,-1.9383529411764653,-1.4570232558139526,-1.327558139534883,0.1294651162790692,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.16,-61.393483,4.598,3.9,16.004,168.762363,15.14,6.592,13696,1,0,0,0
5314,19.463,18.822,16.892,15.73,16.543,13.785,13.224,12.895,-1.4699666666666626,-1.5967058823529414,-1.4198604651162734,-1.3616511627906882,0.058209302325584744,umag_rmag_imag_Hamag,2.77,-61.259646,4.564,3.609,16.894,168.8739,15.79,6.481,13704,1,0,0,0
5315,20.595,19.748,17.838,16.674,17.613,14.812,14.157,13.825,-1.2676000000000043,-0.5956470588235412,-1.5332558139534895,-1.7851395348837205,-0.25188372093023137,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.72,-61.25746,4.422,3.622,17.859,168.875976,15.19,6.332,13705,1,0,0,0
5317,20.045,19.28,17.398,16.26,17.117,14.288,13.6,13.297,-1.302366666666662,-1.0367058823529336,-1.407395348837206,-1.498488372093015,-0.09109302325580981,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.05,-61.217408,4.395,3.789,17.425,168.910223,14.34,6.438,13707,1,0,0,0
5318,18.224,17.826,16.166,15.141,15.617,13.417,12.833,12.555,-1.4640833333333338,-3.12205882352941,-0.8086046511627927,-0.2445116279069799,0.5640930232558128,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,2.55,-61.284528,4.497,3.781,16.159,168.857426,14.72,5.876,13708,1,1,0,0
5320,20.442,19.862,18.044,16.932,18.12,15.192,14.6,14.417,-1.4401333333333346,1.067294117647064,-2.431441860465119,-3.348604651162799,-0.9171627906976805,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.3,-61.289535,4.528,3.543,18.061,168.853628,16.85,6.048,13710,1,0,1,0
5321,19.542,18.971,17.408,16.416,17.249,14.936,14.488,14.261,-1.231133333333333,-0.44847058823530883,-1.5405581395348773,-1.8953953488371988,-0.354837209302322,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.47,-61.268976,4.347,3.448,17.37,168.872466,15.02,5.065,13711,1,0,0,0
5323,19.661,19.117,17.366,16.343,16.357,14.321,13.691,13.305,-1.3144499999999986,-5.925470588235298,0.5085116279069789,2.2272790697674467,1.718767441860468,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.08,-61.276537,4.365,4.102,17.356,168.871441,14.09,6.287,13715,1,1,0,0
5324,19.855,19.074,17.193,16.003,16.559,13.932,13.274,12.951,-1.3808333333333365,-3.284058823529416,-0.6283953488372123,-0.027488372093027014,0.6009069767441848,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.7,-61.303789,4.398,3.845,17.164,168.84968,14.0,6.607,13716,1,1,0,0
5325,19.305,18.491,16.364,15.104,16.002,12.819,12.137,11.816,-1.4750000000000023,-1.5070588235294244,-1.4623255813953469,-1.4028139534883692,0.059511627906977616,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.84,-61.260274,4.554,3.753,16.397,168.886673,14.45,7.275,13717,1,0,0,0
5327,19.739,19.073,17.41,16.433,16.794,14.771,14.162,13.89,-1.108883333333333,-3.283647058823528,-0.24909302325581473,0.5827674418604636,0.8318604651162783,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.36,-61.2675,4.299,3.707,17.396,168.882807,14.21,5.47,13720,1,1,0,0
5333,20.045,19.491,17.573,16.332,17.184,14.047,13.284,12.923,-1.70048333333333,-1.9401764705882298,-1.6057209302325557,-1.6493023255813934,-0.04358139534883754,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.18,-61.414008,4.584,4.153,17.577,168.776365,15.89,7.314,13726,1,0,0,0
5335,20.563,19.361,16.884,15.377,16.46,12.716,11.889,11.445,-1.535716666666667,-1.5165882352941171,-1.5432790697674426,-1.5596976744186035,-0.016418604651161406,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.48,-61.236765,4.553,3.764,16.888,168.929402,13.98,8.444,13731,1,0,0,0
5340,19.155,18.542,16.457,15.132,15.973,12.703,11.918,11.525,-1.7940833333333353,-2.49029411764706,-1.518837209302328,-1.3700930232558166,0.14874418604651107,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,4.61,-61.298953,4.629,4.094,16.433,168.895142,15.02,7.728,13739,1,0,0,0
5341,19.38,18.718,16.773,15.599,16.418,13.428,12.767,12.443,-1.4707666666666661,-1.6141764705882395,-1.414069767441858,-1.3546744186046449,0.05939534883721276,umag_rmag_imag_Hamag,2.26,-61.27168,4.497,3.887,16.797,168.918078,14.46,6.888,13740,1,0,0,0
5342,19.954,19.127,17.175,15.976,16.842,13.89,13.198,12.905,-1.351183333333331,-1.3081176470588352,-1.3682093023255733,-1.4100232558139405,-0.041813953488367916,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.5,-61.240391,4.392,3.788,17.22,168.948896,13.87,6.693,13741,1,0,0,0
5344,19.722,19.257,17.488,16.393,17.138,14.379,13.658,13.382,-1.5242499999999977,-1.7791176470588108,-1.423488372093025,-1.369720930232559,0.05376744186046567,umag_rmag_imag_Hamag,2.63,-61.415292,4.497,4.078,17.518,168.808303,15.41,6.568,13743,1,0,0,0
5346,18.029,17.178,15.033,13.656,14.523,11.283,10.548,10.121,-1.6505499999999982,-2.4190000000000005,-1.346744186046509,-1.197860465116272,0.14888372093023694,umag_gmag_rmag_imag,6.59,-61.224525,4.581,3.865,14.986,168.971517,13.07,7.671,13746,1,0,0,0
5355,19.284,18.544,16.455,15.15,15.976,12.772,12.033,11.628,-1.6307499999999973,-2.3312352941176333,-1.3538139534883737,-1.1665348837209297,0.1872790697674438,umag_gmag_rmag_imag,3.12,-61.299268,4.578,3.979,16.437,168.940863,14.52,7.569,13761,1,0,0,0
5359,16.351,15.423,13.115,11.7,12.603,9.018,8.19,7.617,-1.6425833333333353,-2.3548235294117696,-1.361000000000001,-1.1320000000000006,0.22899999999999965,umag_gmag_rmag_imag,3.48,-61.330502,4.548,4.098,13.109,168.918911,10.1,8.415,13765,1,0,0,1
5365,20.451,19.718,17.9,16.786,17.594,14.936,14.339,14.024,-1.2907666666666606,-1.2289999999999834,-1.3151860465116259,-1.3574651162790645,-0.042279069767439115,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.4,-61.287513,4.436,3.674,17.888,168.971162,15.53,6.174,13776,1,0,0,0
5369,20.653,19.898,18.163,17.201,17.727,15.654,15.027,14.638,-0.9926333333333335,-2.0405294117647075,-0.5783488372093022,-0.05437209302325474,0.523976744186047,umag_rmag_imag_Hamag,4.42,-61.091937,4.312,3.517,18.18,169.132436,15.21,5.386,13783,1,0,0,0
5374,14.263,14.421,13.56,12.982,12.882,12.175,11.834,11.597,-1.2080333333333346,-4.505176470588242,0.09548837209302274,1.1867209302325556,1.0912325581395328,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.29,-62.926751,4.316,3.908,13.543,167.602679,12.32,3.278,13795,1,1,0,0
5393,20.003,18.117,15.304,13.721,14.861,10.804,9.934,9.469,-0.9897833333333339,-0.9544117647058816,-1.0037674418604658,-0.8154186046511622,0.18834883720930318,umag_gmag_rmag_Hamag,1.28,-61.683309,4.321,3.588,15.361,168.782772,9.63,8.782,13838,1,0,0,1
5412,18.259,18.133,16.574,15.613,16.297,14.023,13.51,13.272,-1.6198166666666687,-1.6500588235294176,-1.6078604651162796,-1.623651162790702,-0.01579069767442265,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.71,-61.18995,4.627,3.793,16.555,169.2643,17.01,5.557,13873,1,0,0,0
5429,20.421,19.913,18.302,17.364,17.819,15.676,15.196,14.778,-1.1960333333333317,-2.588882352941182,-0.6453720930232518,-0.08193023255813037,0.5634418604651215,gmag_rmag_imag_Hamag,0.84,-60.922508,4.357,3.809,18.228,169.556605,15.64,5.491,13904,1,0,0,0
5439,16.912,16.474,14.591,13.457,14.086,11.364,10.779,10.338,-1.6220999999999979,-2.799941176470584,-1.1564418604651154,-0.7216046511627869,0.4348372093023283,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,3.54,-61.497056,4.601,3.969,14.643,169.137819,13.65,6.778,13918,1,1,0,0
5451,19.852,18.961,16.723,15.392,16.33,12.949,12.26,11.815,-1.5269833333333303,-1.628823529411768,-1.4867209302325524,-1.4083023255813858,0.07841860465116612,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.06,-61.745422,4.554,3.816,16.776,168.986052,14.45,7.705,13937,1,0,0,0
5459,19.773,19.242,17.634,16.85,17.297,15.661,15.183,14.961,-0.8932666666666655,-1.6297647058823532,-0.6020930232558126,-0.02323255813953029,0.5788604651162821,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.65,-60.489385,4.341,3.097,17.66,169.995759,15.87,4.435,13949,1,0,0,0
5460,15.525,15.576,14.463,13.829,14.015,12.638,12.22,11.927,-1.2027666666666639,-2.9234705882352863,-0.522488372093023,0.16227906976744388,0.6847674418604668,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.03,-60.808163,4.339,4.157,14.526,169.767794,12.74,4.137,13951,1,1,0,0
5461,20.613,19.934,17.857,16.61,17.479,14.274,13.368,13.032,-1.586383333333334,-1.7446470588235323,-1.523813953488372,-1.4475348837209268,0.07627906976744514,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,0.67,-60.835436,4.525,4.072,17.878,169.747604,15.3,7.536,13952,1,0,0,0
5466,20.276,19.394,17.294,16.042,16.586,13.699,12.897,12.329,-1.3924666666666625,-3.6575294117647186,-0.49697674418603666,0.35055813953489956,0.8475348837209358,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.4,-60.731706,4.388,4.097,17.286,169.860439,13.25,7.479,13963,1,1,0,0
5469,19.744,19.371,17.702,16.629,17.331,14.765,14.218,13.894,-1.5762833333333324,-2.005764705882367,-1.4064883720930166,-1.3537209302325492,0.05276744186046711,umag_rmag_imag_Hamag,4.83,-61.534028,4.554,3.928,17.708,169.253221,16.65,6.158,13967,1,0,1,0
5471,19.209,18.971,17.513,16.585,17.232,15.341,14.836,14.64,-1.4478666666666682,-1.5637058823529573,-1.4020697674418563,-1.4336744186046437,-0.03160465116278788,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.53,-60.868706,4.546,3.413,17.487,169.777438,17.52,4.888,13970,1,0,1,0
5487,18.942,18.983,17.48,16.579,17.149,14.919,14.526,14.105,-1.6778166666666663,-2.1632941176470566,-1.485883720930233,-1.2952093023255813,0.1906744186046514,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,3.86,-61.248956,4.631,4.059,17.473,169.564159,17.92,5.585,14009,1,0,1,0
5491,19.158,18.155,15.742,14.316,15.298,11.751,11.017,10.613,-1.5875666666666661,-1.8438235294117709,-1.4862558139534854,-1.3341395348837146,0.15211627906977032,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.69,-61.628128,4.613,3.717,15.772,169.281813,13.92,8.093,14016,1,0,0,0
