VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
10904,164.840605,-61.296283,3.872,1,0,0,0,17.821,17.469,16.031,15.74,15.203,13.596,13.155,12.919,12.662,12.829,0.352,1.79,2.618,1.438,2.266,0.291,0.828,0.441,0.677,0.236,-0.167
10912,165.048366,-61.079916,4.039,1,0,0,0,15.64,15.623,14.201,13.849,13.327,11.793,11.246,10.968,10.717,10.723,0.017,1.439,2.313,1.422,2.296,0.352,0.874,0.547,0.825,0.278,-0.006
10917,165.264569,-60.855251,4.101,1,0,0,0,15.112,15.357,14.314,13.994,13.69,12.534,12.184,11.956,11.337,10.6,-0.245,0.798,1.422,1.043,1.667,0.32,0.624,0.35,0.578,0.228,0.737
10918,165.271959,-60.849042,4.237,1,0,0,0,16.801,16.719,15.218,14.85,14.309,12.591,12.006,11.649,11.284,10.976,0.082,1.583,2.492,1.501,2.41,0.368,0.909,0.585,0.942,0.357,0.308
10923,164.799952,-61.352536,4.026,1,0,0,0,15.71,15.574,14.102,13.76,13.246,11.616,11.109,10.808,10.438,10.418,0.136,1.608,2.464,1.472,2.328,0.342,0.856,0.507,0.808,0.301,0.02
10929,166.728633,-59.202222,3.545,1,0,0,0,17.872,17.674,16.463,16.104,15.75,14.524,14.232,14.166,13.857,14.1,0.198,1.409,2.122,1.211,1.924,0.359,0.713,0.292,0.358,0.066,-0.243
10935,164.981143,-61.175771,3.722,1,0,0,0,16.325,16.183,14.8,14.452,13.983,12.606,12.216,11.913,11.519,11.561,0.142,1.525,2.342,1.383,2.2,0.348,0.817,0.39,0.693,0.303,-0.042
10936,164.981894,-61.180941,4.437,1,0,0,0,15.847,15.937,14.735,14.443,14.052,12.627,12.119,11.816,11.053,10.981,-0.09,1.112,1.795,1.202,1.885,0.292,0.683,0.508,0.811,0.303,0.072
10937,165.955743,-60.117761,3.493,1,0,0,0,17.885,17.341,15.668,15.32,14.712,13.085,12.646,12.385,12.314,12.371,0.544,2.217,3.173,1.673,2.629,0.348,0.956,0.439,0.7,0.261,-0.057
10941,165.534224,-60.59207,3.961,1,1,0,0,12.887,13.166,12.165,11.844,11.719,10.644,10.391,10.225,10.043,10.064,-0.279,0.722,1.168,1.001,1.447,0.321,0.446,0.253,0.419,0.166,-0.021
10942,165.653643,-60.462064,3.551,1,0,0,0,15.599,15.5,14.343,14.046,13.697,12.578,12.249,12.127,11.787,11.842,0.099,1.256,1.902,1.157,1.803,0.297,0.646,0.329,0.451,0.122,-0.055
10943,166.020083,-60.051331,3.412,1,0,0,1,19.415,18.235,16.003,15.591,14.76,12.602,11.985,11.685,11.202,11.171,1.18,3.412,4.655,2.232,3.475,0.412,1.243,0.617,0.917,0.3,0.031
10946,165.462617,-60.675958,3.433,1,0,0,0,15.517,15.695,14.735,14.353,14.106,13.309,12.992,12.919,12.753,12.807,-0.178,0.782,1.411,0.96,1.589,0.382,0.629,0.317,0.39,0.073,-0.054
10952,165.015991,-61.164631,3.412,1,0,0,0,15.024,15.007,13.903,13.61,13.242,12.286,12.011,11.822,11.646,11.636,0.017,1.121,1.782,1.104,1.765,0.293,0.661,0.275,0.464,0.189,0.01
10959,165.259063,-60.909933,3.734,1,0,0,0,15.661,15.672,14.461,14.153,13.765,12.554,12.241,11.977,11.683,11.036,-0.011,1.2,1.896,1.211,1.907,0.308,0.696,0.313,0.577,0.264,0.647
10961,165.044787,-61.142966,4.137,1,0,0,0,15.397,15.609,14.575,14.279,13.926,12.741,12.349,12.187,12.011,12.099,-0.212,0.822,1.471,1.034,1.683,0.296,0.649,0.392,0.554,0.162,-0.088
10964,165.323267,-60.847526,4.119,1,0,0,0,18.252,17.679,15.683,15.252,14.488,12.18,11.448,10.999,10.596,10.739,0.573,2.569,3.764,1.996,3.191,0.431,1.195,0.732,1.181,0.449,-0.143
10965,165.421144,-60.743208,3.761,1,0,0,0,16.19,16.21,15.199,14.942,14.614,13.599,13.315,13.11,12.923,13.226,-0.02,0.991,1.576,1.011,1.596,0.257,0.585,0.284,0.489,0.205,-0.303
10975,165.062436,-61.151196,4.098,1,0,0,0,18.041,17.803,16.419,16.103,15.598,13.982,13.492,13.244,13.231,13.555,0.238,1.622,2.443,1.384,2.205,0.316,0.821,0.49,0.738,0.248,-0.324
10979,165.076492,-61.140056,3.906,1,0,0,0,17.866,17.564,16.087,15.744,15.189,13.592,13.066,12.819,12.607,12.551,0.302,1.779,2.677,1.477,2.375,0.343,0.898,0.526,0.773,0.247,0.056
10993,165.250444,-60.984191,3.848,1,0,0,0,17.136,17.012,15.64,15.33,14.855,13.43,12.943,12.75,12.305,12.547,0.124,1.496,2.281,1.372,2.157,0.31,0.785,0.487,0.68,0.193,-0.242
11000,165.205843,-61.041332,3.712,1,0,0,0,17.465,17.304,15.999,15.714,15.246,13.919,13.481,13.362,12.777,12.878,0.161,1.466,2.219,1.305,2.058,0.285,0.753,0.438,0.557,0.119,-0.101
11002,164.029547,-62.245501,4.269,1,0,0,0,16.059,16.438,15.799,15.575,15.373,14.686,14.382,14.238,13.665,14.044,-0.379,0.26,0.686,0.639,1.065,0.224,0.426,0.304,0.448,0.144,-0.379
11008,165.413467,-60.827711,3.927,1,0,0,0,15.942,16.063,15.06,14.791,14.458,13.419,13.038,12.905,12.091,11.679,-0.121,0.882,1.484,1.003,1.605,0.269,0.602,0.381,0.514,0.133,0.412
11009,165.177579,-61.081385,3.733,1,0,0,0,15.211,15.429,14.415,14.141,13.829,12.822,12.513,12.404,12.352,12.483,-0.218,0.796,1.382,1.014,1.6,0.274,0.586,0.309,0.418,0.109,-0.131
11015,165.89326,-60.309402,3.513,1,0,0,0,15.775,15.416,13.886,13.557,13.017,11.539,11.131,10.907,10.853,10.873,0.359,1.889,2.758,1.53,2.399,0.329,0.869,0.408,0.632,0.224,-0.02
11019,165.098895,-61.181863,3.909,1,0,0,0,19.218,18.638,16.986,16.638,15.99,14.246,13.57,13.281,13.056,13.344,0.58,2.232,3.228,1.652,2.648,0.348,0.996,0.676,0.965,0.289,-0.288
11026,165.262301,-61.019455,3.869,1,0,0,0,12.911,13.267,12.245,11.913,11.74,10.68,10.381,10.269,10.12,9.97,-0.356,0.666,1.171,1.022,1.527,0.332,0.505,0.299,0.411,0.112,0.15
11045,164.702867,-61.641706,4.406,1,0,0,0,19.573,18.638,16.222,15.767,14.691,11.618,10.571,10.074,9.536,9.505,0.935,3.351,4.882,2.416,3.947,0.455,1.531,1.047,1.544,0.497,0.031
11050,165.268393,-61.054248,3.66,1,0,0,0,14.94,15.268,14.357,14.099,13.834,13.052,12.702,12.639,12.662,13.418,-0.328,0.583,1.106,0.911,1.434,0.258,0.523,0.35,0.413,0.063,-0.756
11053,165.448506,-60.865585,3.246,1,0,0,0,13.613,13.989,13.037,12.775,12.492,11.849,11.6,11.496,11.045,10.884,-0.376,0.576,1.121,0.952,1.497,0.262,0.545,0.249,0.353,0.104,0.161
11054,164.823147,-61.528448,3.952,1,0,0,0,13.965,14.252,13.154,12.819,12.442,11.337,10.961,10.723,10.607,10.589,-0.287,0.811,1.523,1.098,1.81,0.335,0.712,0.376,0.614,0.238,0.018
11074,165.305891,-61.050895,3.636,1,0,0,0,14.916,15.303,14.39,14.113,13.846,13.034,12.76,12.641,12.484,12.594,-0.387,0.526,1.07,0.913,1.457,0.277,0.544,0.274,0.393,0.119,-0.11
11081,165.153988,-61.222763,3.783,1,0,0,0,14.888,15.049,14.099,13.827,13.532,12.565,12.331,12.123,11.605,11.669,-0.161,0.789,1.356,0.95,1.517,0.272,0.567,0.234,0.442,0.208,-0.064
11082,165.176336,-61.199881,3.44,1,0,0,0,13.852,14.223,13.356,13.088,12.838,12.112,11.885,11.801,11.499,11.579,-0.371,0.496,1.014,0.867,1.385,0.268,0.518,0.227,0.311,0.084,-0.08
11085,165.335234,-61.033177,3.398,1,0,0,0,12.971,13.493,12.741,12.51,12.319,11.799,11.591,11.503,11.397,11.593,-0.522,0.23,0.652,0.752,1.174,0.231,0.422,0.208,0.296,0.088,-0.196
11090,165.257807,-61.128766,3.973,1,0,0,0,18.297,17.866,16.089,15.726,15.074,13.132,12.483,12.161,11.905,11.931,0.431,2.208,3.223,1.777,2.792,0.363,1.015,0.649,0.971,0.322,-0.026
11091,165.371352,-61.009627,3.46,1,0,0,0,14.869,15.238,14.494,14.258,14.055,13.446,13.215,13.204,12.801,13.347,-0.369,0.375,0.814,0.744,1.183,0.236,0.439,0.231,0.242,0.011,-0.546
11096,165.65169,-60.717329,3.812,1,0,0,1,13.938,13.869,12.567,12.259,11.965,10.648,10.246,10.06,9.838,9.821,0.069,1.371,1.973,1.302,1.904,0.308,0.602,0.402,0.588,0.186,0.017
11097,165.501207,-60.8818,3.576,1,0,0,0,16.235,16.102,14.973,14.669,14.309,13.259,12.907,12.734,12.51,12.695,0.133,1.262,1.926,1.129,1.793,0.304,0.664,0.352,0.525,0.173,-0.185
11101,165.417606,-60.978351,3.899,1,0,0,0,17.519,17.324,15.828,15.523,14.946,13.348,12.825,12.566,11.946,11.809,0.195,1.691,2.573,1.496,2.378,0.305,0.882,0.523,0.782,0.259,0.137
11109,165.53096,-60.876329,3.846,1,0,0,0,18.656,17.975,16.199,15.82,15.179,13.283,12.667,12.345,12.017,12.17,0.681,2.457,3.477,1.776,2.796,0.379,1.02,0.616,0.938,0.322,-0.153
11110,164.933263,-61.513708,3.778,1,0,0,0,13.334,13.909,13.218,12.929,12.708,12.021,11.832,11.734,11.621,11.672,-0.575,0.116,0.626,0.691,1.201,0.289,0.51,0.189,0.287,0.098,-0.051
11111,166.850416,-59.371057,4.123,1,0,0,0,20.819,19.986,18.027,17.761,16.931,14.752,13.87,13.56,13.233,13.346,0.833,2.792,3.888,1.959,3.055,0.266,1.096,0.882,1.192,0.31,-0.113
11115,165.578306,-60.836775,3.321,1,0,0,0,13.492,13.821,13.177,12.978,12.802,12.339,12.177,12.099,11.996,12.112,-0.329,0.315,0.69,0.644,1.019,0.199,0.375,0.162,0.24,0.078,-0.116
11122,165.166774,-61.285341,3.758,1,0,0,0,15.423,15.069,13.416,13.055,12.498,10.796,10.325,9.98,9.766,9.733,0.354,2.007,2.925,1.653,2.571,0.361,0.918,0.471,0.816,0.345,0.033
11130,164.130907,-62.346418,3.595,1,0,0,0,15.21,15.489,14.625,14.345,14.071,13.297,13.039,12.921,12.917,12.974,-0.279,0.585,1.139,0.864,1.418,0.28,0.554,0.258,0.376,0.118,-0.057
11135,164.182694,-62.299911,3.404,1,0,0,0,14.789,14.889,14.065,13.767,13.499,12.734,12.571,12.445,12.322,12.37,-0.1,0.724,1.29,0.824,1.39,0.298,0.566,0.163,0.289,0.126,-0.048
11136,165.42863,-61.017618,3.476,1,0,0,0,13.708,14.129,13.312,13.055,12.831,12.13,11.915,11.886,11.308,11.594,-0.421,0.396,0.877,0.817,1.298,0.257,0.481,0.215,0.244,0.029,-0.286
11142,165.795261,-60.622717,3.647,1,0,0,0,16.869,16.735,15.384,15.07,14.586,13.213,12.821,12.68,12.47,12.613,0.134,1.485,2.283,1.351,2.149,0.314,0.798,0.392,0.533,0.141,-0.143
11146,165.459202,-60.994791,3.521,1,0,0,0,14.661,14.96,14.043,13.791,13.52,12.685,12.498,12.351,12.257,12.264,-0.299,0.618,1.141,0.917,1.44,0.252,0.523,0.187,0.334,0.147,-0.007
11148,165.820409,-60.60209,3.137,1,0,0,0,13.045,13.491,13.009,12.816,12.71,12.38,12.325,12.29,12.19,12.228,-0.446,0.036,0.335,0.482,0.781,0.193,0.299,0.055,0.09,0.035,-0.038
11150,165.305167,-61.164597,3.467,1,0,0,0,13.57,13.847,13.158,12.941,12.757,12.22,12.01,11.93,11.886,11.965,-0.277,0.412,0.813,0.689,1.09,0.217,0.401,0.21,0.29,0.08,-0.079
11156,165.068296,-61.420934,3.923,1,0,0,0,17.053,17.057,15.872,15.671,15.154,13.863,13.449,13.314,12.257,11.924,-0.004,1.181,1.899,1.185,1.903,0.201,0.718,0.414,0.549,0.135,0.333
11158,164.735325,-61.769731,4.156,1,0,0,0,20.037,19.395,17.605,17.105,16.536,14.502,13.778,13.348,12.86,12.897,0.642,2.432,3.501,1.79,2.859,0.5,1.069,0.724,1.154,0.43,-0.037
11173,165.429845,-61.062827,3.84,1,0,0,0,16.336,16.164,14.816,14.516,14.039,12.634,12.194,11.952,11.0,11.046,0.172,1.52,2.297,1.348,2.125,0.3,0.777,0.44,0.682,0.242,-0.046
11180,165.996601,-60.450903,3.565,1,0,0,0,20.549,19.334,17.124,16.712,15.835,13.564,12.899,12.572,12.091,12.084,1.215,3.425,4.714,2.21,3.499,0.412,1.289,0.665,0.992,0.327,0.007
