VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
255,153.780548,-57.096632,3.508,1,0,0,1,19.465,18.221,15.963,15.538,14.65,12.372,11.726,11.372,11.19,11.161,1.244,3.502,4.815,2.258,3.571,0.425,1.313,0.646,1.0,0.354,0.029
256,153.758582,-57.114667,3.615,1,0,0,0,17.819,17.025,15.01,14.621,13.831,11.785,11.18,10.851,10.633,10.604,0.794,2.809,3.988,2.015,3.194,0.389,1.179,0.605,0.934,0.329,0.029
261,153.926987,-57.016295,3.638,1,0,0,1,16.304,15.184,12.878,12.404,11.698,9.383,8.702,8.27,8.051,7.918,1.12,3.426,4.606,2.306,3.486,0.474,1.18,0.681,1.113,0.432,0.133
262,153.87195,-57.077162,3.456,1,0,0,0,18.977,17.931,15.751,15.341,14.487,12.348,11.773,11.412,11.191,11.182,1.046,3.226,4.49,2.18,3.444,0.41,1.264,0.575,0.936,0.361,0.009
263,152.943618,-57.806063,3.306,1,1,0,1,13.338,13.336,12.316,11.68,11.705,10.859,10.613,10.472,9.416,9.079,0.002,1.022,1.633,1.02,1.631,0.636,0.611,0.246,0.387,0.141,0.337
266,152.835796,-57.894767,3.762,1,0,0,0,14.701,14.574,13.25,12.915,12.467,11.1,10.671,10.488,10.125,10.094,0.127,1.451,2.234,1.324,2.107,0.335,0.783,0.429,0.612,0.183,0.031
270,153.689283,-57.237805,3.582,1,0,0,1,13.873,13.879,12.858,12.549,12.185,11.189,10.911,10.755,10.524,10.364,-0.006,1.015,1.688,1.021,1.694,0.309,0.673,0.278,0.434,0.156,0.16
277,153.825819,-57.1453,3.806,1,0,0,0,20.562,19.882,17.862,17.457,16.678,14.579,13.871,13.496,13.477,13.567,0.68,2.7,3.884,2.02,3.204,0.405,1.184,0.708,1.083,0.375,-0.09
281,153.665623,-57.27852,3.717,1,0,0,1,13.737,13.752,12.649,12.342,12.015,10.902,10.614,10.408,10.054,9.791,-0.015,1.088,1.722,1.103,1.737,0.307,0.634,0.288,0.494,0.206,0.263
283,154.058687,-56.965495,3.419,1,0,0,1,18.693,17.494,15.225,14.772,13.869,11.652,11.03,10.685,10.489,10.417,1.199,3.468,4.824,2.269,3.625,0.453,1.356,0.622,0.967,0.345,0.072
286,153.914474,-57.087998,3.818,1,0,0,0,19.149,18.174,16.023,15.614,14.747,12.429,11.668,11.302,10.833,10.626,0.975,3.126,4.402,2.151,3.427,0.409,1.276,0.761,1.127,0.366,0.207
293,153.883547,-57.142619,3.502,1,0,0,0,20.766,19.4,16.952,16.53,15.586,13.166,12.422,12.093,11.83,11.763,1.366,3.814,5.18,2.448,3.814,0.422,1.366,0.744,1.073,0.329,0.067
300,153.916264,-57.137688,3.566,1,0,0,0,19.025,18.099,16.136,15.738,14.985,12.996,12.405,12.114,11.767,11.756,0.926,2.889,4.04,1.963,3.114,0.398,1.151,0.591,0.882,0.291,0.011
301,153.911906,-57.146072,3.614,1,0,0,0,18.765,17.777,15.687,15.281,14.479,12.302,11.702,11.356,11.077,11.054,0.988,3.078,4.286,2.09,3.298,0.406,1.208,0.6,0.946,0.346,0.023
307,152.872502,-57.966286,3.759,1,0,0,1,17.798,16.801,14.55,14.083,13.252,10.838,10.113,9.73,9.352,8.859,0.997,3.248,4.546,2.251,3.549,0.467,1.298,0.725,1.108,0.383,0.493
308,153.942424,-57.131906,3.536,1,0,0,0,19.121,18.207,16.317,15.937,15.22,13.341,12.745,12.496,12.31,12.308,0.914,2.804,3.901,1.89,2.987,0.38,1.097,0.596,0.845,0.249,0.002
309,152.794965,-58.030742,3.749,1,0,0,0,15.766,15.546,14.256,13.938,13.509,12.208,11.765,11.582,11.371,11.423,0.22,1.51,2.257,1.29,2.037,0.318,0.747,0.443,0.626,0.183,-0.052
311,152.726076,-58.083471,4.55,1,0,0,0,19.794,18.623,16.26,15.755,14.732,11.637,10.567,9.967,9.408,9.268,1.171,3.534,5.062,2.363,3.891,0.505,1.528,1.07,1.67,0.6,0.14
312,152.944902,-57.91943,3.858,1,0,0,0,16.57,16.34,15.102,14.79,14.37,12.98,12.598,12.432,12.014,12.052,0.23,1.468,2.2,1.238,1.97,0.312,0.732,0.382,0.548,0.166,-0.038
314,153.951795,-57.145765,3.565,1,0,0,1,16.485,15.815,13.823,13.414,12.668,10.732,10.14,9.812,9.62,9.574,0.67,2.662,3.817,1.992,3.147,0.409,1.155,0.592,0.92,0.328,0.046
315,153.876703,-57.209975,3.768,1,0,0,1,19.289,17.84,15.275,14.798,13.794,11.002,10.183,9.696,9.432,9.297,1.449,4.014,5.495,2.565,4.046,0.477,1.481,0.819,1.306,0.487,0.135
317,152.758847,-58.083649,4.039,1,0,0,1,12.813,13.096,12.255,12.011,11.738,10.805,10.593,10.366,9.929,9.609,-0.283,0.558,1.075,0.841,1.358,0.244,0.517,0.212,0.439,0.227,0.32
319,153.081041,-57.841641,3.65,1,0,0,0,14.218,14.318,13.313,13.059,12.736,11.752,11.496,11.333,11.269,11.278,-0.1,0.905,1.482,1.005,1.582,0.254,0.577,0.256,0.419,0.163,-0.009
321,153.330275,-57.651605,3.607,1,0,0,0,17.477,16.962,15.454,15.11,14.594,13.021,12.585,12.427,12.201,12.232,0.515,2.023,2.883,1.508,2.368,0.344,0.86,0.436,0.594,0.158,-0.031
326,153.558772,-57.479273,3.815,1,0,0,0,20.631,19.726,17.629,17.213,16.419,14.113,13.476,13.069,12.749,12.685,0.905,3.002,4.212,2.097,3.307,0.416,1.21,0.637,1.044,0.407,0.064
335,153.671128,-57.416305,3.727,1,0,0,0,20.839,19.721,17.401,16.943,16.08,13.606,12.853,12.491,12.195,12.106,1.118,3.438,4.759,2.32,3.641,0.458,1.321,0.753,1.115,0.362,0.089
337,154.104518,-57.08418,3.602,1,0,0,0,20.847,19.514,16.878,16.319,15.352,12.682,11.893,11.405,10.989,10.746,1.333,3.969,5.495,2.636,4.162,0.559,1.526,0.789,1.277,0.488,0.243
340,153.998076,-57.173581,3.481,1,0,0,0,19.842,18.846,16.659,16.239,15.399,13.264,12.586,12.34,12.176,12.261,0.996,3.183,4.443,2.187,3.447,0.42,1.26,0.678,0.924,0.246,-0.085
345,154.024659,-57.163141,3.7,1,0,0,0,18.004,17.252,15.225,14.825,14.093,11.937,11.347,11.034,10.65,10.544,0.752,2.779,3.911,2.027,3.159,0.4,1.132,0.59,0.903,0.313,0.106
349,154.321321,-56.935518,3.542,1,0,0,0,20.876,19.641,17.434,17.009,16.132,13.898,13.31,12.867,12.347,12.439,1.235,3.442,4.744,2.207,3.509,0.425,1.302,0.588,1.031,0.443,-0.092
350,153.448778,-57.638184,3.686,1,0,0,0,20.117,18.934,16.76,16.322,15.513,13.201,12.512,12.168,11.8,11.833,1.183,3.357,4.604,2.174,3.421,0.438,1.247,0.689,1.033,0.344,-0.033
352,153.253025,-57.799363,3.781,1,0,0,0,18.189,17.515,15.733,15.335,14.683,12.745,12.184,11.888,11.667,11.696,0.674,2.456,3.506,1.782,2.832,0.398,1.05,0.561,0.857,0.296,-0.029
354,153.620899,-57.51636,3.549,1,0,0,1,17.507,16.611,14.499,14.076,13.282,11.17,10.545,10.233,10.057,9.994,0.896,3.008,4.225,2.112,3.329,0.423,1.217,0.625,0.937,0.312,0.063
355,154.103302,-57.13514,3.519,1,0,0,0,16.622,16.088,14.227,13.813,13.144,11.347,10.79,10.575,10.293,10.238,0.534,2.395,3.478,1.861,2.944,0.414,1.083,0.557,0.772,0.215,0.055
357,153.919392,-57.286169,3.604,1,0,0,1,19.772,18.29,15.611,15.122,14.02,11.212,10.387,9.993,9.622,9.531,1.482,4.161,5.752,2.679,4.27,0.489,1.591,0.825,1.219,0.394,0.091
361,154.209593,-57.062754,3.471,1,0,0,0,20.226,19.098,16.988,16.561,15.762,13.688,13.046,12.78,12.552,12.558,1.128,3.238,4.464,2.11,3.336,0.427,1.226,0.642,0.908,0.266,-0.006
362,154.244536,-57.037452,3.422,1,0,0,1,20.328,18.981,16.724,16.291,15.391,13.193,12.539,12.195,11.705,11.704,1.347,3.604,4.937,2.257,3.59,0.433,1.333,0.654,0.998,0.344,0.001
367,154.091158,-57.17482,3.585,1,0,0,0,18.326,17.427,15.399,14.975,14.21,12.166,11.534,11.237,10.933,10.748,0.899,2.927,4.116,2.028,3.217,0.424,1.189,0.632,0.929,0.297,0.185
374,154.107755,-57.175893,3.814,1,0,0,0,20.341,19.304,16.849,16.391,15.399,12.725,11.881,11.51,11.058,10.706,1.037,3.492,4.942,2.455,3.905,0.458,1.45,0.844,1.215,0.371,0.352
376,154.220685,-57.090546,3.769,1,0,0,1,20.597,18.508,15.374,14.826,13.514,10.056,9.057,8.424,8.014,7.838,2.089,5.223,7.083,3.134,4.994,0.548,1.86,0.999,1.632,0.633,0.176
380,152.900929,-58.131658,3.618,1,0,0,1,14.918,14.611,13.234,12.869,12.435,11.12,10.691,10.451,10.335,10.326,0.307,1.684,2.483,1.377,2.176,0.365,0.799,0.429,0.669,0.24,0.009
382,154.076172,-57.215173,3.504,1,0,0,0,18.769,17.936,15.938,15.543,14.805,12.849,12.286,11.976,11.784,11.892,0.833,2.831,3.964,1.998,3.131,0.395,1.133,0.563,0.873,0.31,-0.108
384,154.072293,-57.221221,3.562,1,0,0,0,16.046,15.517,13.638,13.248,12.56,10.706,10.16,9.914,9.743,9.743,0.529,2.408,3.486,1.879,2.957,0.39,1.078,0.546,0.792,0.246,0.0
386,153.099961,-57.991639,3.671,1,0,0,0,14.596,14.563,13.413,13.107,12.755,11.565,11.254,11.106,11.045,11.062,0.033,1.183,1.841,1.15,1.808,0.306,0.658,0.311,0.459,0.148,-0.017
390,153.531055,-57.664835,3.7,1,0,0,1,17.008,16.044,14.039,13.582,12.819,10.654,10.022,9.701,9.482,9.413,0.964,2.969,4.189,2.005,3.225,0.457,1.22,0.632,0.953,0.321,0.069
396,154.167902,-57.164575,3.522,1,0,0,0,20.701,19.696,17.449,16.967,16.148,13.863,13.282,12.927,12.762,12.929,1.005,3.252,4.553,2.247,3.548,0.482,1.301,0.581,0.936,0.355,-0.167
398,153.438055,-57.745855,3.63,1,0,0,0,15.533,15.329,14.116,13.769,13.388,12.138,11.843,11.625,11.484,11.473,0.204,1.417,2.145,1.213,1.941,0.347,0.728,0.295,0.513,0.218,0.011
399,153.347965,-57.821383,3.71,1,0,0,1,14.651,14.508,13.258,12.955,12.556,11.266,10.918,10.727,10.593,10.624,0.143,1.393,2.095,1.25,1.952,0.303,0.702,0.348,0.539,0.191,-0.031
400,153.421567,-57.765881,3.834,1,0,0,1,15.088,14.904,13.647,13.345,12.938,11.614,11.283,10.98,10.602,10.615,0.184,1.441,2.15,1.257,1.966,0.302,0.709,0.331,0.634,0.303,-0.013
401,154.100351,-57.228229,3.721,1,0,0,0,18.782,18.042,15.924,15.533,14.752,12.492,11.855,11.566,11.211,11.195,0.74,2.858,4.03,2.118,3.29,0.391,1.172,0.637,0.926,0.289,0.016
403,154.327687,-57.051395,3.538,1,1,0,1,14.461,14.402,13.351,12.768,12.678,11.767,11.424,11.233,10.637,10.357,0.059,1.11,1.783,1.051,1.724,0.583,0.673,0.343,0.534,0.191,0.28
404,154.112113,-57.228089,3.587,1,0,0,0,17.443,16.849,14.892,14.457,13.739,11.761,11.219,10.941,10.677,10.633,0.594,2.551,3.704,1.957,3.11,0.435,1.153,0.542,0.82,0.278,0.044
405,154.009332,-57.311851,3.723,1,0,0,1,19.622,18.012,15.232,14.716,13.597,10.619,9.703,9.21,8.807,8.644,1.61,4.39,6.025,2.78,4.415,0.516,1.635,0.916,1.409,0.493,0.163
406,154.255997,-57.112696,3.505,1,0,0,1,17.161,16.305,14.243,13.829,13.046,11.019,10.426,10.116,9.934,9.889,0.856,2.918,4.115,2.062,3.259,0.414,1.197,0.593,0.903,0.31,0.045
412,152.899481,-58.199536,3.586,1,0,0,0,15.183,15.036,13.84,13.554,13.164,11.97,11.616,11.507,11.395,11.408,0.147,1.343,2.019,1.196,1.872,0.286,0.676,0.354,0.463,0.109,-0.013
414,154.085038,-57.277031,3.644,1,0,0,1,20.09,18.4,15.772,15.28,14.225,11.453,10.566,10.182,9.745,9.596,1.69,4.318,5.865,2.628,4.175,0.492,1.547,0.887,1.271,0.384,0.149
416,154.116771,-57.255932,3.587,1,0,0,1,17.348,16.683,14.947,14.561,13.942,12.21,11.633,11.442,11.31,11.371,0.665,2.401,3.406,1.736,2.741,0.386,1.005,0.577,0.768,0.191,-0.061
421,154.629185,-56.848672,3.466,1,0,0,1,13.05,13.302,12.538,12.289,12.098,11.353,11.239,11.146,11.081,11.141,-0.252,0.512,0.952,0.764,1.204,0.249,0.44,0.114,0.207,0.093,-0.06
422,154.035724,-57.336358,3.508,1,0,0,1,18.605,17.657,15.637,15.226,14.462,12.492,11.855,11.59,11.398,11.401,0.948,2.968,4.143,2.02,3.195,0.411,1.175,0.637,0.902,0.265,-0.003
423,153.291616,-57.923679,3.515,1,0,0,1,14.663,14.27,12.747,12.407,11.906,10.43,10.049,9.793,9.678,9.64,0.393,1.916,2.757,1.523,2.364,0.34,0.841,0.381,0.637,0.256,0.038
430,154.069793,-57.3306,3.629,1,0,0,0,18.608,17.675,15.535,15.105,14.254,12.052,11.374,11.055,10.783,10.84,0.933,3.073,4.354,2.14,3.421,0.43,1.281,0.678,0.997,0.319,-0.057
434,153.024938,-58.155605,3.717,1,0,0,1,18.68,17.521,15.147,14.654,13.816,11.299,10.53,10.157,9.799,9.666,1.159,3.533,4.864,2.374,3.705,0.493,1.331,0.769,1.142,0.373,0.133
435,154.575104,-56.928216,3.522,1,0,0,0,19.938,18.741,16.506,16.106,15.175,12.876,12.268,11.911,11.498,11.437,1.197,3.432,4.763,2.235,3.566,0.4,1.331,0.608,0.965,0.357,0.061
439,154.317469,-57.143224,3.636,1,0,0,1,15.579,15.025,13.172,12.762,12.125,10.237,9.715,9.405,9.153,9.092,0.554,2.407,3.454,1.853,2.9,0.41,1.047,0.522,0.832,0.31,0.061
441,154.351907,-57.117539,3.582,1,0,0,0,19.566,18.712,16.755,16.373,15.611,13.601,13.042,12.745,12.622,12.706,0.854,2.811,3.955,1.957,3.101,0.382,1.144,0.559,0.856,0.297,-0.084
444,154.072129,-57.348754,3.836,1,0,0,1,16.588,15.619,13.41,12.934,12.131,9.722,9.025,8.567,8.265,8.144,0.969,3.178,4.457,2.209,3.488,0.476,1.279,0.697,1.155,0.458,0.121
446,154.091076,-57.342143,3.706,1,0,0,0,20.043,18.985,16.839,16.418,15.546,13.284,12.576,12.227,11.878,12.263,1.058,3.204,4.497,2.146,3.439,0.421,1.293,0.708,1.057,0.349,-0.385
448,154.145949,-57.301797,3.618,1,0,0,0,18.76,17.94,15.948,15.556,14.761,12.718,12.114,11.799,11.653,11.681,0.82,2.812,3.999,1.992,3.179,0.392,1.187,0.604,0.919,0.315,-0.028
452,154.184267,-57.280869,3.634,1,0,0,0,18.726,17.895,16.043,15.653,14.942,12.966,12.44,12.16,11.65,11.536,0.831,2.683,3.784,1.852,2.953,0.39,1.101,0.526,0.806,0.28,0.114
454,154.369215,-57.135414,3.643,1,0,0,0,18.902,18.357,16.684,16.328,15.709,13.964,13.532,13.235,13.111,13.248,0.545,2.218,3.193,1.673,2.648,0.356,0.975,0.432,0.729,0.297,-0.137
455,152.923824,-58.269983,3.551,1,0,0,0,19.716,18.608,16.458,16.042,15.266,13.066,12.46,12.138,11.766,11.742,1.108,3.258,4.45,2.15,3.342,0.416,1.192,0.606,0.928,0.322,0.024
460,154.18051,-57.305656,3.675,1,0,0,0,17.765,17.182,15.344,14.944,14.251,12.336,11.779,11.499,11.219,11.26,0.583,2.421,3.514,1.838,2.931,0.4,1.093,0.557,0.837,0.28,-0.041
461,154.431001,-57.106228,3.545,1,0,0,0,19.892,18.995,17.118,16.761,16.013,14.129,13.548,13.327,13.282,13.314,0.897,2.774,3.879,1.877,2.982,0.357,1.105,0.581,0.802,0.221,-0.032
464,154.339749,-57.189198,3.582,1,0,0,0,16.576,16.226,14.612,14.253,13.662,12.027,11.59,11.363,11.216,11.235,0.35,1.964,2.914,1.614,2.564,0.359,0.95,0.437,0.664,0.227,-0.019
466,154.196397,-57.306134,3.721,1,0,0,0,18.913,18.095,16.237,15.843,15.139,13.142,12.557,12.272,11.891,11.822,0.818,2.676,3.774,1.858,2.956,0.394,1.098,0.585,0.87,0.285,0.069
468,154.297088,-57.234113,3.51,1,0,0,1,16.712,15.919,13.841,13.416,12.646,10.633,10.032,9.718,9.442,9.365,0.793,2.871,4.066,2.078,3.273,0.425,1.195,0.601,0.915,0.314,0.077
473,154.161618,-57.350899,3.775,1,0,0,0,16.96,16.343,14.498,14.114,13.402,11.446,10.82,10.53,10.118,10.154,0.617,2.462,3.558,1.845,2.941,0.384,1.096,0.626,0.916,0.29,-0.036
474,153.176978,-58.124855,3.6,1,0,0,0,15.151,15.089,13.753,13.433,13.022,11.706,11.351,11.174,11.067,11.054,0.062,1.398,2.129,1.336,2.067,0.32,0.731,0.355,0.532,0.177,0.013
476,152.606138,-58.556127,4.082,1,0,0,1,13.284,13.375,12.399,12.114,11.854,10.68,10.497,10.225,10.069,10.079,-0.091,0.885,1.43,0.976,1.521,0.285,0.545,0.183,0.455,0.272,-0.01
487,154.311909,-57.267923,3.525,1,0,0,0,20.441,19.373,17.137,16.711,15.816,13.58,12.901,12.6,12.42,12.389,1.068,3.304,4.625,2.236,3.557,0.426,1.321,0.679,0.98,0.301,0.031
488,154.504002,-57.113635,3.488,1,0,0,0,20.718,19.588,17.503,17.02,16.266,14.211,13.586,13.3,12.774,12.644,1.13,3.215,4.452,2.085,3.322,0.483,1.237,0.625,0.911,0.286,0.13
489,154.998316,-56.705074,3.915,1,1,0,1,20.074,18.462,15.828,15.111,14.252,11.334,10.41,9.782,9.43,9.052,1.612,4.246,5.822,2.634,4.21,0.717,1.576,0.924,1.552,0.628,0.378
491,153.646799,-57.805674,3.722,1,0,0,0,14.923,14.886,13.773,13.48,13.144,12.098,11.693,11.527,11.331,11.352,0.037,1.15,1.779,1.113,1.742,0.293,0.629,0.405,0.571,0.166,-0.021
494,154.311978,-57.280938,3.53,1,0,0,0,20.443,19.563,17.36,16.952,16.052,13.872,13.234,12.923,12.583,12.423,0.88,3.083,4.391,2.203,3.511,0.408,1.308,0.638,0.949,0.311,0.16
495,154.04713,-57.495002,3.638,1,0,0,1,20.626,18.877,16.027,15.531,14.379,11.361,10.466,10.02,9.74,9.636,1.749,4.599,6.247,2.85,4.498,0.496,1.648,0.895,1.341,0.446,0.104
497,153.941495,-57.582941,3.663,1,0,0,1,20.191,18.886,16.504,16.048,15.13,12.607,11.869,11.486,11.156,11.129,1.305,3.687,5.061,2.382,3.756,0.456,1.374,0.738,1.121,0.383,0.027
505,154.431165,-57.207291,3.652,1,0,0,0,18.643,18.021,16.305,15.96,15.319,13.564,13.052,12.77,12.648,12.64,0.622,2.338,3.324,1.716,2.702,0.345,0.986,0.512,0.794,0.282,0.008
506,154.263101,-57.343816,3.674,1,0,0,0,19.215,18.453,16.712,16.361,15.659,13.811,13.257,13.015,12.908,13.246,0.762,2.503,3.556,1.741,2.794,0.351,1.053,0.554,0.796,0.242,-0.338
507,154.482896,-57.169397,3.656,1,0,0,0,19.923,18.85,16.671,16.3,15.431,13.146,12.449,12.145,11.874,11.817,1.073,3.252,4.492,2.179,3.419,0.371,1.24,0.697,1.001,0.304,0.057
508,153.212112,-58.174156,3.725,1,0,0,0,15.339,15.319,14.307,13.978,13.633,12.614,12.284,12.124,11.95,12.031,0.02,1.032,1.706,1.012,1.686,0.329,0.674,0.33,0.49,0.16,-0.081
510,154.49239,-57.168414,3.611,1,0,0,0,16.3,15.794,14.022,13.684,13.011,11.22,10.701,10.45,10.26,10.224,0.506,2.278,3.289,1.772,2.783,0.338,1.011,0.519,0.77,0.251,0.036
511,154.339708,-57.293184,3.549,1,0,0,0,17.499,16.884,15.144,14.793,14.123,12.353,11.896,11.62,11.413,11.435,0.615,2.355,3.376,1.74,2.761,0.351,1.021,0.457,0.733,0.276,-0.022
512,154.447352,-57.205823,3.655,1,0,0,0,16.057,15.761,14.253,13.915,13.371,11.804,11.36,11.17,11.063,11.069,0.296,1.804,2.686,1.508,2.39,0.338,0.882,0.444,0.634,0.19,-0.006
518,154.294998,-57.339855,3.667,1,0,0,0,16.288,15.854,14.089,13.714,13.043,11.239,10.711,10.434,10.28,10.243,0.434,2.199,3.245,1.765,2.811,0.375,1.046,0.528,0.805,0.277,0.037
522,154.433514,-57.232009,3.661,1,0,0,0,19.508,18.701,16.862,16.495,15.783,13.883,13.281,13.026,12.825,12.798,0.807,2.646,3.725,1.839,2.918,0.367,1.079,0.602,0.857,0.255,0.027
529,153.261713,-58.190124,3.618,1,0,0,0,13.522,13.87,13.063,12.804,12.565,11.821,11.618,11.493,11.371,11.402,-0.348,0.459,0.957,0.807,1.305,0.259,0.498,0.203,0.328,0.125,-0.031
539,154.5159,-57.217256,3.783,1,0,0,0,18.177,17.512,15.739,15.358,14.681,12.783,12.225,11.887,11.548,11.353,0.665,2.438,3.496,1.773,2.831,0.381,1.058,0.558,0.896,0.338,0.195
543,154.010466,-57.630008,3.74,1,0,0,1,18.979,17.697,15.214,14.724,13.755,11.038,10.244,9.841,9.531,9.422,1.282,3.765,5.224,2.483,3.942,0.49,1.459,0.794,1.197,0.403,0.109
544,154.464878,-57.265795,3.734,1,0,0,0,14.808,14.555,12.911,12.542,12.032,10.351,9.837,9.619,9.396,9.368,0.253,1.897,2.776,1.644,2.523,0.369,0.879,0.514,0.732,0.218,0.028
549,153.358606,-58.154676,3.503,1,0,0,0,14.839,14.825,13.686,13.385,13.024,11.979,11.656,11.519,11.436,11.483,0.014,1.153,1.815,1.139,1.801,0.301,0.662,0.323,0.46,0.137,-0.047
550,154.502376,-57.25557,3.673,1,0,0,0,18.267,17.829,16.258,15.919,15.337,13.771,13.23,13.026,12.696,12.786,0.438,2.009,2.93,1.571,2.492,0.339,0.921,0.541,0.745,0.204,-0.09
554,154.608995,-57.188638,3.434,1,0,0,0,19.454,18.24,15.939,15.518,14.598,12.368,11.709,11.371,11.172,11.144,1.214,3.515,4.856,2.301,3.642,0.421,1.341,0.659,0.997,0.338,0.028
569,153.063665,-58.440738,3.887,1,0,0,0,12.926,13.09,12.037,11.645,11.353,10.216,9.884,9.702,9.6,9.617,-0.164,0.889,1.573,1.053,1.737,0.392,0.684,0.332,0.514,0.182,-0.017
570,154.323507,-57.45799,3.61,1,0,0,1,13.179,13.229,12.107,11.827,11.499,10.419,10.13,9.959,9.912,9.967,-0.05,1.072,1.68,1.122,1.73,0.28,0.608,0.289,0.46,0.171,-0.055
576,154.39353,-57.422575,3.893,1,0,0,0,21.26,19.941,17.528,17.087,16.087,13.337,12.503,12.096,11.659,11.302,1.319,3.732,5.173,2.413,3.854,0.441,1.441,0.834,1.241,0.407,0.357
577,154.498524,-57.338577,3.7,1,0,0,0,18.342,17.899,16.334,15.986,15.404,13.852,13.292,13.063,12.966,13.103,0.443,2.008,2.938,1.565,2.495,0.348,0.93,0.56,0.789,0.229,-0.137
585,153.229488,-58.357676,3.658,1,0,0,1,13.267,13.461,12.561,12.294,12.011,11.158,10.904,10.762,10.709,10.775,-0.194,0.706,1.256,0.9,1.45,0.267,0.55,0.254,0.396,0.142,-0.066
590,153.991901,-57.774774,3.745,1,0,0,0,20.839,19.4,16.817,16.37,15.371,12.566,11.769,11.307,10.949,10.782,1.439,4.022,5.468,2.583,4.029,0.447,1.446,0.797,1.259,0.462,0.167
591,153.657277,-58.038228,4.011,1,0,0,1,17.667,16.966,15.179,14.695,14.111,12.075,11.446,11.066,10.623,10.291,0.701,2.488,3.556,1.787,2.855,0.484,1.068,0.629,1.009,0.38,0.332
593,154.037322,-57.748389,3.925,1,0,0,0,20.321,19.089,16.502,16.017,14.973,12.006,11.162,10.649,10.296,10.19,1.232,3.819,5.348,2.587,4.116,0.485,1.529,0.844,1.357,0.513,0.106
594,154.604528,-57.294,3.481,1,0,0,0,18.938,18.341,16.728,16.366,15.806,14.266,13.85,13.541,13.569,13.925,0.597,2.21,3.132,1.613,2.535,0.362,0.922,0.416,0.725,0.309,-0.356
599,153.599152,-58.103921,3.36,1,0,0,0,12.558,13.064,12.473,12.278,12.134,11.686,11.559,11.532,11.537,11.586,-0.506,0.085,0.424,0.591,0.93,0.195,0.339,0.127,0.154,0.027,-0.049
600,154.449729,-57.434221,3.587,1,0,0,1,16.56,15.969,14.2,13.827,13.201,11.399,10.911,10.643,10.486,10.47,0.591,2.36,3.359,1.769,2.768,0.373,0.999,0.488,0.756,0.268,0.016
608,154.697911,-57.25738,3.375,1,0,0,0,12.971,13.284,12.619,12.415,12.192,11.627,11.482,11.435,11.155,10.997,-0.313,0.352,0.779,0.665,1.092,0.204,0.427,0.145,0.192,0.047,0.158
609,154.604105,-57.341917,3.765,1,0,0,0,17.572,17.256,15.762,15.417,14.873,13.263,12.854,12.578,12.373,12.442,0.316,1.81,2.699,1.494,2.383,0.345,0.889,0.409,0.685,0.276,-0.069
618,153.965277,-57.880013,3.943,1,1,0,0,19.223,18.448,16.479,15.728,15.398,13.297,12.595,12.142,11.221,10.958,0.775,2.744,3.825,1.969,3.05,0.751,1.081,0.702,1.155,0.453,0.263
623,154.667434,-57.326905,3.494,1,0,0,0,16.167,15.782,14.316,13.962,13.453,12.033,11.641,11.427,11.258,11.252,0.385,1.851,2.714,1.466,2.329,0.354,0.863,0.392,0.606,0.214,0.006
624,154.500081,-57.475714,3.816,1,0,0,0,19.981,19.11,17.07,16.662,15.924,13.7,13.06,12.687,12.44,12.421,0.871,2.911,4.057,2.04,3.186,0.408,1.146,0.64,1.013,0.373,0.019
629,153.991136,-57.891843,3.928,1,0,0,1,15.364,15.09,13.691,13.259,12.939,11.399,10.978,10.7,10.477,10.321,0.274,1.673,2.425,1.399,2.151,0.432,0.752,0.421,0.699,0.278,0.156
631,154.311868,-57.640916,3.586,1,0,0,0,20.012,19.023,16.998,16.657,15.926,13.867,13.246,12.994,12.741,12.728,0.989,3.014,4.086,2.025,3.097,0.341,1.072,0.621,0.873,0.252,0.013
634,154.993357,-57.093702,3.397,1,0,0,1,17.435,16.385,14.339,13.908,13.127,11.127,10.594,10.302,10.088,10.03,1.05,3.096,4.308,2.046,3.258,0.431,1.212,0.533,0.825,0.292,0.058
640,154.361661,-57.621996,3.554,1,0,0,1,19.281,18.035,15.729,15.324,14.42,12.066,11.39,11.033,10.684,10.648,1.246,3.552,4.861,2.306,3.615,0.405,1.309,0.676,1.033,0.357,0.036
642,153.682726,-58.163418,3.569,1,0,0,0,14.52,14.669,13.691,13.401,13.109,12.178,11.948,11.792,11.617,11.392,-0.149,0.829,1.411,0.978,1.56,0.29,0.582,0.23,0.386,0.156,0.225
645,153.953543,-57.958205,3.713,1,0,0,0,15.34,15.307,14.25,13.958,13.635,12.516,12.252,12.084,11.961,11.939,0.033,1.09,1.705,1.057,1.672,0.292,0.615,0.264,0.432,0.168,0.022
646,154.065886,-57.871428,3.806,1,0,0,0,19.846,19.109,17.303,16.946,16.273,14.321,13.763,13.403,13.255,13.668,0.737,2.543,3.573,1.806,2.836,0.357,1.03,0.558,0.918,0.36,-0.413
652,154.279794,-57.714497,3.557,1,0,0,1,18.753,17.661,15.535,15.117,14.328,12.162,11.505,11.227,11.022,11.017,1.092,3.218,4.425,2.126,3.333,0.418,1.207,0.657,0.935,0.278,0.005
